" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Harry Potter and the Deathly Hallows (Part Two)","Importadora","$460,014","-50.5%","85","-","$5,412","$2,072,888","2"
"2","N","Mr. Popper's Penguins","Fox","$127,352","-","25","-","$5,094","$127,352","1"
"3","2","UIP","$110,275","-27.7%","43","-5","$2,565","$1,937,064","4",""
"4","3","Zookeeper","Sony","$53,537","-29.5%","25","-","$2,141","$340,620","3"
"5","4","Cars 2","Disney","$39,888","-31.7%","42","-3","$950","$1,587,862","5"
"6","N","Agora (Mists of Time)","n/a","$8,801","-","5","-","$1,760","$8,801","1"
"7","5","The Next Three Days","n/a","$5,003","-47.0%","3","-6","$1,668","$61,661","3"
"8","7","The Hangover Part II","Importadora","$1,973","+68.3%","3","-1","$658","$372,463","6"
"9","6","Kung Fu Panda 2","UIP","$1,874","-58.0%","5","-3","$375","$1,747,777","7"
"10","N"," Zona Sur","n/a","$737","-","2","-","$369","$737","1"
"11","8","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$63","-71.1%","1","-","$63","$2,889,958","10"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Harry Potter and the Deathly Hallows (Part Two)","Importadora","$929,160","-","85","-","$10,931","$929,160","1"
"2","1","UIP","$152,547","-63.3%","48","-25","$3,178","$1,697,391","3",""
"3","3","Zookeeper","Sony","$75,983","-28.8%","25","-","$3,039","$239,018","2"
"4","2","Cars 2","Disney","$58,381","-66.2%","45","-15","$1,297","$1,519,210","4"
"5","4","The Next Three Days","n/a","$9,440","-59.4%","9","-4","$1,049","$43,894","2"
"6","6","Kung Fu Panda 2","UIP","$4,459","-78.2%","8","-13","$557","$1,742,937","6"
"7","5","The Hangover Part II","Importadora","$1,172","-94.3%","4","-11","$293","$366,671","5"
"8","7","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$218","-91.4%","1","-5","$218","$2,889,695","9"
"9","8","X-Men: First Class","Fox","$117","-93.4%","1","-2","$117","$624,198","7"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"
"1","1","UIP","$415,563","-27.4%","73","+15","$5,693","$1,356,553","2"
"2","2","Cars 2","Disney","$172,780","-46.6%","60","-","$2,880","$1,395,230"
"3","N","Zookeeper","Sony","$106,732","-","25","-","$4,269","$106,732"
"4","N","The Next Three Days","n/a","$23,253","-","13","-","$1,789","$23,253"
"5","4","The Hangover Part II","Importadora","$20,551","-23.2%","15","-","$1,370","$351,781"
"6","3","Kung Fu Panda 2","UIP","$20,459","-61.0%","21","-12","$974","$1,731,893"
"7","6","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$2,537","-63.5%","6","-7","$423","$2,888,677"
"8","5","X-Men: First Class","Fox","$1,759","-83.0%","3","-10","$586","$623,512"
"9","7","Possession (2009)","n/a","$1,610","-74.3%","2","-1","$805","$12,519"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"
"1","N","UIP","$572,085","-","58","-","$9,864","$620,117","1"
"2","1","Cars 2","Disney","$323,623","-46.0%","60","-","$5,394","$1,101,271"
"3","2","Kung Fu Panda 2","UIP","$52,471","-68.5%","33","-10","$1,590","$1,689,774"
"4","3","The Hangover Part II","Importadora","$26,756","-60.8%","15","-","$1,784","$306,760"
"5","4","X-Men: First Class","Fox","$10,348","-70.8%","13","-15","$796","$613,883"
"6","5","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$6,942","-71.6%","13","-31","$534","$2,882,384"
"7","N","Possession (2009)","n/a","$6,260","-","3","-","$2,087","$6,260"
"8","N"," Possessions","n/a","$6,260","-","3","-","$2,087","$6,260"
"9","6","Frozen","Venus","$3,366","-71.6%","6","-1","$561","$47,518"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Cars 2","Disney","$599,057","-","60","-","$9,984","$599,057","1"
"2","1","Kung Fu Panda 2","UIP","$166,596","-59.6%","43","-27","$3,874","$1,550,407","3"
"3","2","The Hangover Part II","Importadora","$68,213","-31.2%","15","-","$4,548","$233,635","2"
"4","4","X-Men: First Class","Fox","$35,394","-42.0%","28","-3","$1,264","$584,670","4"
"5","3","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$24,476","-72.0%","44","-10","$556","$2,866,479","6"
"6","5","Frozen","Venus","$11,852","-32.6%","7","-1","$1,693","$39,211","54"
"7","6","Fast Five","UIP","$8,993","-12.3%","7","-","$1,285","$820,453","7"
"8","11","Somewhere","UIP","$993","+21.3%","2","-2","$497","$14,931","4"
"9","7","Drive Angry","Importadora","$198","-97.5%","1","-30","$198","$208,960","5"
"10","12","The Rite","Importadora","$137","-70.7%","1","-1","$137","$530,136","16"
"11","14","Rio","Fox","$75","-75.7%","1","-3","$75","$2,314,274","12"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Kung Fu Panda 2","UIP","$412,413","-37.2%","70","+14","$5,892","$1,248,186","2"
"2","N","The Hangover Part II","Importadora","$99,095","-","15","-","$6,606","$99,095","1"
"3","2","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$87,548","-30.4%","54","-1","$1,621","$2,806,665","5"
"4","3","X-Men: First Class","Fox","$61,019","-41.6%","31","-","$1,968","$515,056","3"
"5","-","Frozen","Venus","$17,594","-","8","-","$2,199","$17,594","53"
"6","4","Fast Five","UIP","$10,249","-52.2%","7","-13","$1,464","$795,665","6"
"7","5","Drive Angry","Importadora","$7,773","-39.4%","31","-","$251","$204,351","4"
"8","7","Season of the Witch","n/a","$2,515","-60.7%","4","-1","$629","$84,078","4"
"9","6","I Spit on Your Grave","Venus","$1,610","-86.0%","3","-9","$537","$55,673","3"
"10","8","The Adjustment Bureau","UIP","$1,048","-79.3%","9","-7","$116","$66,491","4"
"11","9","Somewhere","UIP","$819","-69.5%","4","-","$205","$13,381","3"
"12","14","The Rite","Importadora","$467","+2.4%","2","+1","$234","$529,548","15"
"13","13","Winnie the Pooh","Disney","$359","-41.0%","5","-2","$72","$130,119","7"
"14","11","Rio","Fox","$309","-54.6%","4","-3","$77","$2,314,192","11"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Kung Fu Panda 2","UIP","$656,843","-","56","-","$11,729","$656,843","1"
"2","1","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$125,738","-64.0%","55","-9","$2,286","$2,673,315","4"
"3","2","X-Men: First Class","Fox","$104,488","-47.2%","31","-","$3,371","$397,464","2"
"4","4","Fast Five","UIP","$21,420","-45.2%","20","-6","$1,071","$771,364","5"
"5","3","Drive Angry","Importadora","$12,835","-69.5%","31","-","$414","$189,900","3"
"6","5","I Spit on Your Grave","Venus","$11,506","-47.4%","12","-","$959","$46,021","2"
"7","6","Season of the Witch","n/a","$6,391","-60.9%","5","-5","$1,278","$77,979","3"
"8","8","The Adjustment Bureau","UIP","$5,051","-59.6%","16","-1","$316","$63,387","3"
"9","12","Somewhere","UIP","$2,687","-57.8%","4","-1","$672","$10,953","2"
"10","13","Thor","UIP","$2,029","-51.6%","4","-7","$507","$1,281,880","7"
"11","7","Rio","Fox","$681","-94.8%","7","-8","$97","$2,313,494","10"
"12","9","Red Riding Hood","Importadora","$635","-93.4%","2","-12","$318","$215,536","5"
"13","11","Winnie the Pooh","Disney","$608","-91.0%","7","-4","$87","$129,707","6"
"14","14","The Rite","Importadora","$456","-63.6%","1","-1","$456","$528,633","14"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$348,747","-46.1%","64","+8","$5,449","$2,442,993","3"
"2","N","X-Men: First Class","Fox","$197,814","-","31","-","$6,381","$197,814","1"
"3","3","Drive Angry","Importadora","$42,073","-43.9%","31","-","$1,357","$158,904","2"
"4","2","Fast Five","UIP","$39,119","-57.1%","26","-1","$1,505","$703,157","4"
"5","N","I Spit on Your Grave","Venus","$21,893","-","12","-","$1,824","$21,893","1"
"6","4","Season of the Witch","n/a","$16,325","-53.7%","10","-","$1,633","$64,457","2"
"7","7","Rio","Fox","$13,148","-21.2%","15","-2","$877","$2,311,391","9"
"8","5","The Adjustment Bureau","UIP","$12,494","-55.5%","17","-","$735","$53,633","2"
"9","6","Red Riding Hood","Importadora","$9,591","-60.4%","14","-1","n/a","n/a","4"
"10","10","Gnomeo and Juliet","n/a","$8,302","+8.8%","3","-","n/a","$277,901","7"
"11","9","Winnie the Pooh","Disney","$6,788","-52.2%","11","-3","n/a","$128,480","5"
"12","N","Somewhere","UIP","$6,373","-","5","-","n/a","$6,373","1"
"13","8","Thor","UIP","$4,196","-72.0%","11","-6","n/a","$1,278,477","6"
"14","12","The Rite","Importadora","$1,254","-74.9%","2","-10","n/a","$527,447","13"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$646,537","-24.3%","56","-","$11,545","$1,876,646","2"
"2","2","Fast Five","UIP","$91,188","-32.7%","27","-","$3,377","$636,407","3"
"3","N","Drive Angry","Importadora","$74,971","-","31","-","$2,418","$86,943","1"
"4","N","Season of the Witch","n/a","$35,233","-","10","-","$3,523","$35,233","1"
"5","N","The Adjustment Bureau","UIP","$28,103","-","17","-","$1,653","$31,067","1"
"6","4","Red Riding Hood","Importadora","$24,206","-39.8%","15","-","$1,614","$193,014","3"
"7","5","Rio","Fox","$16,682","+10.1%","17","-6","$981","$2,293,642","8"
"8","3","Thor","UIP","$14,961","-70.5%","17","-16","$880","$1,264,367","5"
"9","6","Winnie the Pooh","Disney","$14,202","-2.9%","14","-1","$1,014","$117,110","4"
"10","9","Gnomeo and Juliet","n/a","$7,631","+103.8%","3","-","$2,544","$269,020","6"
"11","7","Hall Pass","Importadora","$6,054","-44.1%","12","-1","$505","$141,844","4"
"12","13","The Rite","Importadora","$4,986","+218.6%","12","+9","$416","$523,505","12"
"13","12","African Cats","Disney","$645","-71.8%","5","-","$129","$142,644","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$853,574","-","56","-","$15,242","$853,574","1"
"2","1","Fast Five","UIP","$135,445","-34.8%","27","-","$5,016","$449,898","2"
"3","2","Thor","UIP","$50,679","-74.6%","33","-21","$1,536","$1,229,056","4"
"4","4","Red Riding Hood","Importadora","$40,233","-45.4%","15","-","$2,682","$150,405","2"
"5","3","Rio","Fox","$15,158","-84.7%","23","-13","$659","$2,274,079","7"
"6","5","Winnie the Pooh","Disney","$14,631","-53.4%","15","-","$975","$100,594","3"
"7","6","Hall Pass","Importadora","$10,826","-62.4%","13","-","$833","$129,924","3"
"8","12","Arthur et les Minimoys (Arthur and the Invisibles)","n/a","$8,625","+9.2%","5","-","$1,725","$23,289","3"
"9","7","Gnomeo and Juliet","n/a","$3,745","-85.5%","3","-9","$1,248","$260,842","5"
"10","10","Water for Elephants","Fox","$3,579","-64.0%","16","-3","$224","$105,107","4"
"11","9"," Deadline (2010)","n/a","$2,429","-76.1%","2","-4","$1,215","$58,931","3"
"12","13","African Cats","Disney","$2,290","-68.7%","5","-10","$458","$141,819","5"
"13","14","The Rite","Importadora","$1,565","-70.5%","3","-","$522","$517,609","11"
"14","8"," The Grudge 3","n/a","$1,412","-86.6%","1","-2","$1,412","$37,973","3"
"15","11","Hop","UIP","$577","-94.1%","4","-16","$144","$303,177","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Fast Five","UIP","$207,856","-","27","-","$7,698","$207,856","1"
"2","1","Thor","UIP","$199,420","-34.3%","54","-","$3,693","$1,125,694","3"
"3","2","Rio","Fox","$98,981","-26.3%","36","-1","$2,749","$2,230,868","6"
"4","N","Red Riding Hood","Importadora","$73,671","-","15","-","$4,911","$73,671","1"
"5","4","Winnie the Pooh","Disney","$31,396","-19.5%","15","-","$2,093","$80,319","2"
"6","3","Hall Pass","Importadora","$28,782","-36.7%","13","-","$2,214","$103,188","2"
"7","5","Gnomeo and Juliet","n/a","$25,733","-14.9%","12","-1","$2,144","$251,030","4"
"8","9"," The Grudge 3","n/a","$10,500","-29.4%","3","-","$3,500","$31,830","2"
"9","-"," Deadline (2010)","n/a","$10,157","-","6","-","$1,693","$50,024","2"
"10","6","Water for Elephants","Fox","$9,932","-66.4%","19","-2","$523","$96,216","3"
"11","7","Hop","UIP","$9,772","-49.8%","20","-4","$489","$302,600","5"
"12","-","Arthur et les Minimoys (Arthur and the Invisibles)","n/a","$7,896","-","5","-","$1,579","$10,800","2"
"13","10","African Cats","Disney","$7,326","-49.3%","15","-","$488","$138,116","4"
"14","12","The Rite","Importadora","$5,299","-7.3%","3","-","$1,766","$513,817","10"
"15","8","Just Go With It","Sony","$4,597","-71.9%","5","-18","$919","$317,126","5"
"16","11","Sucker Punch","Importadora","$4,049","-63.5%","22","-","$184","$167,848","4"
"17","13"," Los ojos de Julia (Julia's Eyes)","UIP","$1,844","-67.4%","12","-1","$154","$81,082","4"
"18","14","Chloe","n/a","$1,534","-57.1%","2","-1","$767","$18,200","3"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Thor","UIP","$303,493","-18.9%","54","+11","$5,620","$824,228","2"
"2","2","Rio","Fox","$134,267","-17.7%","37","-6","$3,629","$2,095,786","5"
"3","N","Hall Pass","Importadora","$45,501","-","13","-","$3,500","$46,501","1"
"4","N","Winnie the Pooh","Disney","$39,019","-","15","-","$2,601","$39,019","1"
"5","3","Gnomeo and Juliet","n/a","$30,250","-39.1%","13","-5","$2,327","$217,540","3"
"6","4","Water for Elephants","Fox","$29,591","-4.0%","21","-","$1,409","$74,929","2"
"7","5","Hop","UIP","$19,480","-35.7%","24","-","$812","$289,450","4"
"8","8","Just Go With It","Sony","$16,355","-31.1%","23","-","$711","$306,327","4"
"9","N"," The Grudge 3","n/a","$14,880","-","3","-","$4,960","$14,880","1"
"10","6","African Cats","Disney","$14,437","-48.4%","15","-","$962","$127,688","3"
"11","7","Sucker Punch","Importadora","$11,095","-55.7%","22","-","$504","$161,872","3"
"12","11","The Rite","Importadora","$5,717","+68.6%","3","-1","$1,906","$508,518","9"
"13","9"," Los ojos de Julia (Julia's Eyes)","UIP","$5,651","-73.9%","13","-","$435","$77,806","3"
"14","10","Chloe","n/a","$3,574","-51.3%","3","-","$1,191","$14,780","2"
"15","12","I Am Number Four","Disney","$1,708","-1.8%","2","+1","$854","$435,828","10"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Thor","UIP","$374,421","-","43","-","$8,707","$374,421","1"
"2","1","Rio","Fox","$163,190","-54.2%","43","-27","$3,795","$1,910,438","4"
"3","2","Gnomeo and Juliet","n/a","$49,695","-43.9%","18","-","$2,761","$186,866","2"
"4","N","Water for Elephants","Fox","$30,823","-","21","-","$1,468","$30,823","1"
"5","3","Hop","UIP","$30,299","-64.1%","24","-","$1,262","$260,895","3"
"6","6","African Cats","Disney","$27,985","-44.4%","15","-","$1,866","$106,118","2"
"7","5","Sucker Punch","Importadora","$25,061","-64.3%","22","-","$1,139","$135,644","2"
"8","4","Just Go With It","Sony","$23,727","-68.5%","23","-","$1,032","$274,071","3"
"9","7"," Los ojos de Julia (Julia's Eyes)","UIP","$21,682","-36.6%","13","-","$1,668","$64,393","2"
"10","N","Chloe","n/a","$7,331","-","3","-","$2,444","$7,331","1"
"11","9","The Rite","Importadora","$3,390","-75.4%","4","-2","$848","$498,887","8"
"12","11","I Am Number Four","Disney","$1,739","-42.7%","1","-1","$1,739","$432,647","9"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Rio","Fox","$356,079","-17.2%","70","+1","$5,087","$1,662,695","3"
"2","N","Gnomeo and Juliet","n/a","$88,653","-","18","-","$4,925","$215,078","1"
"3","-","Hop","UIP","$84,326","-","24","-","$3,514","$215,078","2"
"4","2","Just Go With It","Sony","$75,305","-12.4%","23","-","$3,274","$217,140","2"
"5","N","Sucker Punch","Importadora","$70,119","-","22","-","$3,187","$85,186","1"
"6","N","African Cats","Disney","$50,328","-","15","-","$3,355","$65,456","1"
"7","N"," Los ojos de Julia (Julia's Eyes)","UIP","$34,207","-","13","-","$2,631","$34,207","1"
"8","-","No Strings Attached","UIP","$17,388","-","17","-","$1,023","$287,079","4"
"9","-","The Rite","Importadora","$13,753","-","6","-","$2,292","$490,279","7"
"10","-","Hereafter","Importadora","$3,511","-","13","-","$270","$76,378","4"
"11","-","I Am Number Four","Disney","$3,036","-","2","-","$1,518","$430,473","8"
"12","-","Unknown","Importadora","$2,470","-","3","-","$823","$161,876","6"
"13","-","Mars Needs Moms","Disney","$1,913","-","6","-","$319","$530,622","7"
"14","-","Yogi Bear","Importadora","$1,443","-","7","-","$206","$1,453,560","9"
"15","4","Easy A","Sony","$792","+1.9%","6","-","$132","$86,051","13"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Rio","Fox","$471,899","-","69","-","$6,839","$471,899","1"
"2","2","No Strings Attached","UIP","$54,483","-33.1%","17","-","$3,205","$184,399","2"
"3","4","The Rite","Importadora","$32,667","-41.1%","15","-1","$2,178","$409,777","5"
"4","3","Justin Bieber: Never Say Never","UIP","$19,384","-75.6%","27","-","$718","$290,326","3"
"5","6","Hereafter","Importadora","$17,717","-37.8%","13","-","$1,363","$58,932","2"
"6","5","Battle: Los Angeles","Sony","$12,545","-58.3%","23","-1","$545","$322,882","4"
"7","1","Mars Needs Moms","Disney","$12,487","-87.3%","29","-15","$431","$518,235","5"
"8","8","Unknown","Importadora","$6,013","-60.4%","14","-","$430","$147,614","4"
"9","-"," The Secret of Moonacre","n/a","$4,268","-","5","-","$854","$80,119","3"
"10","12","Easy A","Sony","$3,425","-56.8%","6","-","$571","$81,903","11"
"11","10","I Am Number Four","Disney","$3,187","-76.7%","6","-10","$531","$423,586","6"
"12","11","Secretariat","Disney","$2,612","-75.9%","13","-","$201","$42,672","4"
"13","7","Yogi Bear","Importadora","$1,810","-91.1%","16","-12","$113","$1,450,709","7"
"14","9","Rango","UIP","$276","-98.0%","2","-21","$138","$410,621","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","-","Mars Needs Moms","Disney","$98,533","-","44","-","$2,239","$483,056","4"
"2","N","No Strings Attached","UIP","$81,378","-","17","-","$4,787","$81,378","1"
"3","-","Justin Bieber: Never Say Never","UIP","$79,434","-","27","-","$2,942","$253,729","2"
"4","-","The Rite","Importadora","$55,458","-","16","-","$3,466","$351,614","4"
"5","1","Battle: Los Angeles","Sony","$30,062","-60.2%","24","-6","$1,253","$298,542","3"
"6","N","Hereafter","Importadora","$28,489","-","13","-","$2,191","$28,489","1"
"7","-","Yogi Bear","Importadora","$20,427","-","28","-","$730","$1,445,124","6"
"8","-","Unknown","Importadora","$15,185","-","14","-","$1,085","$133,852","3"
"9","-","Rango","UIP","$13,936","-","23","-","$606","$407,647","5"
"10","-","I Am Number Four","Disney","$13,683","-","16","-","$855","$415,797","5"
"11","-","Secretariat","Disney","$10,857","-","13","-","$835","$36,221","3"
"12","-","Easy A","Sony","$7,928","-","6","-","$1,321","$75,817","10"
"13","-","Big Mommas: Like Father, Like Son","Fox","$4,502","-","5","-","$900","$230,789","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","-","Mars Needs Moms","Disney","$159,602","-","44","-","$3,627","$159,602","2"
"2","N","Battle: Los Angeles","Sony","$102,103","-","30","-","$3,403","$102,103","1"
"3","-","Yogi Bear","Importadora","$72,863","-","53","-","$1,375","$1,367,127","4"
"4","-","The Rite","Importadora","$50,583","-","10","-","$5,058","$149,104","2"
"5","N","Unknown","Importadora","$39,890","-","14","-","$2,849","$39,890","1"
"6","1","Rango","UIP","$39,258","-54.4%","23","-","$1,707","$354,050","3"
"7","2","I Am Number Four","Disney","$38,206","-51.4%","24","-","$1,592","$349,943","3"
"8","3","Big Mommas: Like Father, Like Son","Fox","$19,809","-56.6%","24","-","$825","$199,713","3"
"9","-","Jackass 3-D","UIP","$11,089","-","21","-","$528","$62,194","3"
"10","4","127 Hours","Fox","$2,074","-78.2%","9","-6","$230","$141,130","4"
"11","7","Black Swan","Fox","$1,555","-48.6%","2","-","$778","$313,298","7"
"12","8","Tangled","Disney","$924","-31.9%","9","-2","$103","$1,900,325","10"
"13","-","Machete","Sony","$741","-","4","-","$185","$50,706","22"
"14","5","The Green Hornet","Sony","$341","-92.0%","9","-13","$38","$569,127","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","3","Rango","UIP","$86,074","+1.3%","23","-","$3,742","$275,340","2"
"2","2","I Am Number Four","Disney","$78,616","-17.0%","24","-","$3,276","$269,559","2"
"3","4","Big Mommas: Like Father, Like Son","Fox","$45,661","-10.9%","24","-","$1,903","$152,693","2"
"4","6","127 Hours","Fox","$9,529","-66.9%","15","-","$635","$135,018","3"
"5","7","The Green Hornet","Sony","$4,275","-68.4%","22","-11","$194","$567,840","5"
"6","9","Love and Other Drugs","Fox","$3,994","-33.8%","9","-6","$444","$113,698","4"
"7","8","Black Swan","Fox","$3,023","-72.5%","2","-8","$1,512","$308,352","6"
"8","11","Tangled","Disney","$1,356","-10.9%","11","-2","$123","$1,899,242","9"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Yogi Bear","Importadora","$232,782","-51.3%","53","-5","$4,392","$905,951","2"
"2","N","I Am Number Four","Disney","$94,763","-","24","-","$3,948","$94,763","1"
"3","N","Rango","UIP","$84,976","-","23","-","$3,695","$84,976","1"
"4","N","Big Mommas: Like Father, Like Son","Fox","$51,250","-","24","-","$2,135","$51,250","1"
"5","-","Saw 3D","Disney","$42,430","-","36","-","$1,179","$455,608","3"
"6","2","127 Hours","Fox","$28,797","-30.8%","15","-","$1,920","$97,692","2"
"7","3","The Green Hornet","Sony","$13,531","-62.9%","33","-23","$410","$549,893","4"
"8","5","Black Swan","Fox","$10,994","-42.5%","10","-12","$1,099","$294,722","5"
"9","4","Love and Other Drugs","Fox","$6,035","-73.9%","15","-","$402","$104,186","3"
"10","-","Little Fockers","UIP","$1,551","-","7","-","$222","$251,063","9"
"11","7","Tangled","Disney","$1,521","-85.5%","13","-10","$117","$1,896,764","8"
"12","10","True Grit","UIP","$1,002","-46.2%","6","-3","$167","$44,883","3"
"13","8","The American","UIP","$746","-83.2%","6","-3","$124","$21,773","3"
"14","9","The Town","Importadora","$663","-80.5%","5","-1","$133","$89,141","9"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Yogi Bear","Importadora","$478,047","-","58","-","$8,242","$478,047","1"
"2","N","127 Hours","Fox","$41,583","-","15","-","$2,772","$41,583","1"
"3","2","The Green Hornet","Sony","$36,490","-72.6%","56","-","$652","$522,789","3"
"4","5","Love and Other Drugs","Fox","$23,132","-40.6%","15","-","$1,542","$85,828","2"
"5","6","Black Swan","Fox","$19,111","-38.7%","22","-","$869","$272,447","4"
"6","3","Gulliver's Travels","Fox","$11,259","-83.7%","40","-","$281","$923,906","5"
"7","4","Tangled","Disney","$10,464","-81.4%","23","-35","$455","$1,892,636","7"
"8","8","The American","UIP","$4,430","-48.5%","9","+1","$492","$18,178","2"
"9","10","The Town","Importadora","$3,393","-32.4%","6","-","$566","$86,242","8"
"10","7","True Grit","UIP","$1,863","-80.9%","9","-","$207","$43,315","2"
"11","11","Life as We Know It","Importadora","$1,238","-72.8%","4","-3","$310","$187,899","10"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Saw 3D","Disney","$157,058","-","36","-","$4,363","$157,058","1"
"2","1","The Green Hornet","Sony","$133,252","-20.8%","56","-","$2,380","$429,858","2"
"3","2","Gulliver's Travels","Fox","$69,014","-39.3%","40","-","$1,725","$889,580","4"
"4","3","Tangled","Disney","$56,239","-32.0%","58","-2","$970","$1,864,660","6"
"5","N","Love and Other Drugs","Fox","$38,929","-","15","-","$2,595","$38,929","1"
"6","4","Black Swan","Fox","$31,193","-41.3%","22","-","$1,418","$233,837","3"
"7","5","True Grit","UIP","$9,773","-38.6%","9","-","$1,086","$35,921","1"
"8","N","The American","UIP","$8,606","-","8","-","$1,076","$8,606","1"
"9","6","Devil","UIP","$5,442","-43.2%","23","-","$237","$160,114","4"
"10","-","The Town","Importadora","$5,017","-","6","-","$836","$79,905","7"
"11","7","Life as We Know It","Importadora","$4,543","-24.8%","7","+1","$649","$184,387","9"
"12","8","Easy A","Sony","$1,999","-55.5%","13","-","$154","$66,871","4"
"13","10","Tron Legacy","Disney","$1,771","-39.3%","13","-1","$136","$1,177,373","8"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","The Green Hornet","Sony","$168,276","-","56","-","$3,005","$168,276","1"
"2","1","Gulliver's Travels","Fox","$113,626","-41.5%","40","-","$2,841","$751,618","3"
"3","2","Tangled","Disney","$82,647","-46.8%","60","-5","$1,377","$1,763,718","5"
"4","3","Black Swan","Fox","$53,125","-19.7%","22","-","$2,415","$159,885","2"
"5","-","True Grit","UIP","$15,915","-","9","-","$1,768","$15,915","-"
"6","4","Devil","UIP","$9,583","-76.5%","23","-","$417","$151,010","3"
"7","8","Life as We Know It","Importadora","$6,040","-34.5%","6","-","$1,007","$173,802","8"
"8","5","Easy A","Sony","$4,490","-71.1%","13","-","$345","$60,244","3"
"9","7","Burlesque","Sony","$3,092","-70.2%","13","-10","$238","$114,191","4"
"10","6","Tron Legacy","Disney","$2,917","-73.3%","14","-17","$208","$1,174,758","7"
"11","10","Unstoppable","Fox","$1,673","-68.1%","9","-13","$186","$125,562","4"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Gulliver's Travels","Fox","$194,140","-23.8%","40","-","$4,854","$562,387","2"
"2","2","Tangled","Disney","$155,366","-15.4%","65","-","$2,390","$1,630,303","4"
"3","N","Black Swan","Fox","$66,122","-","22","-","$3,006","$66,122","1"
"4","3","Devil","UIP","$40,803","-15.3%","23","-","$1,774","$120,074","2"
"5","7","Easy A","Sony","$15,516","+3.9%","13","-","$1,194","$48,503","2"
"6","6","Tron Legacy","Disney","$10,932","-27.4%","31","-2","$353","$1,167,801","6"
"7","5","Burlesque","Sony","$10,369","-55.0%","23","-","$451","$106,161","3"
"8","-","Life as We Know It","Importadora","$9,226","-","6","-","$1,538","$162,912","7"
