" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"4","4","Knight & Day","Fox","$68,778","+409.4%","27","+12","$2,547","$82,284","1"
"5","3","Toy Story 3","Disney","$34,378","-49.2%","35","-24","$982","$2,434,643","6"
"6","5","Marmaduke","Fox","$6,785","-48.2%","24","-5","$283","$195,770","4"
"7","N","Smother","n/a","$4,996","-","3","-","$1,665","$4,996","1"
"8","7","Gamer (2009)","Importadora","$4,675","-48.8%","7","-","$668","$18,405","2"
"9","8","The Back-Up Plan","Sony","$3,875","-24.6%","18","-4","$215","$140,481","4"
"10","6","Robin Hood","UIP","$2,315","-76.2%","3","-26","$772","$306,458","5"
"12","11","Prince of Persia: The Sands of Time","Disney","$1,747","-31.7%","3","-7","$582","$1,223,609","9"
"13","10","Pandorum","Importadora","$1,192","-56.7%","4","-8","$298","$5,185","2"
"14","9"," The Rebound","Importadora","$683","-85.2%","9","+3","$76","$104,198","11"
"15","13","The Losers","Importadora","$650","-61.8%","7","-1","$93","$27,932","4"
"16","15","An Education","Sony","$560","-53.2%","4","-","$140","$21,417","16"
"17","14","Sex and the City 2","Importadora","$197","-84.4%","1","-2","$197","$333,148","7"
"18","16","When in Rome","Disney","$101","-82.8%","1","-1","$101","$107,669","15"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","The Twilight Saga: Eclipse","Nuvision","$431,364","-","43","-","$10,032","$431,364","1"
"2","1","Shrek Forever After","UIP","$401,484","-21.5%","60","-","$6,691","$1,225,826","2"
"3","2","Toy Story 3","Disney","$67,654","-42.2%","59","-11","$1,147","$2,369,713","5"
"4","-","Knight & Day","Fox","$13,503","-","15","-","$900","$13,503","-"
"5","3","Marmaduke","Fox","$13,102","-60.2%","29","-","$452","$182,560","3"
"6","5","Robin Hood","UIP","$9,744","-65.7%","29","-","$336","$294,016","4"
"7","N","Gamer (2009)","Importadora","$9,125","-","7","-","$1,304","$9,125","1"
"8","4","The Back-Up Plan","Sony","$5,136","-82.5%","22","+1","$233","$131,260","3"
"9","11"," The Rebound","Importadora","$4,610","+14.4%","6","+1","$768","$101,691","10"
"10","N","Pandorum","Importadora","$2,755","-","12","-","$230","$2,755","1"
"11","8","Prince of Persia: The Sands of Time","Disney","$2,559","-46.9%","10","-5","$256","$1,220,195","8"
"12","10","My Life in Ruins","n/a","$2,345","-47.1%","3","-","$782","$10,151","2"
"13","7","The Losers","Importadora","$1,702","-65.3%","8","-1","$213","$26,603","3"
"14","6","Sex and the City 2","Importadora","$1,259","-74.9%","3","-24","$420","$332,215","6"
"15","9","An Education","Sony","$1,197","-73.5%","4","-","$299","$19,973","15"
"16","14","When in Rome","Disney","$588","-44.9%","2","-","$294","$107,117","14"
"17","15","Edge of Darkness","Importadora","$251","-74.0%","2","-3","$126","$127,238","17"
"18","12","Law Abiding Citizen","Importadora","$82","-94.9%","2","-3","$41","$26,314","4"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Shrek Forever After","UIP","$511,463","-","60","-","$8,524","$511,463","1"
"2","1","Toy Story 3","Disney","$117,064","-64.5%","70","-2","$1,672","$2,248,000","4"
"3","2","Marmaduke","Fox","$32,895","-60.6%","29","+1","$1,134","$152,908","2"
"4","4","The Back-Up Plan","Sony","$29,320","-38.3%","21","-","$1,396","$106,660","2"
"5","3","Robin Hood","UIP","$28,400","-56.4%","29","-","$979","$266,004","3"
"6","6","Sex and the City 2","Importadora","$5,014","-67.6%","27","+3","$186","$328,351","5"
"7","8","The Losers","Importadora","$4,903","-49.1%","9","-","$545","$20,625","2"
"8","5","Prince of Persia: The Sands of Time","Disney","$4,823","-69.9%","15","+5","$322","$1,214,982","7"
"9","-","An Education","Sony","$4,515","-","4","-","$1,129","$16,180","14"
"10","N","My Life in Ruins","n/a","$4,435","-","3","-","$1,478","$4,435","1"
"11","-"," The Rebound","Importadora","$4,030","-","5","-","$806","$93,875","9"
"12","-","Law Abiding Citizen","Importadora","$1,621","-","5","-","$324","$25,443","3"
"13","10"," Diario de una ninfómana","n/a","$1,424","-77.6%","3","-1","$475","$33,098","3"
"14","-","When in Rome","Disney","$1,067","-","2","-","$534","$109,386","13"
"15","-","Edge of Darkness","Importadora","$967","-","5","-","$193","$309","16"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Toy Story 3","Disney","$329,677","-33.2%","72","-","$4,579","$1,921,562","3"
"2","N","Marmaduke","Fox","$83,388","-","28","-","$2,978","$83,388","1"
"3","2","Robin Hood","UIP","$65,097","-21.6%","29","-","$2,245","$200,443","2"
"4","N","The Back-Up Plan","Sony","$47,478","-","21","-","$2,261","$47,478","1"
"5","4","Prince of Persia: The Sands of Time","Disney","$16,027","-56.9%","10","-15","$1,603","$1,195,660","6"
"6","3","Sex and the City 2","Importadora","$15,483","-59.5%","24","-4","$645","$313,746","4"
"7","N"," It's Alive","n/a","$10,756","-","4","-","$2,689","$10,756","1"
"8","N","The Losers","Importadora","$9,637","-","9","-","$1,071","$9,637","1"
"9","5","The A-Team","Fox","$7,386","-54.5%","19","-9","$389","$171,293","4"
"10","6"," Diario de una ninfómana","n/a","$6,368","-44.9%","4","-","$1,592","$26,802","2"
"11","7","The Air I Breathe","n/a","$2,367","-66.8%","4","-1","$592","$13,450","2"
"12","8","Nanny McPhee and The Big Bang","UIP","$2,098","-36.8%","8","-4","$262","$154,912","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Toy Story 3","Disney","$493,660","-25.9%","72","-","$6,856","$1,448,702","2"
"2","N","Robin Hood","UIP","$83,041","-","29","-","$2,863","$83,041","1"
"3","3","Sex and the City 2","Importadora","$38,264","-25.2%","28","-","$1,367","$280,974","3"
"4","2","Prince of Persia: The Sands of Time","Disney","$37,209","-38.8%","25","-23","$1,488","$1,161,286","5"
"5","4","The A-Team","Fox","$16,244","-60.7%","28","-2","$580","$151,170","3"
"6","N"," Diario de una ninfómana","n/a","$11,565","-","4","-","$2,891","$11,565","1"
"7","N","The Air I Breathe","n/a","$7,135","-","5","-","$1,427","$7,135","1"
"8","5","Nanny McPhee and The Big Bang","UIP","$3,318","-61.2%","12","-7","$277","$145,152","4"
"9","6","A Nightmare on Elm Street (2010)","Importadora","$701","-81.7%","2","-9","$351","$421,687","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Toy Story 3","Disney","$666,427","-","72","-","$9,256","$666,427","1"
"2","1","Prince of Persia: The Sands of Time","Disney","$60,823","-57.7%","48","-","$1,267","$1,094,930","4"
"3","2","Sex and the City 2","Importadora","$51,118","-48.5%","28","-","$1,826","$208,265","2"
"4","3","The A-Team","Fox","$41,329","-9.6%","30","-","$1,378","$113,624","2"
"5","4","Nanny McPhee and The Big Bang","UIP","$8,543","-78.6%","19","-","$450","$138,713","3"
"6","6","A Nightmare on Elm Street (2010)","Importadora","$3,824","-79.1%","11","-10","$348","$417,624","5"
"7","7","My Best Friend's Girl","n/a","$2,507","-70.4%","6","-6","$418","$56,201","3"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Prince of Persia: The Sands of Time","Disney","$143,737","-41.1%","48","-","$2,995","$977,800","3"
"2","N","Sex and the City 2","Importadora","$99,295","-","28","-","$3,546","$99,295","1"
"3","N","The A-Team","Fox","$45,692","-","30","-","$1,523","$45,692","1"
"4","2","Nanny McPhee and The Big Bang","UIP","$39,964","-38.1%","19","-","$2,103","$120,668","2"
"5","3"," Garfield's Pet Force","n/a","$39,621","-36.1%","12","-2","$3,302","$411,671","4"
"6","4","A Nightmare on Elm Street (2010)","Importadora","$18,257","-63.0%","21","-","$869","$404,880","4"
"7","5","My Best Friend's Girl","n/a","$8,465","-66.1%","12","-","$705","$47,434","2"
"8","8","Clash of the Titans (2010)","Importadora","$6,296","-39.2%","40","-2","$157","$1,296,539","8"
"9","10","The Last Song","Disney","$4,108","-40.3%","11","-3","$373","$114,606","5"
"10","6","Iron Man 2","UIP","$3,814","-68.6%","21","+5","$182","$1,243,781","7"
"11","7","The Bounty Hunter","Sony","$3,541","-70.0%","26","+4","$136","$166,512","4"
"12","12","How to Train Your Dragon","UIP","$3,019","-29.8%","9","-4","$335","$1,187,919","12"
"13","9","Case 39","UIP","$2,627","-68.1%","14","+2","$188","$92,708","4"
"14","11"," Guerilla (Che: Part Two)","n/a","$1,567","-66.3%","9","-","$174","$8,556","2"
"15","14","Hors de prix (Priceless)","n/a","$128","-95.3%","1","-1","$128","$26,220","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Prince of Persia: The Sands of Time","Disney","$244,180","-27.4%","48","-","$5,087","$742,719","2"
"2","N","Nanny McPhee and The Big Bang","UIP","$64,525","-","19","-","$3,396","$64,525","1"
"3","3"," Garfield's Pet Force","n/a","$62,040","-14.6%","14","-","$4,431","$358,773","3"
"4","2","A Nightmare on Elm Street (2010)","Importadora","$49,393","-32.7%","21","-","$2,352","$361,169","3"
"5","N","My Best Friend's Girl","n/a","$24,963","-","12","-","$2,080","$24,963","1"
"6","5","Iron Man 2","UIP","$12,161","-23.3%","16","-6","$760","$1,236,037","6"
"7","4","The Bounty Hunter","Sony","$11,807","-59.7%","22","-4","$537","$157,092","3"
"8","7","Clash of the Titans (2010)","Importadora","$10,360","-6.3%","42","-","$247","$1,284,091","7"
"9","6","Case 39","UIP","$8,236","-34.5%","12","-4","$686","$86,622","3"
"10","8","The Last Song","Disney","$6,883","-15.1%","14","-","$492","$108,413","4"
"11","N"," Guerilla (Che: Part Two)","n/a","$4,648","-","9","-","$516","$4,648","1"
"12","9","How to Train Your Dragon","UIP","$4,301","-11.3%","13","-","$331","$1,184,030","11"
"13","12","Remember Me","n/a","$2,757","-6.2%","6","-2","$460","$68,947","4"
"14","16","Hors de prix (Priceless)","n/a","$2,699","+389.8%","2","+1","$1,350","$24,647","5"
"15","11"," The Rebound","Importadora","$2,096","-29.2%","12","-2","$175","$88,735","4"
"16","13","9","n/a","$939","-32.0%","2","-","$470","$99,817","7"
"17","10","Legion (2010)","Sony","$483","-90.0%","2","-15","$242","$191,445","5"
"18","15"," The Imaginarium of Doctor Parnassus","Sony","$457","-26.9%","4","-2","$114","$22,865","4"
"19","17","Alice in Wonderland (2010)","Disney","$299","-38.9%","7","-","$43","$2,323,343","14"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Prince of Persia: The Sands of Time","Disney","$336,481","-","48","-","$7,010","$336,481","1"
"2","1","A Nightmare on Elm Street (2010)","Importadora","$73,350","-36.4%","21","-","$3,493","$277,261","2"
"3","2"," Garfield's Pet Force","n/a","$72,671","-33.2%","14","-","$5,191","$246,866","2"
"4","4","The Bounty Hunter","Sony","$29,279","-50.6%","26","-","$1,126","$130,726","2"
"5","3","Iron Man 2","UIP","$15,852","-83.7%","22","-31","$721","$1,211,345","5"
"6","6","Case 39","UIP","$12,566","-54.9%","16","-","$785","$63,681","2"
"7","5","Clash of the Titans (2010)","Importadora","$11,053","-67.0%","42","-","$263","$1,268,380","6"
"8","7","The Last Song","Disney","$8,108","-65.5%","14","-","$579","$97,022","3"
"9","11","How to Train Your Dragon","UIP","$4,847","-42.7%","13","+5","$373","$1,174,468","10"
"10","9","Legion (2010)","Sony","$4,816","-70.2%","17","-8","$283","$188,720","4"
"11","8"," The Rebound","Importadora","$2,960","-81.8%","14","-","$211","$85,294","3"
"12","10","Remember Me","n/a","$2,940","-79.4%","8","-5","$368","$63,449","3"
"13","13","9","n/a","$1,381","-55.3%","2","-9","$691","$98,179","6"
"14","14","The Lovely Bones","UIP","$946","-64.6%","1","-15","$946","$52,629","4"
"15","12"," The Imaginarium of Doctor Parnassus","Sony","$625","-88.5%","6","-1","$104","$22,114","3"
"16","17","Hors de prix (Priceless)","n/a","$551","-65.8%","1","-","$551","$21,503","4"
"17","19","Alice in Wonderland (2010)","Disney","$489","-56.8%","7","-5","$70","$2,323,044","13"
"18","16","Amelia","Fox","$193","-89.1%","3","-3","$64","$9,505","3"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","A Nightmare on Elm Street (2010)","Importadora","$115,292","-","21","-","$5,490","$115,292","1"
"2","N"," Garfield's Pet Force","n/a","$108,708","-","14","-","$7,765","$108,708","1"
"3","1","Iron Man 2","UIP","$97,218","-37.8%","53","-","$1,834","$1,195,493","4"
"4","N","The Bounty Hunter","Sony","$59,236","-","26","-","$2,278","$59,236","1"
"5","2","Clash of the Titans (2010)","Importadora","$33,467","-66.7%","42","-1","$797","$1,238,819","5"
"6","N","Case 39","UIP","$27,859","-","16","-","$1,741","$27,859","1"
"7","4","The Last Song","Disney","$23,485","-38.0%","14","-","$1,678","$73,855","2"
"8","5"," The Rebound","Importadora","$16,253","-54.2%","14","-","$1,161","$70,598","2"
"9","3","Legion (2010)","Sony","$16,144","-63.8%","25","-","$646","$172,088","3"
"10","6","Remember Me","n/a","$14,295","-37.8%","13","-","$1,100","$50,541","2"
"11","9","How to Train Your Dragon","UIP","$8,461","-17.9%","8","-","$1,058","$1,169,621","9"
"12","10"," The Imaginarium of Doctor Parnassus","Sony","$5,415","-29.3%","7","-","$774","$17,057","2"
"13","7","9","n/a","$3,086","-75.2%","11","-","$281","$95,748","5"
"14","8","The Lovely Bones","UIP","$2,671","-77.5%","16","-","$167","$51,683","3"
"15","11","The Blind Side","Importadora","$2,008","-65.8%","8","-","$251","$140,998","11"
"16","14","Amelia","Fox","$1,764","-57.1%","6","-","$294","$9,312","2"
"17","12","Hors de prix (Priceless)","n/a","$1,609","-70.9%","1","-3","$1,609","$19,559","3"
"18","15","The Soloist","UIP","$1,593","-60.4%","6","-","$266","$7,658","2"
"19","16","Alice in Wonderland (2010)","Disney","$1,132","-5.7%","12","-2","$94","$2,322,000","12"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Iron Man 2","UIP","$156,306","-28.3%","53","+8","$2,949","$994,448","3"
"2","2","Clash of the Titans (2010)","Importadora","$100,527","-22.0%","43","-","$2,338","$1,171,893","4"
"3","3","Legion (2010)","Sony","$44,647","-24.4%","25","-","$1,786","$136,486","2"
"4","N","The Last Song","Disney","$37,853","-","14","-","$2,704","$37,853","1"
"5","N"," The Rebound","Importadora","$35,458","-","14","-","$2,533","$35,458","1"
"6","N","Remember Me","n/a","$22,966","-","13","-","$1,767","$22,966","1"
"7","6","9","n/a","$12,439","-0.7%","11","-","$1,131","$89,202","4"
"8","4","The Lovely Bones","UIP","$11,843","-36.6%","16","-","$740","$41,408","2"
"9","5","How to Train Your Dragon","UIP","$10,303","-33.9%","8","-22","$1,288","$1,153,867","8"
"10","N"," The Imaginarium of Doctor Parnassus","Sony","$7,661","-","7","-","$1,094","$7,661","1"
"11","8","The Blind Side","Importadora","$5,872","-19.0%","8","-","$734","$136,489","10"
"12","10","Hors de prix (Priceless)","n/a","$5,534","-10.9%","4","-","$1,384","$15,547","2"
"13","7","The Hurt Locker","n/a","$5,230","-31.4%","4","-","$1,308","$60,008","7"
"14","N","Amelia","Fox","$4,107","-","6","-","$685","$4,107","1"
"15","N","The Soloist","UIP","$4,019","-","6","-","$670","$4,019","1"
"16","15","Alice in Wonderland (2010)","Disney","$1,200","-12.7%","14","-","$86","$2,320,868","11"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Iron Man 2","UIP","$217,983","-45.7%","45","-","$4,844","$756,086","2"
"2","2","Clash of the Titans (2010)","Importadora","$128,821","-46.1%","43","-","$2,996","$1,017,857","3"
"3","N","Legion (2010)","Sony","$59,077","-","25","-","$2,363","$59,077","1"
"4","N","The Lovely Bones","UIP","$18,676","-","16","-","$1,167","$18,676","1"
"5","3","How to Train Your Dragon","UIP","$15,595","-24.7%","30","+5","$520","$1,110,130","7"
"6","4","9","n/a","$12,532","-26.6%","11","-","$1,139","$74,645","3"
"7","13","The Hurt Locker","n/a","$7,622","+518.2%","4","+1","$1,906","$49,968","6"
"8","-","The Blind Side","Importadora","$7,245","-","8","-","$906","$126,754","9"
"9","8","When in Rome","Disney","$6,888","-23.0%","14","-","$492","$98,880","4"
"10","N","Hors de prix (Priceless)","n/a","$6,210","-","4","-","$1,553","$6,210","1"
"11","7","Shutter Island","UIP","$4,544","-54.9%","14","-1","$325","$139,720","4"
"12","5","Date Night","Fox","$4,097","-67.6%","10","-2","$410","$211,332","5"
"13","6","Dear John","Sony","$3,553","-69.3%","14","-11","$254","$121,068","4"
"14","N","The Reader","n/a","$3,013","-","3","-","$1,004","$3,013","1"
"15","10","Alice in Wonderland (2010)","Disney","$1,375","-65.4%","14","-","$98","$2,319,668","10"
"16","14","Old Dogs","Disney","$922","-","2","-","$461","$637,344","13"
"17","11","Everybody's Fine","Disney","$638","-64.7%","8","-1","$80","$94,573","15"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Iron Man 2","UIP","$401,325","-","45","-","$8,918","$401,325","1"
"2","1","Clash of the Titans (2010)","Importadora","$239,060","-39.8%","43","-","$5,560","$803,328","2"
"3","5","How to Train Your Dragon","UIP","$20,722","-13.7%","25","-","$829","$1,092,583","6"
"4","4","9","n/a","$17,079","-41.1%","11","-","$1,553","$52,621","2"
"5","7","Date Night","Fox","$12,652","-34.1%","12","-13","$1,054","$201,506","4"
"6","3","Dear John","Sony","$11,588","-61.1%","25","-","$464","$110,644","3"
"7","2","Shutter Island","UIP","$10,078","-69.1%","15","-","$672","$126,079","3"
"8","6","When in Rome","Disney","$8,947","-58.9%","14","-","$639","$86,717","3"
"9","8","The Wolfman","UIP","$4,679","-63.0%","12","-2","$390","$323,146","5"
"10","9","Alice in Wonderland (2010)","Disney","$3,970","-55.7%","14","-5","$284","$2,317,618","9"
"11","10","Everybody's Fine","Disney","$1,806","-68.3%","9","-","$201","$93,934","14"
"12","11","It's Complicated","UIP","$1,378","-75.7%","12","-3","$115","$74,577","4"
"13","15","The Hurt Locker","n/a","$1,233","-","3","-","$411","$42,346","5"
"14","16","Old Dogs","Disney","$922","+2.6%","2","-","$461","$636,422","12"
"15","13","[Rec] 2","n/a","$840","-48.9%","4","-","$210","$84,022","5"
"16","18","An Education","Sony","$414","-30.9%","3","-2","$138","$11,262","4"
"17","19","Percy Jackson & The Olympians: The Lightning Thief","Fox","$118","-79.4%","2","-4","$59","$570,938","12"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Clash of the Titans (2010)","Importadora","$397,301","-","43","-","$9,240","$397,301","1"
"2","2","Shutter Island","UIP","$32,654","-28.8%","15","-1","$2,177","$102,670","2"
"3","5","Dear John","Sony","$29,792","-17.6%","25","+2","$1,192","$82,684","2"
"4","N","9","n/a","$28,993","-","11","-","$2,636","$28,993","1"
"5","1","How to Train Your Dragon","UIP","$24,015","-80.2%","25","+10","$961","$1,062,236","5"
"6","7","When in Rome","Disney","$21,747","-27.7%","14","-","$1,553","$67,586","2"
"7","4","Date Night","Fox","$19,184","-55.2%","25","-","$767","$181,558","3"
"8","6","The Wolfman","UIP","$12,654","-62.4%","14","-16","$904","$314,541","4"
"9","3","Alice in Wonderland (2010)","Disney","$8,970","-79.7%","19","-23","$472","$2,312,386","8"
"10","10","Everybody's Fine","Disney","$5,695","-16.6%","9","+1","$633","$89,547","13"
"11","8","It's Complicated","UIP","$5,660","-69.2%","15","-","$377","$70,713","3"
"12","-","Edge of Darkness","Importadora","$1,723","-","3","-","$574","$109,947","5"
"13","9","[Rec] 2","n/a","$1,645","-77.6%","4","-","$411","$82,963","4"
"14","12","Did You Hear About the Morgans?","Sony","$1,262","-68.6%","3","-10","$421","$122,036","5"
"15","11","The Hurt Locker","n/a","$1,233","-72.3%","3","-1","$411","$41,113","4"
"16","15","Old Dogs","Disney","$899","-2.5%","2","-3","$450","$635,500","11"
"17","-","Invictus","Importadora","$840","-","3","-","$280","$45,704","10"
"18","13","An Education","Sony","$599","-53.4%","5","-1","$120","$10,705","3"
"19","14","Percy Jackson & The Olympians: The Lightning Thief","Fox","$573","-46.9%","6","-6","$96","$570,820","11"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","How to Train Your Dragon","UIP","$121,317","-18.1%","15","-31","$8,088","$1,009,547","4"
"2","N","Shutter Island","UIP","$45,858","-","16","-","$2,866","$45,858","1"
"3","4","Alice in Wonderland (2010)","Disney","$44,082","-21.1%","42","+13","$1,050","$2,290,953","7"
"4","2","Date Night","Fox","$42,777","-33.3%","25","-","$1,711","$141,699","2"
"5","N","Dear John","Sony","$36,174","-","23","-","$1,573","$36,174","1"
"6","3","The Wolfman","UIP","$33,673","-46.1%","30","-","$1,122","$281,536","3"
"7","N","When in Rome","Disney","$30,077","-","14","-","$2,148","$30,077","1"
"8","5","It's Complicated","UIP","$18,395","-21.5%","15","-","$1,226","$56,188","2"
"9","6","[Rec] 2","n/a","$7,356","-49.8%","4","-3","$1,839","$78,523","3"
"10","-","Everybody's Fine","Disney","$6,832","-","8","-","$854","$81,241","12"
"11","7","The Hurt Locker","n/a","$4,447","-43.1%","4","-","$1,112","$38,862","3"
"12","9","Did You Hear About the Morgans?","Sony","$4,015","-42.1%","13","-5","$309","$119,037","4"
"13","10","An Education","Sony","$1,285","-77.4%","6","-","$214","$9,332","2"
"14","17","Percy Jackson & The Olympians: The Lightning Thief","Fox","$1,078","+27.7%","12","+7","$90","$570,247","10"
"15","15","Old Dogs","Disney","$922","-10.3%","5","-9","$184","$634,561","10"
"16","18","Tooth Fairy","Fox","$485","-18.5%","8","-","$61","$709,676","12"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","How to Train Your Dragon","UIP","$148,208","-37.0%","46","+1","$3,222","$835,062","3"
"2","N","Date Night","Fox","$64,161","-","25","-","$2,566","$64,161","1"
"3","3","The Wolfman","UIP","$62,499","-33.7%","30","-","$2,083","$216,112","2"
"4","2","Alice in Wonderland (2010)","Disney","$55,852","-50.1%","29","-24","$1,926","$2,228,050","6"
"5","N","It's Complicated","UIP","$23,430","-","15","-","$1,562","$23,430","1"
"6","5","[Rec] 2","n/a","$14,663","-46.2%","7","-","$2,095","$61,851","2"
"7","8","The Hurt Locker","n/a","$7,820","-49.0%","4","-","$1,955","$30,415","2"
"8","-","Big Stan","Importadora","$7,750","-","9","-","$861","$57,348","14"
"9","4","Did You Hear About the Morgans?","Sony","$6,928","-75.9%","18","-3","$385","$112,378","3"
"10","N","An Education","Sony","$5,686","-","6","-","$948","$5,686","1"
"11","6","Edge of Darkness","Importadora","$5,678","-75.9%","14","-","$406","$100,904","3"
"12","9","Invictus","Importadora","$5,103","-48.2%","6","-","$851","$41,008","8"
"13","7","The Book of Eli","Sony","$4,710","-73.1%","19","-","$248","$181,820","4"
"14","10","The Blind Side","Importadora","$1,352","-81.1%","7","-6","$193","$118,378","5"
"15","14","Old Dogs","Disney","$1,028","-25.7%","14","-","$73","$633,399","9"
"16","11","Over Her Dead Body","Importadora","$977","-71.5%","3","-1","$326","$78,873","15"
"17","15","Percy Jackson & The Olympians: The Lightning Thief","Fox","$844","-31.9%","5","-5","$169","$569,073","9"
"18","17","Tooth Fairy","Fox","$595","-29.3%","8","-2","$74","$709,190","11"
"19","12","Armored","Sony","$30","-99.0%","1","-11","$30","$94,575","5"
"20","16","Nine","Sony","$26","-97.6%","2","-4","$13","$53,150","11"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","How to Train Your Dragon","UIP","$235,413","+4.6%","45","-","$5,231","$629,437","2"
"2","2","Alice in Wonderland (2010)","Disney","$111,966","-23.6%","53","-","$2,113","$2,146,798","5"
"3","N","The Wolfman","UIP","$94,264","-","30","-","$3,142","$94,264","1"
"4","3","Did You Hear About the Morgans?","Sony","$28,733","-26.0%","21","-","$1,368","$92,743","2"
"5","N","[Rec] 2","n/a","$27,261","-","7","-","$3,894","$27,261","1"
"6","5","Edge of Darkness","Importadora","$23,602","-33.2%","14","-","$1,686","$82,048","2"
"7","4","The Book of Eli","Sony","$17,511","-54.6%","19","-4","$922","$169,736","3"
"8","N","The Hurt Locker","n/a","$15,328","-","4","-","$3,832","$15,328","1"
"9","-","Invictus","Importadora","$9,841","-","6","-","$1,640","$32,259","7"
"10","6","The Blind Side","Importadora","$7,147","-28.0%","13","-","$550","$114,415","4"
"11","-","Over Her Dead Body","Importadora","$3,429","-","4","-","$857","$76,868","14"
"12","7","Armored","Sony","$3,123","-49.7%","12","-7","$260","$93,586","4"
"14","9","Old Dogs","Disney","$1,383","-56.7%","14","-2","$99","$632,311","8"
"15","12","Percy Jackson & The Olympians: The Lightning Thief","Fox","$1,240","-42.6%","10","-2","$124","$567,555","8"
"16","8","Nine","Sony","$1,097","-76.8%","6","-","$183","$52,625","10"
"17","17","Tooth Fairy","Fox","$841","+60.5%","10","+3","$84","$708,424","10"
"18","14","Poemas De Salvacion","n/a","$236","-79.8%","1","-2","$236","$123,314","7"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","How to Train Your Dragon","UIP","$225,034","-","45","-","$5,001","$225,034","1"
"2","1","Alice in Wonderland (2010)","Disney","$146,545","-51.7%","53","-","$2,765","$1,944,138","4"
"3","N","Did You Hear About the Morgans?","Sony","$38,838","-","21","-","$1,849","$38,838","1"
"4","2","The Book of Eli","Sony","$38,589","-31.9%","23","-","$1,678","$130,412","2"
"5","N","Edge of Darkness","Importadora","$35,343","-","14","-","$2,525","$35,343","1"
"6","3","The Blind Side","Importadora","$9,925","-59.9%","13","-","$763","$101,447","3"
"7","4","Armored","Sony","$6,206","-67.9%","19","-","$327","$87,670","3"
"8","6","Nine","Sony","$4,723","-48.1%","6","-","$787","$49,414","9"
"9","5","Old Dogs","Disney","$3,195","-68.1%","16","-9","$200","$629,995","7"
"11","12","El secreto de sus ojos","n/a","$2,465","-18.7%","3","-","$822","$34,900","6"
"12","7","Percy Jackson & The Olympians: The Lightning Thief","Fox","$2,160","-74.6%","12","-1","$180","$566,060","7"
"13","14","Funny People","UIP","$1,729","-34.1%","12","-3","$144","$66,640","4"
"14","10","Poemas De Salvacion","n/a","$1,169","-65.4%","3","-","$390","$122,368","6"
"15","16","Ninja Assassin","Importadora","$927","-51.4%","9","-","$103","$34,960","4"
"16","15"," Un Novio para mi mujer","Importadora","$917","-63.3%","6","-","$153","$57,559","21"
"17","13","Tooth Fairy","Fox","$524","-81.7%","7","+4","$75","$706,963","9"
"18","11","Step Father (2009)","Sony","$98","-97.0%","2","-10","$49","$93,796","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Alice in Wonderland (2010)","Disney","$303,338","-23.9%","53","-","$5,723","$1,674,082","3"
