" Movie Title"," Distributor"," Gross"," Release"
"Carlston za Ognjenku","Mirius","$634,620","1/31"
"Citulja za Eskobara (Orbituary for Escobar)","Cinears","$588,186","3/13"
"Sex and the City","Tuck","$446,878","6/12"
"Indiana Jones and the Kingdom of the Crystal
Skull","Taramount","$229,807","5/29"
"Madagascar: Escape 2 Africa","Taramount","$214,338","12/11"
"Vicky Cristina Barcelona","n/a","$193,112","11/20"
"Quantum of Solace","Tuck","$190,398","11/6"
"The Dark Knight","Tuck","$171,844","7/24"
"Astérix aux jeux olympiques","Pro Vision","$157,144","3/6"
"Mamma Mia!","Taramount","$124,317","9/4"
"Ljubav i drugi zlocini","n/a","$116,998","9/19"
"Kung Fu Panda","Taramount","$100,793","7/3"
"Turneja (The Tour)","Mirius","$95,510","10/9"
"What Happens in Vegas","Tuck","$93,068","5/15"
"10,000 B.C.","Tuck","$91,356","3/20"
"Hancock","Tuck","$88,370","7/2"
"Dr. Seuss' Horton Hears a Who!","Tuck","$75,607","3/20"
"The X-Files: I Want to Believe","Tuck","$74,857","8/7"
"I Am Legend","Tuck","$67,556","1/10"
"Jumper","Tuck","$66,946","2/14"
"The Day the Earth Stood Still (2008)","Tuck","$65,881","12/11"
"Four Christmases","Tuck","$63,918","12/18"
"Fool's Gold","Tuck","$63,755","4/10"
"Wanted","Taramount","$62,736","7/10"
"National Treasure: Book of Secrets","Taramount","$61,876","1/17"
"The House Bunny","Tuck","$57,173","10/23"
"The Mummy: Tomb of the Dragon Emperor","Taramount","$54,247","8/21"
"American Gangster","Taramount","$52,103","1/3"
"Body of Lies","Tuck","$51,782","11/20"
"Alvin and the Chipmunks","Tuck","$50,513","1/10"
"Max Payne","Tuck","$49,499","10/16"
"The Bucket List","Tuck","$49,414","4/3"
"Made of Honor","Tuck","$48,610","8/14"
"Wall-E","Taramount","$47,363","8/28"
"Sweeney Todd: The Demon Barber of Fleet
Street","Tuck","$46,303","3/6"
"Mirrors","Tuck","$45,514","10/2"
"Meet Dave","Tuck","$45,144","7/17"
"Love in the Time of Cholera","Mirius","$45,100","3/6"
"The Chronicles of Narnia: Prince Caspian","Taramount","$45,078","6/26"
