" Movie Title","Distributor","Gross","Release"
"Harry Potter and the Deathly Hallows (Part Two)","Continental","$1,687,087","7/14"
"The Smurfs","Sony","$974,490","8/4"
"Obèanský prùkaz","Continental","$785,376","2/10"
"The Twilight Saga: Breaking Dawn Part 1","Tatrafilm","$760,674","11/17"
"Pirates of the Caribbean: On Stranger Tides (3D)","Saturn","$749,402","5/19"
"Transformers 3","Tatrafilm","$673,465","6/30"
"The Hangover Part II","Continental","$661,738","5/26"
"Love (Money)","Continental","$637,750","10/13"
"Muži v nadìji","Continental","$625,818","8/25"
"Kung Fu Panda 2","Tatrafilm","$606,019","6/2"
"Cars 2","Saturn","$573,275","8/18"
"Rio","Tatrafilm","$538,213","4/14"
"Puss in Boots","Tatrafilm","$492,099","12/1"
"Yogi Bear","Continental","$491,713","3/17"
"Sammy's Adventures: The Secret Passage","SPI Int'l","$302,050","2/3"
"Sherlock Holmes: A Game of Shadows","Continental","$281,131","12/29"
"Final Destination 5","Continental","$264,897","9/1"
"Fast Five","Tatrafilm","$255,724","5/5"
"Just Go With It","Sony","$233,888","4/7"
"Immortals","n/a","$233,744","11/24"
"Rango","Tatrafilm","$212,772","3/10"
"Friends with Benefits","Sony","$210,208","9/29"
"Thor","Tatrafilm","$193,658","4/28"
"New Year's Eve","Continental","$189,660","12/8"
"The Adventures of Tintin","Sony","$181,682","11/3"
"Tron Legacy","Saturn","$176,596","1/6"
"The Three Musketeers (2011)","n/a","$172,481","10/20"
"Horrible Bosses","Continental","$159,373","7/28"
"Bad Teacher","Sony","$155,959","8/11"
"Alvin and the Chipmunks: Chipwrecked","Tatrafilm","$150,684","12/22"
"Gulliver's Travels","Tatrafilm","$146,797","1/20"
"Limitless","n/a","$144,128","3/24"
"The King's Speech","Tatrafilm","$140,570","3/10"
"Black Swan","Tatrafilm","$131,909","2/10"
"Johnny English Reborn","Tatrafilm","$128,859","10/13"
"Crazy, Stupid, Love.","Continental","$127,405","9/15"
"The Rite","Continental","$123,765","3/3"
"Season of the Witch","Continental","$120,550","2/3"
"Perfect Days - I ženy mají své dny","n/a","$119,172","11/3"
"Gnomeo and Juliet","n/a","$113,844","2/10"
"Arthur Christmas","Sony","$111,621","11/24"
"Mission: Impossible - Ghost Protocol","Tatrafilm","$111,526","12/15"
"Saxána a Lexikon kouzel (Little Witch on a Broomstick)","SPI Int'l","$108,991","9/15"
"The Switch","n/a","$105,211","1/13"
"In Time","Tatrafilm","$104,611","11/3"
"Rise of the Planet of the Apes","Tatrafilm","$94,943","8/11"
"Captain America: The First Avenger","Tatrafilm","$94,550","8/4"
"X-Men: First Class","Tatrafilm","$94,354","6/2"
"Lidice","n/a","$85,672","8/4"
"Battle: Los Angeles","Sony","$80,252","3/10"
"Drive Angry","Continental","$78,037","2/24"
"Priest","Sony","$64,002","5/12"
"How Do You Know","Sony","$63,285","2/24"
"Something Borrowed","n/a","$63,015","6/30"
"The Green Hornet","Sony","$61,669","1/27"
"Hall Pass","Continental","$60,183","4/14"
"Spy Kids: All the Time in the World","n/a","$59,028","11/10"
"Mr. Popper's Penguins","Tatrafilm","$58,824","6/23"
"The Way Back","n/a","$58,594","6/9"
"Source Code","Continental","$56,296","4/7"
"Paranormal Activity 3","Tatrafilm","$55,748","10/20"
"Hop","Tatrafilm","$53,998","3/31"
"Conan the Barbarian (2011)","Continental","$52,608","8/18"
"Cowboys & Aliens","Tatrafilm","$50,367","8/25"
"Burlesque","Sony","$50,190","2/17"
"Drive (2011)","n/a","$47,646","9/22"
"No Strings Attached","Tatrafilm","$47,093","3/31"
"The Rum Diary","n/a","$45,905","12/15"
"V perine (The Magical Duvet)","Continental","$42,242","6/16"
"Paul","Tatrafilm","$40,166","6/9"
"Contagion","Continental","$38,844","10/20"
"Czech-Made Man","n/a","$37,176","7/14"
"Zookeeper","Sony","$33,236","9/1"
"Killer Elite","Tatrafilm","$32,940","10/6"
"Unknown","Continental","$32,493","4/21"
"London Boulevard","SPI Int'l","$30,105","6/16"
"Winnie the Pooh","Saturn","$24,066","5/12"
"Love and Other Drugs","Tatrafilm","$23,121","4/21"
"The Adjustment Bureau","Tatrafilm","$22,915","3/3"
"Sanctum (3D)","Tatrafilm","$22,642","3/24"
"Super 8","Tatrafilm","$21,590","9/8"
"Real Steel","Saturn","$20,057","11/17"
"One Day","n/a","$19,954","10/13"
"Scream 4","SPI Int'l","$18,999","7/28"
"Habermann","Tatrafilm","$16,761","1/27"
"Don't Be Afraid of the Dark","Saturn","$16,564","10/27"
"Water for Elephants","Tatrafilm","$15,887","5/12"
"Green Lantern","Continental","$15,617","8/11"
"Marhul'ovy ostrov (Apricot Island)","SPI Int'l","$15,211","4/14"
"Tower Heist","Tatrafilm","$15,188","11/10"
"Sucker Punch","Continental","$14,247","3/31"
"Bridesmaids","Tatrafilm","$13,919","7/7"
"Larry Crowne","n/a","$12,893","11/17"
"I Don't Know How She Does It","n/a","$12,240","11/10"
"The Darkest Hour","Tatrafilm","$12,161","12/29"
"I Am Number Four","Saturn","$12,109","4/7"
"The Thing (2011)","Tatrafilm","$10,837","12/8"
"Zelezna Diera","Continental","$10,529","11/24"
"Colombiana","Continental","$5,783","9/29"
"Dom","Continental","$4,409","9/29"
