" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"8","8","A Nightmare on Elm Street (2010)","WB","$569","-88.4%","1","-3","$569","$326,606","6"
"9","7","Clash of the Titans (2010)","WB","$422","-91.7%","2","-2","$211","$3,164,699","12"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","The Karate Kid","Sony","$936,046","-","50","-","$18,721","$936,046","1"
"2","1","Prince of Persia: The Sands of Time","Disney","$220,941","-67.2%","80","-","$2,762","$3,671,895","3"
"3","2","Sex and the City 2","WB","$122,137","-65.8%","50","-","$2,443","$788,879","2"
"4","3","Shrek Forever After","UIP","$47,424","-73.5%","21","-32","$2,258","$1,590,465","4"
"5","4","Robin Hood","UIP","$23,426","+18.7%","15","+1","$1,562","$1,786,464","5"
"6","7","Iron Man 2","UIP","$11,015","-6.7%","5","-5","$2,203","$4,385,729","7"
"7","5","Clash of the Titans (2010)","WB","$5,096","-71.4%","4","-5","$1,274","$3,161,668","11"
"8","8","A Nightmare on Elm Street (2010)","WB","$4,889","-46.0%","4","-3","$1,222","$323,143","5"
"9","9","How to Train Your Dragon","UIP","$1,960","-45.4%","1","-","$1,960","$1,524,640","12"
"10","10","Alice in Wonderland (2010)","Disney","$1,830","-2.7%","1","-1","$1,830","$2,047,959","15"
"11","6","The Losers","WB","$442","-97.3%","3","-6","$147","$133,856","3"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Prince of Persia: The Sands of Time","Disney","$672,725","-51.6%","80","-","$8,409","$3,093,092","2"
"2","N","Sex and the City 2","WB","$356,587","-","50","-","$7,132","$488,296","1"
"3","2","Shrek Forever After","UIP","$178,957","-58.8%","53","-10","$3,377","$1,465,251","3"
"4","3","Robin Hood","UIP","$19,729","-79.8%","14","-29","$1,409","$1,747,498","4"
"5","7","Clash of the Titans (2010)","WB","$17,795","+56.5%","9","+1","$1,977","$3,145,259","10"
"6","4","The Losers","WB","$16,419","-75.1%","9","-16","$1,824","$126,961","2"
"7","5","Iron Man 2","UIP","$11,806","-73.1%","10","-12","$1,181","$4,367,680","6"
"8","6","A Nightmare on Elm Street (2010)","WB","$9,061","-51.8%","7","-18","$1,294","$310,196","4"
"9","10","How to Train Your Dragon","UIP","$3,589","+275.0%","1","-","$3,589","$1,520,076","11"
"10","8","Alice in Wonderland (2010)","Disney","$1,880","-31.4%","2","-","$940","$2,043,687","14"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Prince of Persia: The Sands of Time","Disney","$1,390,503","-","80","-","$17,381","$1,838,751","1"
"2","1","Shrek Forever After","UIP","$434,265","-15.7%","63","-","$6,893","$1,183,932","2"
"3","2","Robin Hood","UIP","$97,579","-64.5%","43","-7","$2,269","$1,739,814","3"
"4","N","The Losers","WB","$65,954","-","25","-","$2,638","$86,980","1"
"5","3","Iron Man 2","UIP","$43,812","-54.3%","22","-22","$1,991","$4,440,244","5"
"6","4","A Nightmare on Elm Street (2010)","WB","$18,793","-68.3%","25","-","$752","$297,994","3"
"7","6","Clash of the Titans (2010)","WB","$11,368","+24.3%","8","+2","$1,421","$3,192,607","9"
"8","9","Alice in Wonderland (2010)","Disney","$2,741","+333.0%","2","+1","$1,371","$2,089,806","13"
"9","5","The Bounty Hunter","Sony","$2,305","-83.3%","2","-6","$1,153","$215,247","4"
"10","8","How to Train Your Dragon","UIP","$957","-57.6%","1","-2","$957","$1,553,379","10"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Shrek Forever After","UIP","$514,878","-","63","-","$8,173","$514,878","1"
"2","1","Robin Hood","UIP","$274,616","-54.7%","50","-","$5,492","$1,545,168","2"
"3","2","Iron Man 2","UIP","$95,858","-66.4%","44","-45","$2,179","$4,354,524","4"
"4","3","A Nightmare on Elm Street (2010)","WB","$59,337","-28.0%","25","-2","$2,373","$254,325","2"
"5","4","The Bounty Hunter","Sony","$13,793","-60.8%","8","-6","$1,724","$210,910","3"
"6","7","Clash of the Titans (2010)","WB","$9,143","+489.1%","6","+2","$1,524","$3,173,626","8"
"7","6","Date Night","Fox","$2,566","-44.0%","3","-2","$855","$364,047","5"
"8","5","How to Train Your Dragon","UIP","$2,257","-65.9%","3","-","$752","$1,551,448","9"
"9","10","Alice in Wonderland (2010)","Disney","$633","+43.9%","1","-","$633","$2,086,101","12"
"10","8","The Book of Eli","Sony","$136","-90.8%","1","-","$136","$568,716","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Robin Hood","UIP","$606,294","-","50","-","$12,126","$1,029,225","1"
"2","1","Iron Man 2","UIP","$285,039","-67.4%","89","-10","$3,203","$4,132,776","3"
"3","5","A Nightmare on Elm Street (2010)","WB","$82,451","+445.0%","27","+2","$3,054","$149,535","1"
"4","2","The Bounty Hunter","Sony","$35,210","-72.4%","14","-6","$2,515","$193,204","2"
"5","3","How to Train Your Dragon","UIP","$6,612","-75.5%","3","-7","$2,204","$1,543,637","8"
"6","4","Date Night","Fox","$4,580","-73.7%","5","-5","$916","$359,749","4"
"7","9","Clash of the Titans (2010)","WB","$1,552","-54.0%","4","+1","$388","$3,163,792","7"
"8","7","The Book of Eli","Sony","$1,480","-69.7%","1","-5","$1,480","$568,126","5"
"9","6","The Princess and the Frog","Disney","$868","-87.5%","2","-2","$434","$338,069","19"
"10","10","Alice in Wonderland (2010)","Disney","$440","-85.3%","1","-1","$440","$2,085,029","11"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Iron Man 2","UIP","$874,145","-46.5%","99","-","$8,830","$3,408,277","2"
"2","N","The Bounty Hunter","Sony","$127,481","-","20","-","$6,374","$136,272","1"
"3","8","How to Train Your Dragon","UIP","$27,000","+461.2%","10","+6","$2,700","$1,524,323","7"
"4","2","Date Night","Fox","$17,407","-60.8%","10","-7","$1,741","$348,864","3"
"5","-","A Nightmare on Elm Street (2010)","WB","$15,128","-","25","-","$605","$15,128","-"
"6","-","The Princess and the Frog","Disney","$6,952","-","4","-","$1,738","$335,243","18"
"7","3","The Book of Eli","Sony","$4,881","-81.5%","6","-2","$814","$565,997","4"
"8","4","Cop Out","WB","$3,663","-78.5%","5","-7","$733","$214,604","3"
"9","7","Clash of the Titans (2010)","WB","$3,373","-63.5%","3","-7","$1,124","$3,160,441","6"
"10","6","Alice in Wonderland (2010)","Disney","$2,986","-73.7%","2","-3","$1,493","$2,083,818","10"
"11","10","Green Zone","UIP","$472","-80.4%","1","-1","$472","$905,152","9"
"12","13","Percy Jackson & The Olympians: The Lightning Thief","Fox","$367","-41.8%","1","-","$367","$1,554,109","13"
"13","11","The Wolfman","UIP","$42","-96.3%","1","-","$42","$1,101,085","12"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Iron Man 2","UIP","$1,632,582","-","99","-","$16,491","$1,632,582","1"
"2","1","Date Night","Fox","$44,352","-74.1%","17","-8","$2,609","$313,870","2"
"3","2","The Book of Eli","Sony","$26,406","-81.1%","8","-12","$3,301","$558,387","3"
"4","4","Cop Out","WB","$17,055","-82.7%","12","-14","$1,421","$204,393","2"
"5","6","Shutter Island","UIP","$11,809","-58.9%","7","+1","$1,687","$654,882","9"
"6","10","Alice in Wonderland (2010)","Disney","$11,371","-39.8%","5","-3","$2,274","$2,073,632","9"
"7","3","Clash of the Titans (2010)","WB","$9,246","-92.1%","10","-52","$925","$3,149,214","5"
"8","8","How to Train Your Dragon","UIP","$4,811","-76.7%","4","-5","$1,203","$1,486,824","6"
"9","-","Case 39","UIP","$3,046","-","2","-","$1,523","$119,057","14"
"10","9","Green Zone","UIP","$2,413","-87.7%","2","-7","$1,207","$903,472","8"
"11","11","The Wolfman","UIP","$1,136","-81.1%","1","-","$1,136","$1,100,286","11"
"12","7","When in Rome","Disney","$1,024","-95.5%","3","-11","$341","$309,847","4"
"13","13","Percy Jackson & The Olympians: The Lightning Thief","Fox","$631","-86.0%","1","-3","$631","$1,553,415","12"
"14","15","Avatar","Fox","$447","-4.3%","1","-","$447","$6,085,529","20"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","6","Date Night","Fox","$170,955","+968.6%","25","-","$6,838","$186,953","1"
"2","1","The Book of Eli","Sony","$139,394","-53.2%","20","-","$6,970","$511,954","2"
"3","2","Clash of the Titans (2010)","WB","$117,251","-54.1%","62","-21","$1,891","$3,062,278","4"
"4","8","Cop Out","WB","$98,690","+928.1%","26","+6","$3,796","$137,101","1"
"5","N","Toy Story 1 & 2 (3D)","Disney","$65,049","-","18","-","$3,614","$65,049","1"
"6","11","Shutter Island","UIP","$28,701","+624.2%","6","+5","$4,784","$624,752","8"
"7","4","When in Rome","Disney","$22,533","-62.8%","14","-11","$1,610","$297,651","3"
"8","3","How to Train Your Dragon","UIP","$20,647","-68.7%","9","-20","$2,294","$1,467,532","5"
"9","5","Green Zone","UIP","$19,532","-41.6%","9","-15","$2,170","$887,205","7"
"10","9","Alice in Wonderland (2010)","Disney","$18,896","+236.8%","8","+6","$2,362","$2,039,745","8"
"11","12","The Wolfman","UIP","$6,008","+266.1%","1","-1","$6,008","$1,090,434","10"
"12","-","Old Dogs","Disney","$5,806","-","3","-","$1,935","$437,868","21"
"13","10","Percy Jackson & The Olympians: The Lightning Thief","Fox","$4,511","-14.7%","4","+2","$1,128","$1,541,717","11"
"14","7","The Lovely Bones","UIP","$836","-92.8%","4","-9","$209","$65,710","3"
"15","13","Avatar","Fox","$467","-25.2%","1","-","$467","$6,052,917","19"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","The Book of Eli","Sony","$298,017","-","20","-","$14,901","$323,909","1"
"2","1","Clash of the Titans (2010)","WB","$255,556","-53.5%","83","-33","$3,079","$2,839,771","3"
"3","2","How to Train Your Dragon","UIP","$66,030","-49.5%","29","-9","$2,277","$1,426,544","4"
"4","3","When in Rome","Disney","$60,576","-48.1%","25","-6","$2,423","$252,688","2"
"5","6","Green Zone","UIP","$33,427","+540.9%","24","+23","$1,393","$853,104","6"
"6","-","Date Night","Fox","$15,998","-","25","-","$640","$15,998","-"
"7","4","The Lovely Bones","UIP","$11,658","-65.1%","13","-2","$897","$61,339","2"
"8","-","Cop Out","WB","$9,599","-","20","-","$480","$9,599","-"
"9","5","Alice in Wonderland (2010)","Disney","$5,611","-59.6%","2","-6","$2,806","$2,015,433","7"
"10","7","Percy Jackson & The Olympians: The Lightning Thief","Fox","$5,286","+6.0%","2","-","$2,643","$1,533,009","10"
"11","10","Shutter Island","UIP","$3,963","+239.6%","1","-","$3,963","$585,390","7"
"12","8","The Wolfman","UIP","$1,641","-29.4%","2","+1","$821","$1,083,448","9"
"13","11","Avatar","Fox","$624","+172.5%","1","-","$624","$6,052,399","18"
"14","12","Up in the Air","UIP","$546","+825.4%","3","+2","$182","$154,220","8"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Clash of the Titans (2010)","WB","$549,140","-51.2%","116","+33","$4,734","$2,358,011","2"
"2","2","How to Train Your Dragon","UIP","$130,611","-51.4%","38","-17","$3,437","$1,319,913","3"
"3","6","When in Rome","Disney","$116,689","+1,556.1%","31","+6","$3,764","$148,089","1"
"4","N","The Lovely Bones","UIP","$33,435","-","15","-","$2,229","$38,243","1"
"5","3","Alice in Wonderland (2010)","Disney","$13,884","-32.5%","8","-3","$1,736","$2,004,124","6"
"6","9","Green Zone","UIP","$5,216","+30.8%","1","-2","$5,216","$804,784","5"
"7","5","Percy Jackson & The Olympians: The Lightning Thief","Fox","$4,985","-39.0%","2","-2","$2,493","$1,523,278","9"
"8","4","The Wolfman","UIP","$2,325","-80.5%","1","-4","$2,325","$1,081,058","8"
"9","7","It's Complicated","UIP","$1,457","-74.9%","3","-3","$486","$115,818","3"
"10","8","Shutter Island","UIP","$1,167","-78.5%","1","-3","$1,167","$581,335","6"
"11","10","Avatar","Fox","$229","-76.9%","1","-","$229","$6,051,259","17"
"12","11","Up in the Air","UIP","$59","-38.5%","1","-","$59","$153,408","7"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Clash of the Titans (2010)","WB","$1,124,858","-","83","-","$13,553","$1,352,761","1"
"2","1","How to Train Your Dragon","UIP","$268,936","-32.1%","55","-13","$4,890","$1,117,006","2"
"3","4","Alice in Wonderland (2010)","Disney","$20,580","-56.5%","11","-15","$1,871","$1,980,140","5"
"4","-","The Wolfman","UIP","$11,892","-","5","-","$2,378","$1,074,102","7"
"5","5","Percy Jackson & The Olympians: The Lightning Thief","Fox","$8,172","-61.2%","4","-6","$2,043","$1,512,570","8"
"6","-","When in Rome","Disney","$7,046","-","25","-","$282","$7,046","-"
"7","3","It's Complicated","UIP","$5,802","-90.3%","6","-17","$967","$112,676","2"
"8","6","Shutter Island","UIP","$5,424","-72.9%","4","-8","$1,356","$578,602","5"
"9","2","Green Zone","UIP","$3,989","-93.9%","3","-24","$1,330","$798,465","4"
"10","7","Avatar","Fox","$989","-62.8%","1","-1","$989","$6,050,443","16"
"11","8","Up in the Air","UIP","$96","-89.9%","1","-","$96","$153,237","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","3","How to Train Your Dragon","UIP","$395,778","+203.3%","68","+21","$5,820","$628,797","1"
"2","2","Green Zone","UIP","$65,286","-57.8%","27","-17","$2,418","$759,279","3"
"3","7","It's Complicated","UIP","$59,969","+644.1%","23","+6","$2,607","$86,569","1"
"4","1","Alice in Wonderland (2010)","Disney","$47,284","-71.1%","26","-29","$1,819","$1,897,872","4"
"5","6","Percy Jackson & The Olympians: The Lightning Thief","Fox","$21,042","+68.0%","10","+3","$2,104","$1,460,783","7"
"6","4","Shutter Island","UIP","$20,030","-37.8%","12","-4","$1,669","$553,786","4"
"7","8","Avatar","Fox","$2,655","-57.4%","2","-2","$1,328","$5,924,501","15"
"8","10","Up in the Air","UIP","$950","-63.6%","1","-","$950","$149,920","5"
"9","12","Legion (2010)","Sony","$211","-76.7%","1","-","$211","$668,879","9"
"10","9","Ninja Assassin","WB","$189","-96.3%","1","-1","$189","$1,862,728","18"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Alice in Wonderland (2010)","Disney","$163,564","-59.9%","55","-5","$2,974","$1,789,003","3"
"2","2","Green Zone","UIP","$154,653","-45.5%","44","+20","$3,515","$1,789,003","2"
"3","-","How to Train Your Dragon","UIP","$130,497","-","47","-","$2,777","$130,497","-"
"4","3","Shutter Island","UIP","$32,176","-56.8%","16","-2","$2,011","$516,445","3"
"5","4","The Wolfman","UIP","$18,311","-55.3%","9","-11","$2,035","$1,006,830","5"
"6","5","Percy Jackson & The Olympians: The Lightning Thief","Fox","$12,523","-47.2%","7","-5","$1,789","$1,420,390","6"
"7","-","It's Complicated","UIP","$8,059","-","17","-","$474","$8,059","-"
"8","6","Avatar","Fox","$6,226","-23.2%","4","+1","$1,557","$5,921,847","14"
"9","8","Ninja Assassin","WB","$5,164","-25.2%","2","+1","$2,582","$1,858,889","17"
"10","9","Up in the Air","UIP","$2,610","-60.8%","1","-4","$2,610","$148,267","4"
"11","7","Sherlock Holmes","WB","$2,356","-68.0%","1","-2","$2,356","$2,163,216","12"
"12","10","Legion (2010)","Sony","$904","-85.3%","1","-4","$904","$668,643","8"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Alice in Wonderland (2010)","Disney","$408,343","-30.3%","60","-10","$6,806","$1,312,255","2"
"2","N","Green Zone","UIP","$283,696","-","24","-","$11,821","$283,696","1"
"3","2","Shutter Island","UIP","$74,477","-63.0%","18","-16","$4,138","$428,071","2"
"4","3","The Wolfman","UIP","$40,945","-29.2%","20","-9","$2,047","$957,425","4"
"5","4","Percy Jackson & The Olympians: The Lightning Thief","Fox","$23,726","-54.8%","12","-8","$1,977","$1,385,871","5"
"6","6","Avatar","Fox","$8,102","-23.7%","3","-1","$2,701","$5,909,408","13"
"7","8","Sherlock Holmes","WB","$7,362","-24.1%","3","-","$2,454","$2,155,403","11"
"8","11","Ninja Assassin","WB","$6,899","+904.2%","1","-","$6,899","$1,846,813","16"
"9","5","Up in the Air","UIP","$6,664","-75.3%","5","-6","$1,333","$140,916","3"
"10","7","Legion (2010)","Sony","$6,154","-41.2%","5","-3","$1,231","$666,173","7"
"11","9","Valentine's Day","WB","$707","-84.7%","1","-5","$707","$428,149","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Alice in Wonderland (2010)","Disney","$586,160","-","70","-","$8,374","$649,718","1"
"2","N","Shutter Island","UIP","$201,340","-","34","-","$5,922","$282,440","1"
"3","2","The Wolfman","UIP","$57,812","-70.3%","29","-24","$1,994","$883,933","3"
"4","1","Percy Jackson & The Olympians: The Lightning Thief","Fox","$52,434","-73.8%","20","-23","$2,622","$1,343,752","4"
"5","3","Up in the Air","UIP","$27,007","-53.9%","11","-2","$2,455","$124,757","2"
"6","5","Avatar","Fox","$10,613","+27.0%","4","-","$2,653","$5,895,469","12"
"7","7","Legion (2010)","Sony","$10,474","+83.9%","8","+1","$1,309","$657,159","6"
"8","6","Sherlock Holmes","WB","$9,698","+55.2%","3","-1","$3,233","$2,143,214","10"
"9","4","Valentine's Day","WB","$4,611","-73.4%","6","-2","$769","$426,317","4"
"10","9","Case 39","UIP","$3,536","+38.0%","2","-","$1,768","$95,247","6"
"11","10","Ninja Assassin","WB","$687","+252.3%","1","-","$687","$1,838,711","15"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","2","Percy Jackson & The Olympians: The Lightning Thief","Fox","$200,133","-24.3%","43","-15","$4,654","$1,213,305","3"
"2","1","The Wolfman","UIP","$194,799","-38.3%","53","-10","$3,675","$744,195","2"
"3","N","Up in the Air","UIP","$58,529","-","13","-","$4,502","$77,117","1"
"4","3","Valentine's Day","WB","$17,353","-80.5%","8","-25","$2,169","$408,766","3"
"5","4","Avatar","Fox","$8,355","-42.4%","4","-2","$2,089","$5,791,841","11"
"6","6","Sherlock Holmes","WB","$6,247","-31.5%","4","-2","$1,562","$2,098,337","9"
"7","5","Legion (2010)","Sony","$5,696","-54.2%","7","-2","$814","$645,009","5"
"8","7","Tooth Fairy","Fox","$5,469","-20.7%","3","-3","$1,823","$451,197","6"
"9","10","Case 39","UIP","$2,562","+25,520.0%","2","+1","$1,281","$89,141","5"
"10","8","Ninja Assassin","WB","$195","-87.7%","1","-","$195","$1,809,511","14"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","5","The Wolfman","UIP","$315,548","+1,928.9%","63","+23","$5,009","$423,236","1"
"2","1","Percy Jackson & The Olympians: The Lightning Thief","Fox","$264,245","-21.6%","58","+18","$4,556","$903,283","2"
"3","2","Valentine's Day","WB","$89,013","-49.2%","33","+5","$2,697","$368,138","2"
"4","4","Avatar","Fox","$14,509","-52.0%","6","-10","$2,418","$5,778,221","10"
"5","3","Legion (2010)","Sony","$12,429","-68.5%","9","-26","$1,381","$637,229","4"
"6","6","Sherlock Holmes","WB","$9,119","+31.8%","6","-1","$1,520","$2,087,291","8"
"7","7","Tooth Fairy","Fox","$6,898","+41.1%","6","+2","$1,150","$442,633","5"
"8","8","Ninja Assassin","WB","$1,579","-53.7%","1","-3","$1,579","$1,808,516","13"
"9","10","The Princess and the Frog","Disney","$219","+5.8%","1","-","$219","$308,570","7"
"10","9","Case 39","UIP","$10","-99.5%","1","-3","$10","$85,530","4"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Percy Jackson & The Olympians: The Lightning Thief","Fox","$337,185","-","40","-","$8,430","$431,640","1"
"2","N","Valentine's Day","WB","$175,113","-","28","-","$6,254","$195,776","1"
"3","1","Legion (2010)","Sony","$39,438","-70.3%","35","-","$1,127","$614,915","3"
"4","2","Avatar","Fox","$30,237","-53.1%","16","-10","$1,890","$5,751,137","9"
"5","-","The Wolfman","UIP","$15,553","-","40","-","$389","$15,553","-"
"6","5","Sherlock Holmes","WB","$6,919","-51.5%","7","-3","$988","$2,071,862","7"
"7","3","Tooth Fairy","Fox","$4,888","-89.3%","4","-17","$1,222","$434,364","4"
"8","6","Ninja Assassin","WB","$3,410","-53.8%","4","-","$853","$1,804,081","12"
"9","4","Case 39","UIP","$2,042","-86.7%","4","-5","$511","$84,701","3"
"10","7","The Princess and the Frog","Disney","$207","-87.0%","1","-2","$207","$308,310","6"
"11","8","Did You Hear About the Morgans?","Sony","$41","-95.0%","1","-2","$41","$157,376","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Legion (2010)","Sony","$132,643","-60.0%","35","-","$3,790","$553,794","2"
"2","3","Avatar","Fox","$64,464","-25.2%","26","-6","$2,479","$5,684,613","8"
"3","2","Tooth Fairy","Fox","$45,500","-55.3%","21","-4","$2,167","$419,136","3"
"4","4","Case 39","UIP","$15,306","-52.0%","9","-4","$1,701","$77,139","2"
"5","5","Sherlock Holmes","WB","$14,255","-33.4%","10","-6","$1,426","$2,057,824","6"
"6","6","Ninja Assassin","WB","$7,373","-63.5%","4","-5","$1,843","$1,797,136","11"
"7","7","The Princess and the Frog","Disney","$1,594","-72.9%","3","-1","$531","$307,909","5"
"8","8","Did You Hear About the Morgans?","Sony","$826","-80.7%","3","-6","$275","$157,247","4"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Legion (2010)","Sony","$331,764","-","35","-","$9,479","$364,823","1"
"2","1","Tooth Fairy","Fox","$101,690","-40.3%","25","-","$4,068","$338,853","2"
"3","2","Avatar","Fox","$86,183","-30.4%","32","-10","$2,693","$5,573,897","7"
"4","N","Case 39","UIP","$31,869","-","13","-","$2,451","$46,264","1"
"5","3","Sherlock Holmes","WB","$21,412","-74.6%","16","-19","$1,338","$2,029,893","5"
"6","4","Ninja Assassin","WB","$20,183","-33.7%","9","-4","$2,243","$1,777,405","10"
"7","6","The Princess and the Frog","Disney","$5,891","-55.6%","4","-4","$1,473","$305,945","4"
"8","5","Did You Hear About the Morgans?","Sony","$4,269","-85.1%","9","-11","$474","$156,032","3"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Tooth Fairy","Fox","$170,436","-","25","-","$6,817","$170,436","1"
"2","2","Avatar","Fox","$123,895","-14.1%","42","-42","$2,950","$5,419,201","6"
"3","1","Sherlock Holmes","WB","$84,443","-56.9%","35","-10","$2,413","$1,976,443","4"
"4","5","Ninja Assassin","WB","$30,462","+0.1%","13","-19","$2,343","$1,740,423","9"
"5","3","Did You Hear About the Morgans?","Sony","$28,627","-68.1%","20","-5","$1,431","$147,253","2"
"6","4","The Princess and the Frog","Disney","$13,270","-72.4%","8","-24","$1,659","$297,575","3"
"7","6","Alvin and the Chipmunks: The Squeakquel","Fox","$1,911","-77.8%","5","-22","$382","$1,117,869","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Sherlock Holmes","WB","$195,784","-50.6%","45","-","$4,351","$1,807,119","3"
"2","2","Avatar","Fox","$144,277","-54.4%","84","-","$1,718","$5,213,056","5"
"3","N","Did You Hear About the Morgans?","Sony","$89,789","-","25","-","$3,592","$104,538","1"
"4","3","The Princess and the Frog","Disney","$47,997","-66.7%","32","-","$1,500","$274,807","2"
"5","5","Ninja Assassin","WB","$30,430","+591.6%","32","+29","$951","$1,687,248","8"
"6","4","Alvin and the Chipmunks: The Squeakquel","Fox","$8,610","-92.2%","27","-","$319","$1,114,217","4"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","2","Sherlock Holmes","WB","$395,920","-25.5%","45","-","$8,798","$1,440,487","2"
"2","1","Avatar","Fox","$316,589","-52.8%","84","-","$3,769","$4,916,601","4"
"3","4","The Princess and the Frog","Disney","$144,018","+1,950.4%","32","-","$4,501","$185,423","1"
"4","3","Alvin and the Chipmunks: The Squeakquel","Fox","$109,827","-57.8%","27","-3","$4,068","$1,077,462","3"
"5","6","Ninja Assassin","WB","$4,400","+75.0%","3","-2","$1,467","$1,647,418","7"
"6","5","2012","Sony","$1,213","-80.4%","6","-2","$202","$6,640,261","9"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Avatar","Fox","$669,967","-33.4%","84","-","$7,976","$4,284,200","3"
"2","3","Sherlock Holmes","WB","$531,707","+1,599.9%","45","-","$11,816","$745,982","1"
"3","2","Alvin and the Chipmunks: The Squeakquel","Fox","$260,016","-11.7%","30","-","$8,667","$876,785","2"
"4","-","The Princess and the Frog","Disney","$7,024","-","32","-","$220","$7,024","-"
"5","4","2012","Sony","$6,174","-43.9%","8","-1","$772","$6,637,512","8"
"6","6","Ninja Assassin","WB","$2,514","-55.8%","5","-4","$503","$1,640,130","6"
"7","5","Old Dogs","Disney","$146","-97.8%","1","-5","$146","$398,423","5"
