" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"6","5","Little Fockers","UIP","$3,727","-84.3%","5","-5","$745","$443,675","4"
"7","9","Tron Legacy","Disney","$2,082","+26.6%","2","-1","$1,041","$2,477,320","7"
"8","8","Eat Pray Love","Sony","$1,803","-40.0%","4","+1","$451","$1,500,360","16"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Yogi Bear","WB","$244,523","-","60","-","$4,075","$296,575","1"
"2","1","Faster","Sony","$223,441","-39.1%","40","-","$5,586","$684,009","2"
"3","2","The Tourist","Sony","$191,766","-45.7%","60","-","$3,196","$2,298,580","4"
"4","N","Burlesque","Sony","$121,698","-","30","-","$4,057","$133,513","1"
"5","3","Little Fockers","UIP","$23,796","-67.1%","10","-11","$2,380","$434,593","3"
"6","6","The Social Network","Sony","$6,592","+20.4%","4","-","$1,648","$353,384","12"
"7","-","Grown Ups","Sony","$3,604","-","1","-","$3,604","$469,959","22"
"8","5","Eat Pray Love","Sony","$3,007","-63.2%","3","-","$1,002","$1,497,890","15"
"9","4","Tron Legacy","Disney","$1,645","-90.5%","3","-14","$548","$2,474,632","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Faster","Sony","$367,148","-","40","-","$9,179","$400,949","1"
"2","1","The Tourist","Sony","$353,421","-40.6%","60","-","$5,890","$2,038,642","3"
"3","2","Little Fockers","UIP","$72,252","-64.5%","21","-9","$3,441","$391,666","2"
"4","3","Tron Legacy","Disney","$17,227","-77.7%","17","-15","$1,013","$2,465,741","5"
"5","4","Eat Pray Love","Sony","$8,178","+16.4%","3","+1","$2,726","$1,493,443","14"
"6","-","The Social Network","Sony","$5,476","-","4","-","$1,369","$344,768","11"
"7","6","Due Date","WB","$1,617","-67.0%","1","-1","$1,617","$320,158","6"
"8","8","Tangled","Disney","$1,201","-53.4%","2","-6","$601","$1,852,736","7"
"9","5","The Back-Up Plan","Sony","$468","-92.0%","1","-1","$468","$118,276","23"
"10","7","Harry Potter and the Deathly Hallows (Part One)","WB","$296","-89.0%","1","-5","$296","$6,149,448","9"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","The Tourist","Sony","$594,536","-25.8%","60","-","$9,909","$1,579,986","2"
"2","N","Little Fockers","UIP","$203,453","-","30","-","$6,782","$274,307","1"
"3","2","Tron Legacy","Disney","$77,157","-64.2%","32","-23","$2,411","$2,426,209","4"
"4","-","Eat Pray Love","Sony","$7,029","-","2","-","$3,515","$1,483,863","13"
"5","-","The Back-Up Plan","Sony","$5,857","-","2","-","$2,929","$117,145","22"
"6","4","Due Date","WB","$4,904","-42.1%","2","-2","$2,452","$317,519","5"
"7","5","Harry Potter and the Deathly Hallows (Part One)","WB","$2,697","-54.6%","6","-2","$450","$6,145,875","8"
"8","3","Tangled","Disney","$2,576","-73.9%","8","+1","$322","$1,849,988","6"
