" Movie Title"," Distributor"," Gross"," Release"
"Harry Potter and the Deathly Hallows (Part Two)","WB","$34,163,720","7/15"
"Transformers 3","PPI","$30,502,854","7/1"
"Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$28,992,018","5/20"
"Rio","Fox","$26,619,086","4/8"
"Fast Five","UPI","$25,942,449","5/5"
"Cars 2","Disney","$25,508,290","6/24"
"Kung Fu Panda 2","PPI","$24,391,091","6/10"
"The Smurfs","Sony","$20,904,114","8/5"
"Captain America: The First Avenger","PPI","$20,224,903","7/29"
"Thor","PPI","$19,547,866","4/29"
"The Twilight Saga: Breaking Dawn Part 1","n/a","$18,856,968","11/17"
"Puss in Boots","PPI","$15,504,596","12/2"
"Real Steel","Disney","$13,536,570","10/7"
"X-Men: First Class","Fox","$13,508,236","6/3"
"Rise of the Planet of the Apes","Fox","$12,717,644","9/2"
"Green Lantern","WB","$12,470,854","8/12"
"The Hangover Part II","WB","$12,205,269","5/27"
"The Rite","WB","$11,365,781","2/18"
"Mission: Impossible - Ghost Protocol","PPI","$10,788,329","12/22"
"Rango","PPI","$10,466,177","3/4"
"Yogi Bear","WB","$10,456,252","2/4"
"Zookeeper","Sony","$9,762,619","7/8"
"Black Swan","Fox","$9,645,726","2/11"
"Jack and Jill","Sony","$8,608,588","11/11"
"Top Cat","WB","$8,199,985","9/16"
"Sherlock Holmes: A Game of Shadows","WB","$7,999,237","12/29"
"Mr. Popper's Penguins","Fox","$7,931,378","7/22"
"Salvando al Soldado Pérez (Private Pérez)","Videocine","$7,929,739","3/18"
"The Green Hornet","Sony","$7,895,269","1/21"
"Paranormal Activity 3","PPI","$7,855,171","10/21"
"Just Go With It","Sony","$7,541,870","2/11"
"Hop","UPI","$7,315,124","4/15"
"Alvin and the Chipmunks: Chipwrecked","Fox","$6,955,702","12/15"
"Super 8","PPI","$6,597,203","8/5"
"Presunto culpable (Presumed Guilty)","n/a","$6,585,640","2/18"
"The Lion King (in 3D)","Disney","$5,846,453","8/12"
"The Tourist","Sony","$5,573,978","1/14"
"Season of the Witch","Gussi","$5,039,134","1/28"
"No Strings Attached","PPI","$4,854,699","2/25"
"Immortals","Gussi","$4,772,780","12/15"
"Crazy, Stupid, Love.","WB","$4,630,099","8/19"
"Unknown","WB","$4,503,566","3/18"
"The Muppets","Disney","$4,318,666","11/25"
"Battle: Los Angeles","Sony","$4,230,173","3/11"
"Red Riding Hood","WB","$4,049,641","4/22"
"The King's Speech","Videocine","$4,035,804","2/18"
"Unstoppable","Fox","$3,956,996","1/7"
"Gnomeo and Juliet","Gussi","$3,915,763","3/25"
"La leyenda de la llorona","Videocine","$3,898,653","10/21"
"Cowboys & Aliens","PPI","$3,883,754","8/26"
"The Adventures of Tintin","Sony","$3,774,580","12/25"
"Big Mommas: Like Father, Like Son","Fox","$3,761,284","2/25"
"Bad Teacher","Sony","$3,680,635","7/22"
"Happy Feet Two","WB","$3,595,472","11/18"
"Abduction","n/a","$3,560,690","9/30"
"Insidious","Gussi","$3,508,302","6/17"
"Mars Needs Moms","Disney","$3,437,291","3/18"
"Horrible Bosses","WB","$3,418,864","8/5"
"Arthur Christmas","Sony","$3,345,426","12/9"
"Friends with Benefits","Sony","$3,337,104","9/16"
"Water for Elephants","Fox","$3,323,779","4/29"
"Don't Be Afraid of the Dark","n/a","$3,318,629","9/16"
"Los ojos de Julia (Julia's Eyes)","UPI","$3,268,234","2/4"
"La otra familia","Fox","$3,229,969","3/25"
"Johnny English Reborn","UPI","$3,218,508","10/21"
"Pastorela","Videocine","$3,017,828","11/11"
"Source Code","n/a","$2,882,091","6/10"
"Limitless","Gussi","$2,851,166","4/22"
"In Time","Fox","$2,779,745","11/4"
"Final Destination 5","WB","$2,758,184","9/23"
"Midnight in Paris","Videocine","$2,706,290","8/5"
"The Change-Up","UPI","$2,671,597","9/23"
"The Adjustment Bureau","UPI","$2,645,045","4/1"
"Hereafter","WB","$2,644,498","1/7"
"The Three Musketeers (2011)","Gussi","$2,638,338","10/28"
"The Greatest Miracle","n/a","$2,464,216","10/14"
"New Year's Eve","WB","$2,446,461","12/15"
"Tower Heist","UPI","$2,427,492","12/9"
"Dream House","WB","$2,420,251","10/14"
"Contagion","WB","$2,405,893","10/28"
"Love and Other Drugs","Fox","$2,380,041","1/21"
"Scream 4","n/a","$2,378,267","4/15"
"The Lincoln Lawyer","n/a","$2,293,951","5/13"
"Something Borrowed","Gussi","$2,252,141","7/1"
"Larry Crowne","n/a","$2,248,235","9/2"
"I Am Number Four","Disney","$2,034,825","3/4"
"Fright Night (2011)","Disney","$2,001,914","9/9"
"Sucker Punch","WB","$1,993,564","3/25"
"Priest","Sony","$1,982,843","5/13"
"Sanctum (3D)","n/a","$1,948,096","2/25"
"Hall Pass","WB","$1,830,458","4/15"
"Moneyball","Sony","$1,764,504","10/14"
"Labios Rojos","Videocine","$1,753,706","10/7"
"We Bought a Zoo","Fox","$1,704,511","12/22"
"Monte Carlo","Fox","$1,546,421","7/29"
"What's Your Number?","Fox","$1,506,855","9/30"
"True Grit","PPI","$1,402,472","2/4"
"The Dilemma","Videocine","$1,326,571","6/24"
"The Fighter","Gussi","$1,324,973","2/11"
"Conan the Barbarian (2011)","Gussi","$1,319,934","9/9"
" Movie Title"," Distributor"," Gross"," Release"
"Let Me In","PPI","$1,316,517","1/21"
"Hoodwinked 2","Gussi","$1,214,545","5/27"
"Burlesque","Sony","$1,155,918","1/28"
"127 Hours","Fox","$1,143,116","2/25"
"Miss Bala","Fox","$1,134,380","9/9"
"Bridesmaids","UPI","$1,097,609","9/9"
"Justin Bieber: Never Say Never","PPI","$1,091,675","3/25"
"Splice","Videocine","$1,052,060","1/14"
"The Mechanic","n/a","$1,049,194","4/22"
"A Little Bit of Heaven","n/a","$1,036,852","12/29"
"Paranômaru akutibiti: Dai-2-shô - Tokyo Night","Gussi","$1,019,712","7/8"
"Dolphin Tale","WB","$1,011,445","11/4"
"The Skin I Live In","Videocine","$960,393","12/2"
"Mientras duermes (Sleep Tight)","n/a","$908,179","12/15"
"Drive Angry","WB","$889,447","4/1"
"I Don't Know How She Does It","n/a","$876,261","10/7"
"Killer Elite","n/a","$850,659","10/14"
"Morning Glory","PPI","$849,558","3/11"
"Beastly","n/a","$833,431","9/2"
"The Beaver","n/a","$818,883","6/17"
"Apollo 18","Gussi","$749,833","10/7"
"The Tree of Life","Gussi","$742,724","10/21"
"Viento en contra","WB","$673,866","9/30"
"Stone","n/a","$655,036","1/28"
"The Resident","Videocine","$644,036","9/9"
"Shark Night 3D","Disney","$642,013","11/4"
"Fair Game (2010)","n/a","$612,011","3/25"
"Perras","Gussi","$557,845","3/4"
"Hierro","Videocine","$543,330","9/23"
"The Debt","UPI","$519,993","11/11"
"La posesión de Emma Evans","Gussi","$477,069","8/19"
"From Prada to Nada","Videocine","$468,876","4/22"
"Last Night","n/a","$467,954","9/16"
"Monsters","PPI","$463,534","11/4"
"The Eagle","UPI","$444,692","6/17"
"The Thing (2011)","UPI","$443,866","11/25"
"Faster","Sony","$421,869","2/25"
"Paul","UPI","$408,685","9/2"
"Bacalar","Disney","$393,492","10/14"
"Tequila","UPI","$381,057","11/4"
"Garfield's Pet Force","n/a","$362,765","5/5"
"After.Life","n/a","$345,941","6/24"
"You Will Meet a Tall Dark Stranger","n/a","$345,759","1/14"
"All Good Things","Gussi","$343,616","6/3"
"30 Minutes or Less","Sony","$335,190","10/28"
"Winnie the Pooh","Disney","$331,383","4/15"
"Shark Bait (a.k.a. The Reef)","n/a","$331,356","4/1"
"I Spit on Your Grave","n/a","$328,763","3/4"
"Rabbit Hole","n/a","$327,772","7/8"
"La Suerte está echada","Videocine","$324,648","8/19"
"Sin memoria","Videocine","$322,748","2/11"
"Barney's Version","n/a","$315,759","5/20"
"The Way Back","n/a","$307,999","7/22"
"La casa muda (The Silent House)","n/a","$305,829","4/1"
"Amar no es querer","n/a","$304,991","9/2"
"Le concert (2009)","n/a","$293,111","1/14"
"Senna","n/a","$282,068","8/12"
"Avatar (2011 re-issue)","Fox","$278,713","9/16"
"Warrior","Gussi","$269,343","11/25"
"Hot Tub Time Machine","n/a","$255,621","2/18"
"My Soul to Take","Gussi","$241,534","1/14"
"The Kids Are All Right","n/a","$240,178","3/11"
"African Cats","Disney","$222,490","4/22"
"Glee The 3D Concert Movie","Fox","$222,086","9/16"
"11-11-11","Gussi","$213,936","12/9"
"Whatever Works","n/a","$211,276","3/25"
"Serious Moonlight","n/a","$209,631","2/4"
"Solitary Man","n/a","$209,324","4/8"
"Blue Valentine","Gussi","$208,387","3/18"
"Winter's Bone","n/a","$203,024","3/4"
"Trolljegeren (The Troll Hunter)","n/a","$202,745","11/11"
"The Whistleblower","Gussi","$196,314","8/26"
"Blitz","Gussi","$191,266","8/12"
"Vertige","n/a","$178,186","1/21"
"La Leyenda del Tesoro","n/a","$168,454","8/19"
"Sexo, amor y otras perversiones 2","n/a","$157,155","6/10"
"Elle s'appelait Sarah","n/a","$155,104","11/4"
"Los inadaptados","Gussi","$155,097","9/23"
"Le Petit Nicolas","n/a","$150,699","9/30"
"Conviction","n/a","$146,434","12/9"
"My Last Five Girlfriends","n/a","$144,323","4/8"
"Beginners","UPI","$140,439","8/26"
"Mi ricordo Anna Frank","n/a","$139,731","4/15"
"The Conspirator","Gussi","$137,833","12/29"
"Never Let Me Go","Fox","$133,763","3/11"
"Incendies","n/a","$127,394","7/29"
"Certified Copy","n/a","$125,821","5/13"
"Des hommes et des dieux (Of Gods and Men)","n/a","$123,178","7/8"
"This Is Not a Movie","Videocine","$116,801","1/28"
"Footloose (2011)","PPI","$116,191","10/28"
"The Runway","n/a","$109,735","12/2"
"Viaje Redondo","Videocine","$95,742","4/1"
"La tête en friche","n/a","$94,986","9/23"
"Primos (Cousinhood)","n/a","$89,095","8/26"
"Alamar (To The Sea)","n/a","$85,834","8/26"
"Somewhere","UPI","$84,728","1/14"
"Antichrist","n/a","$82,804","3/18"
"Flickan som lekte med elden","Gussi","$77,176","3/11"
"Hævnen (In a Better World)","n/a","$76,979","12/22"
"Soul Surfer","n/a","$74,781","10/28"
