" Movie Title"," Distributor"," Gross"," Release"
"Mr. Bones 2: Back from the Past","UIP","$3,655,844","11/28"
"Mamma Mia!","UIP","$2,513,158","8/29"
"Hancock","Ster Kinekor","$2,102,273","7/2"
"Madagascar: Escape 2 Africa","UIP","$2,092,673","12/5"
"Kung Fu Panda","UIP","$2,075,359","6/27"
"Quantum of Solace","Ster Kinekor","$1,983,685","11/19"
"The Dark Knight","Nu Metro","$1,787,300","7/25"
"Step Up 2 the Streets","Nu Metro","$1,539,565","3/14"
"What Happens in Vegas","Nu Metro","$1,472,182","5/16"
"Iron Man","UIP","$1,464,664","5/1"
"High School Musical 3: Senior Year","Ster Kinekor","$1,431,561","10/31"
"The Game Plan","Ster Kinekor","$1,400,843","3/21"
"National Treasure: Book of Secrets","Ster Kinekor","$1,392,475","1/11"
"Indiana Jones and the Kingdom of the Crystal
Skull","UIP","$1,248,981","5/22"
"Wanted","UIP","$1,087,048","7/11"
"The Chronicles of Narnia: Prince Caspian","Ster Kinekor","$1,026,102","6/6"
"Dr. Seuss' Horton Hears a Who!","Nu Metro","$1,022,212","3/28"
"Sex and the City","Nu Metro","$968,696","5/30"
"Fool's Gold","Nu Metro","$956,530","3/7"
"Bolt","Ster Kinekor","$931,566","12/26"
"The Incredible Hulk","UIP","$924,788","6/13"
"Wall-E","Ster Kinekor","$923,940","7/11"
"Jumper","Nu Metro","$875,373","2/15"
"Made of Honor","UIP","$838,531","5/2"
"27 Dresses","Nu Metro","$828,807","2/1"
"Twilight","Nu Metro","$807,433","12/19"
"The Mummy: Tomb of the Dragon Emperor","UIP","$764,657","8/8"
"Get Smart","Nu Metro","$725,185","7/4"
"You Don't Mess with the Zohan","Ster Kinekor","$698,832","8/1"
"10,000 B.C.","Nu Metro","$682,616","3/21"
"Tyler Perry's Why Did I Get Married","Ster Kinekor","$651,350","2/29"
"The Day the Earth Stood Still (2008)","Nu Metro","$643,025","12/12"
"College Road Trip","Ster Kinekor","$641,090","6/20"
"Journey to the Center of the Earth","Nu Metro","$619,507","7/18"
"My Best Friend's Girl","Nu Metro","$581,045","10/3"
