" Movie Title"," Distributor"," Gross"," Release"
"Shrek Forever After","UIP","$499,121","6/4"
"Alice in Wonderland (2010)","Disney","$435,445","3/5"
"Despicable Me","UIP","$319,405","10/15"
"Inception","WB","$290,062","7/23"
"Step Up 3-D","n/a","$279,294","9/24"
"Eat Pray Love","Sony","$240,662","10/1"
"Toy Story 3","Disney","$214,878","7/16"
"Harry Potter and the Deathly Hallows (Part One)","WB","$210,781","11/19"
"How to Train Your Dragon","UIP","$210,449","4/2"
"Sex and the City 2","WB","$197,175","6/11"
"The Twilight Saga: Eclipse","n/a","$178,052","7/9"
"Resident Evil: Afterlife","Sony","$161,964","9/10"
"Tron Legacy","Forum Films","$157,669","12/31"
"Saw 3D","n/a","$151,051","11/5"
"The Last Airbender","UIP","$145,903","8/13"
"The Princess and the Frog","Disney","$143,070","1/22"
"Sherlock Holmes","WB","$140,176","1/8"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$135,310","12/10"
"Megamind","UIP","$133,373","12/17"
"Little Fockers","Forum Films","$127,718","12/23"
"The Social Network","Sony","$123,464","10/15"
"Prince of Persia: The Sands of Time","Disney","$122,173","5/28"
"The Bounty Hunter","Sony","$113,615","3/26"
"Shutter Island","n/a","$112,555","2/26"
"Robin Hood","UIP","$111,263","5/14"
"Clash of the Titans (2010)","WB","$110,316","4/16"
"Valentine's Day","WB","$107,958","2/12"
"OceanWorld 3D","n/a","$107,748","1/15"
"Due Date","WB","$106,956","11/5"
"The Expendables","n/a","$103,817","8/20"
"It's Complicated","UIP","$101,462","1/15"
"Punane Elavhobe","n/a","$100,354","4/9"
"Salt","Sony","$95,440","8/6"
"Knight & Day","Fox","$94,574","7/2"
"The Sorcerer's Apprentice","Disney","$93,282","7/30"
"Wall Street: Money Never Sleeps","Fox","$91,770","9/24"
"Grown Ups","Sony","$85,469","8/20"
"The A-Team","Fox","$80,899","6/11"
"Iron Man 2","PPI","$77,051","4/30"
"The Other Guys","Sony","$67,269","9/17"
"Up in the Air","UIP","$66,853","1/29"
"Killers","n/a","$64,453","6/18"
"Cats & Dogs: Revenge of Kitty Galore","WB","$62,684","8/27"
"Letters to Juliet","n/a","$59,247","7/23"
"Get Him to the Greek","UIP","$58,239","7/30"
"Date Night","Fox","$56,578","4/9"
"When in Rome","UIP","$55,323","3/19"
"Remember Me","n/a","$53,395","3/26"
"Black Lightning","UIP","$53,234","1/1"
"Nasha Russia: Yaytsa sudby","n/a","$50,705","1/29"
"Predators","Fox","$50,322","7/16"
"The Back-Up Plan","Sony","$47,801","5/7"
"Machete","n/a","$47,062","9/3"
"Red","n/a","$46,001","10/29"
"Unstoppable","Fox","$44,190","11/12"
"Did You Hear About the Morgans?","Sony","$43,499","2/5"
"Easy A","Sony","$41,155","10/29"
"Yolki","ACME","$40,389","12/31"
"Devil","UIP","$40,384","10/8"
"Vampires Suck","Fox","$40,366","8/27"
"A Nightmare on Elm Street (2010)","WB","$38,669","5/7"
"The Karate Kid","Sony","$37,310","9/3"
"Leap Year","UIP","$36,502","2/26"
"The Switch","Lions Gate","$35,574","9/10"
"Green Zone","UIP","$35,364","3/26"
"Hot Tub Time Machine","n/a","$32,902","5/28"
"The Book of Eli","Sony","$31,814","1/22"
"Percy Jackson & The Olympians: The Lightning Thief","Fox","$31,144","2/19"
"Tortuga - Die unglaubliche Reise der Meeresschildkröte (Turtle: The Incredible Journey)","n/a","$30,820","9/17"
"You Again","Disney","$30,090","11/12"
"Utomlyonnye solntsem 2 (Burnt by the Sun 2)","n/a","$29,829","4/23"
"She's Out of My League","UIP","$29,576","5/21"
"From Paris with Love","n/a","$29,112","2/19"
"Faster","Sony","$28,876","12/3"
"The Wolfman","UIP","$28,494","2/12"
"The Next Three Days","n/a","$27,308","11/26"
"The Nutcracker in 3D","ACME","$25,678","12/23"
"The Last Song","Disney","$25,625","5/7"
"I Love You, Phillip Morris","n/a","$22,974","3/5"
"Desert Flower","n/a","$22,720","11/19"
"Going the Distance","WB","$22,544","9/17"
"Tucker & Dale vs Evil","n/a","$22,470","12/17"
"Daybreakers","n/a","$22,375","1/15"
"Lyubov v bolshom gorode 2 (Love in the Big City 2)","n/a","$21,811","3/12"
"The Town","WB","$20,315","10/22"
"Coco avant Chanel","n/a","$18,275","1/15"
"You Will Meet a Tall Dark Stranger","ACME","$17,645","12/23"
"Splice","n/a","$16,952","6/4"
"Stone","n/a","$16,926","10/8"
"Poll (The Poll Diaries)","n/a","$16,189","12/17"
"Last Night","ACME","$15,809","12/17"
"Moomins and the Comet Chase","n/a","$15,365","10/22"
"The Lovely Bones","UIP","$14,226","2/19"
"Legion (2010)","Sony","$14,127","3/12"
"Skyline","n/a","$13,416","11/19"
"The Ghost Writer","n/a","$13,166","3/19"
"Edge of Darkness","n/a","$12,450","4/2"
"Chloe","n/a","$12,322","5/21"
"The Fourth Kind","n/a","$11,693","1/1"
"Centurion","n/a","$11,451","10/1"
"Kick Ass","n/a","$10,439","7/2"
"Scott Pilgrim vs. the World","UIP","$9,755","9/24"
"Furry Vengeance","n/a","$9,399","7/2"
"Phobos","n/a","$9,048","3/26"
"Space Dogs 3D","n/a","$8,721","5/14"
"13","n/a","$8,260","11/19"
"Let Me In","n/a","$8,120","12/3"
"Pettson, Findus ja mälukaotus","n/a","$7,600","10/22"
"Solomon Kane","n/a","$5,932","3/19"
"Buried","n/a","$5,403","12/10"
"The Runaways","n/a","$4,751","5/28"
"Brothers","n/a","$4,542","2/5"
"Everybody's Fine","n/a","$4,332","2/26"
"The Fantastic Mr. Fox","n/a","$4,260","3/12"
"It Might Get Loud","n/a","$4,126","2/5"
"The Crazies","n/a","$3,368","4/23"
"Hexe Lilli, der Drache und das magische Buch","n/a","$3,335","3/19"
"The Cove","n/a","$2,962","1/8"
"Agora (Mists of Time)","n/a","$2,525","10/22"
"The Losers","n/a","$2,274","5/21"
"Bad Lieutenant: Port of Call New Orleans","n/a","$1,813","5/14"
"The Killer Inside Me","n/a","$1,662","12/10"
