" Movie Title"," Distributor"," Gross"," Release"
"Transformers 3","UIP","$37,667,064","6/29"
"You Are the Apple of My Eye","Fox","$17,925,128","8/19"
"Harry Potter and the Deathly Hallows (Part Two)","WB","$14,539,174","7/16"
"Fast Five","UIP","$11,819,218","5/7"
"Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$8,589,434","5/18"
"Rise of the Planet of the Apes","Fox","$6,521,982","8/4"
"Captain America: The First Avenger","UIP","$6,322,666","7/29"
"Thor","UIP","$5,830,415","4/30"
"Final Destination 5","WB","$5,657,722","8/19"
"Seediq Bale","n/a","$4,145,778","9/9"
"The Green Hornet","Sony","$4,065,644","1/28"
"X-Men: First Class","Fox","$3,881,629","6/4"
"Kung Fu Panda 2","UIP","$3,721,561","5/28"
"Jump Ashin!","n/a","$3,644,507","8/12"
"Mr. Popper's Penguins","Fox","$3,544,766","7/8"
"Source Code","Long Shong","$2,916,077","4/2"
"The Hangover Part II","WB","$2,823,033","6/4"
"Black Swan","Fox","$2,789,220","2/26"
"Cars 2","Disney","$2,655,049","8/12"
"The Killer Who Never Kills","Disney","$2,402,558","7/29"
"One Day","n/a","$2,341,645","8/26"
"Just Go With It","Sony","$2,257,650","4/1"
"Sanctum (3D)","n/a","$2,121,132","2/26"
"3D Sex and Zen: Extreme Ecstasy","Long Shong","$2,098,242","4/16"
"Unknown","WB","$1,834,452","2/26"
"I Am Number Four","Disney","$1,678,477","3/5"
"The King's Speech","n/a","$1,670,607","3/5"
"The Adjustment Bureau","UIP","$1,654,069","3/19"
"Super 8","UIP","$1,647,007","6/11"
"Battle: Los Angeles","Sony","$1,545,397","3/12"
"Horrible Bosses","WB","$1,515,727","9/3"
"Limitless","n/a","$1,493,095","4/9"
"Green Lantern","WB","$1,385,482","6/18"
"Wu Xia (Dragon)","n/a","$1,310,156","7/22"
"No Strings Attached","UIP","$1,281,833","2/12"
"Rio","Fox","$1,229,626","4/8"
"Cowboys & Aliens","UIP","$1,229,274","8/13"
"The Smurfs","Sony","$1,124,933","8/5"
"Sucker Punch","WB","$1,025,083","3/25"
"The Mechanic","n/a","$913,993","2/5"
"Priest","Sony","$871,130","6/11"
"Gulliver's Travels","Fox","$866,863","1/1"
"Little Fockers","UIP","$862,732","2/5"
"Meitantei Conan: Chinmoku no kuôtâ (Detective Conan: Quarter of Silence)","n/a","$842,780","7/9"
"Ladda Land","n/a","$817,917","7/22"
"Red Riding Hood","WB","$768,836","3/12"
"Tangled","Disney","$764,794","2/5"
"The Borrowers (Kari-gurashi no Arietti)","Disney","$695,973","1/15"
"Shaolin Temple","n/a","$693,491","1/22"
"Zookeeper","Sony","$638,066","8/26"
"The Rite","WB","$634,857","2/12"
"Guan yun chang (The Lost Bladesman)","Long Shong","$608,283","4/30"
