" Movie Title"," Distributor"," Gross"," Release"
"Avatar","Fox","$1,460,086","12/17"
"Thick as Thieves","n/a","$1,081,542","3/13"
"Ice Age: Dawn of the Dinosaurs","Fox","$853,027","7/2"
"Grilo Feliz E Os Insetos Gigantes","Fox","$812,875","1/9"
"I Hate Valentine's Day","PlayArte","$743,647","4/24"
"2012","Sony","$739,891","11/12"
"Entre les murs (The Class)","n/a","$436,888","3/13"
"Garfield's Fun Fest","PlayArte","$408,638","4/30"
"I Love You Man","PPI","$341,262","4/24"
"Urmel voll in Fahrt","n/a","$327,790","3/13"
"Rachel Getting Married","Sony","$312,670","2/13"
"Harry Potter and the Half Blood Prince","WB","$303,051","7/15"
"Transformers: Revenge of the Fallen","UIP","$276,081","6/24"
"Alvin and the Chipmunks: The
Squeakquel","Fox","$271,964","12/25"
"G-Force","Disney","$246,764","7/30"
"Angels & Demons","Sony","$239,530","5/14"
"Terminator Salvation: The Future Begins","Sony","$229,665","6/3"
"Up","Disney","$228,957","6/11"
"The Final Destination","WB","$217,039","10/8"
"Surf Adventures 2","n/a","$206,620","3/27"
"Michael Jackson's This Is It","Sony","$195,092","10/28"
"Personal Effects","n/a","$152,093","4/3"
"Night at the Museum: Battle of the
Smithsonian","Fox","$150,284","5/21"
"X-Men Origins: Wolverine","Fox","$147,666","4/30"
"Crossing Over","n/a","$134,985","4/10"
"Cloudy with a Chance of Meatballs","Sony","$132,893","11/26"
"A Christmas Carol (2009)","Disney","$127,367","12/3"
"The Visitor","n/a","$119,343","3/13"
"Monsters Vs. Aliens","UIP","$115,993","4/2"
"The Curious Case of Benjamin Button","WB","$113,052","1/22"
"Slumdog Millionaire","Europa","$111,240","3/5"
"Race to Witch Mountain","Disney","$111,046","3/26"
"Defiance","n/a","$110,242","5/8"
"Yes Man","WB","$107,385","1/8"
"My Bloody Valentine 3-D","Trade Int.","$106,046","3/13"
"Zona Sur","n/a","$101,558","8/20"
"Beverly Hills Chihuahua","Disney","$93,433","1/15"
"Aliens in the Attic","Fox","$87,933","8/27"
"Bedtime Stories","Disney","$83,516","3/12"
"Valkyrie","Fox","$82,409","2/12"
"Dragonball Evolution","Fox","$80,306","4/9"
"Synecdoche, New York","n/a","$77,643","4/17"
"Vals Im Bashir (Waltz with Bashir)","Sony","$76,411","4/3"
"Marley and Me","n/a","$76,282","1/8"
"G.I. Joe","UIP","$73,621","8/6"
"District 9","Sony","$73,509","10/1"
"Orphan","WB","$73,403","8/6"
"Twilight","Manfer","$71,198","2/19"
"The Ugly Truth","Sony","$68,849","9/24"
"The Taking of Pelham One, Two, Three","Sony","$65,851","9/10"
"Schreibe mir - Postkarten nach Copacabana","n/a","$64,604","10/1"
"Bride Wars","Fox","$60,262","2/19"
"Jennifer's Body","Fox","$58,936","10/29"
"Ha-Sodot (The Secrets)","Paris","$58,280","3/27"
"Surrogates","Disney","$53,264","10/15"
"The Hangover","WB","$52,777","8/27"
"Historias De Vino, Singani Y Alcoba","n/a","$49,445","4/9"
"W.","n/a","$48,536","4/10"
"Year One","Sony","$47,187","8/13"
"Paul Blart: Mall Cop","Sony","$46,703","4/9"
"Katyn","n/a","$45,138","4/10"
"Seven Pounds","Sony","$44,437","1/29"
"Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour","n/a","$42,246","1/22"
"The Accidental Husband","Disney","$41,542","9/17"
"Tim Burton's The Nightmare Before Christmas in 3-D (2009 re-issue)","Disney","$40,492","10/22"
"Hotel for Dogs","PPI","$40,412","3/19"
"Underworld: Rise of the Lycans","Sony","$40,237","3/26"
"Frozen River","Sony","$39,501","2/20"
"The Uninvited","PPI","$38,553","11/26"
"The Proposal","Disney","$35,307","7/16"
"El delfín: La historia de un soñador
(The Dolphin: Story of a Dreamer)","Fox","$34,978","11/12"
"Knowing","Manfer","$33,784","9/17"
"Fly Me to the Moon","n/a","$33,209","2/19"
"Que Paso? (2009)","n/a","$33,204","11/19"
"Ils (Them)","Trade Int.","$32,889","11/5"
"George A. Romero's Diary of the Dead","n/a","$31,910","2/5"
"Whiteout","WB","$31,677","12/25"
"El Ascensor","n/a","$31,121","10/29"
"Star Trek","UIP","$30,804","5/8"
"The Boy in the Striped Pajamas","Disney","$30,545","4/9"
"My Sister's Keeper","WB","$30,519","10/1"
"Captivity","Trade Int.","$29,825","4/16"
"The Argentine (Che: Part One)","Europa","$29,326","1/22"
"17 Again","n/a","$26,997","6/18"
"Sex Drive","Manfer","$26,199","9/3"
"Ghosts of Girlfriends Past","n/a","$24,488","8/6"
"The Last House on the Left (2009)","UIP","$24,112","10/15"
"Fast and Furious","UIP","$23,965","4/3"
"Inkheart","n/a","$23,816","3/5"
"Gran Torino","WB","$23,679","3/19"
"Hannah Montana The Movie","Disney","$23,430","8/20"
"Saw V","n/a","$23,167","1/22"
"Jonas Brothers: The 3D Concert Experience","Disney","$22,952","4/23"
"Ashes of Time Redux","n/a","$22,588","5/1"
"Rojo Amarillo Verde","n/a","$22,487","10/15"
"Confessions of a Shopaholic","Disney","$21,559","4/10"
"Halloween (2007)","n/a","$21,044","3/5"
"Donkey Xote","Trade Int.","$20,713","4/30"
"Watchmen","UIP","$20,437","6/11"
"Public Enemies","UIP","$20,406","10/8"
" Movie Title"," Distributor"," Gross"," Release"
"The Pink Panther 2","Sony","$20,220","4/23"
"Land of the Lost","UPI","$20,061","12/25"
"Urmel aus dem Eis","Trade Int.","$19,886","10/22"
"The Tale of Despereaux","n/a","$19,664","2/26"
"The International","Sony","$18,607","4/16"
"Imagine That","UIP","$18,444","9/10"
"The Mist","Trade Int.","$16,952","7/23"
"He's Just Not That Into You","PlayArte","$16,740","4/23"
"Step Father (2009)","Sony","$16,524","12/3"
"Coraline","UPI","$14,982","8/27"
"Guerilla (Che: Part Two)","n/a","$14,884","5/28"
"Over Her Dead Body","Trade Int.","$14,675","12/10"
"Superhero Movie","n/a","$14,354","2/12"
"Le Scaphandre et le papillon (The Diving Bell and the Butterfly)","n/a","$14,254","4/23"
"I Could Never Be Your Woman","Trade Int.","$13,347","3/19"
"Space Chimps","n/a","$12,515","1/29"
"Earth (2007)","Disney","$12,471","4/22"
"The Contract","n/a","$12,470","2/6"
"The Time Traveler's Wife","WB","$12,138","12/17"
"U2 3D","n/a","$11,671","2/4"
"Actrices","Pandora","$11,533","5/1"
"Inglourious Basterds","UIP","$11,381","12/17"
"Tropic Thunder","n/a","$11,211","1/8"
"Prey (2007)","Trade Int.","$10,977","7/2"
"Friday the 13th (2009)","UIP","$10,876","7/9"
"Death Sentence","Trade Int.","$10,153","6/18"
"Nick and Norah's Infinite Playlist","n/a","$10,056","1/1"
"Duplicity","UIP","$9,934","9/17"
"The Spirit","Sony","$9,912","1/15"
"The Unborn (2009)","UPI","$9,892","3/20"
"Miracle at St. Anna","n/a","$9,821","4/30"
"Das Leben der Anderen (The Lives of Others)","n/a","$9,781","1/15"
"August Rush","n/a","$9,596","1/1"
"WAR","Trade Int.","$9,036","4/9"
"Doubt","Disney","$8,671","3/12"
"12 Rounds","Fox","$8,668","9/3"
"Shorts","WB","$8,343","8/13"
"Julie & Julia","Sony","$8,105","12/25"
"88 Minutes","n/a","$8,002","2/26"
"FilmeFobia","n/a","$7,956","4/30"
"Coco avant Chanel","WB","$7,533","10/29"
"The Ugly Duckling and Me!","Manfer","$7,194","9/17"
"The Reader","n/a","$7,123","12/3"
"El Ratón Pérez 2","n/a","$6,878","9/3"
"Push","Manfer","$6,516","10/8"
"Lassie (2005)","Trade Int.","$6,514","5/7"
"Wild Child","UIP","$6,456","7/23"
"Paulo Gracindo - O Bem Amado (Paulo Gracindo - The Beloved)","n/a","$6,225","4/30"
"Aleksandra","n/a","$6,125","5/1"
"Changeling","UIP","$5,895","5/21"
"Role Models","UIP","$5,690","7/30"
"The Flock","n/a","$5,686","3/12"
"Righteous Kill","Trade Int.","$5,303","9/17"
"Death Race","UIP","$5,078","8/27"
"State of Play","UIP","$4,944","11/5"
