" Movie Title","Distributor","Gross","Release"
"Avatar","Fox","$9,294,777","12/17"
"Ice Age: Dawn of the Dinosaurs","Fox","$5,655,751","7/2"
"Up","Disney","$3,912,239","8/13"
"2012","Sony","$3,794,573","11/12"
"The Twilight Saga: New Moon","Lusomundo","$3,509,504","11/26"
"Angels & Demons","Sony","$3,256,724","5/14"
"Harry Potter and the Half Blood Prince","WB","$2,835,080","7/16"
"Sherlock Holmes","WB","$2,601,159","12/24"
"Slumdog Millionaire","Lusomundo","$2,537,022","2/5"
"Monsters Vs. Aliens","Lusomundo","$2,422,745","4/2"
"Inglourious Basterds","Lusomundo","$2,308,565","8/27"
"The Curious Case of Benjamin Button","Columbia","$2,235,429","1/15"
"The Proposal","Lusomundo","$1,726,132","7/9"
"G-Force","Disney","$1,699,302","10/1"
"Fast and Furious","Lusomundo","$1,623,427","4/16"
"The Hangover","WB","$1,539,957","6/18"
"Transformers: Revenge of the Fallen","Lusomundo","$1,459,786","6/25"
"Planet 51","Lusomundo","$1,424,154","12/3"
"Alvin and the Chipmunks: The Squeakquel","Fox","$1,365,989","12/24"
"Marley and Me","Fox","$1,351,571","3/19"
"The Ugly Truth","Sony","$1,319,238","8/20"
"Public Enemies","Lusomundo","$1,315,128","8/6"
"Couples Retreat","Lusomundo","$1,287,880","12/3"
"A Christmas Carol (2009)","Disney","$1,227,340","11/19"
"Night at the Museum: Battle of the Smithsonian","Fox","$1,164,069","5/21"
"Gran Torino","WB","$1,109,506","3/12"
"Changeling","Lusomundo","$1,092,983","1/8"
"Hannah Montana The Movie","Lusomundo","$1,083,233","7/30"
"X-Men Origins: Wolverine","Fox","$1,057,034","4/30"
"The Taking of Pelham One, Two, Three","Sony","$1,039,391","9/3"
"Valkyrie","Fox","$1,022,644","2/5"
"Terminator Salvation: The Future Begins","Sony","$1,001,198","6/4"
"Knowing","Lusomundo","$968,022","4/23"
"The Final Destination","WB","$943,115","9/10"
"Fame (2009)","Lusomundo","$938,682","10/1"
"Surrogates","Lusomundo","$931,734","10/29"
"Duplicity","Lusomundo","$924,353","3/26"
"Arthur et la vengeance de Maltazard","Lusomundo","$837,973","12/10"
"Seven Pounds","Columbia","$832,889","1/8"
"G.I. Joe","Lusomundo","$830,720","8/13"
"He's Just Not That Into You","Prisvideo","$814,645","4/2"
"Vicky Cristina Barcelona","Lusomundo","$807,179","1/22"
"Old Dogs","Disney","$778,071","12/31"
"Ghosts of Girlfriends Past","Prisvideo","$745,703","9/3"
"Michael Jackson's This Is It","Sony","$724,644","10/28"
"Hotel for Dogs","Lusomundo","$719,415","2/19"
"Coraline","Lusomundo","$634,553","2/19"
"District 9","Sony","$624,867","9/24"
