" Movie Title"," Distributor"," Gross"," Release"
"Avatar","Fox","$8,414,866","12/17"
"2012","Sony","$6,434,846","11/12"
"Transformers: Revenge of the Fallen","UIP","$6,034,198","6/23"
"Rodfifa Mahanather (BTS: Bangkok's Traffic Love Story)","GMM Tai Hub","$4,364,408","10/15"
"Harry Potter and the Half Blood Prince","WB","$4,154,286","7/16"
"Ha phraeng (Phobia 2)","GMM Tai Hub","$3,329,253","9/9"
"32 than va (32 December)","M","$3,177,714","12/31"
"Terminator Salvation: The Future Begins","Sony","$2,878,708","5/28"
"The Twilight Saga: New Moon","Mongkol Major","$2,738,805","11/19"
"Fast and Furious","UIP","$2,674,203","4/2"
"Wong Kham Lao","Mongkol Films","$2,651,027","7/1"
"Saranae Haw Peng","Mongkol Films","$2,648,133","4/30"
"G.I. Joe","UIP","$2,380,237","8/6"
"Yam yasothon 2","Mongkol Films","$2,347,215","12/3"
"X-Men Origins: Wolverine","Fox","$2,345,940","4/29"
"Khan Kluay 2","n/a","$2,215,815","3/26"
"Underworld: Rise of the Lycans","Sony","$1,816,412","2/5"
"Hor Taew Tak Hake-Kra-Jerng (Oh My Ghosts!)","Phranakorn","$1,685,783","10/1"
"Night at the Museum: Battle of the Smithsonian","Fox","$1,677,754","5/21"
"Up","Disney","$1,499,887","6/11"
"Angels & Demons","Sony","$1,458,792","5/14"
"G-Force","Disney","$1,442,544","10/1"
"Fankao (My Ex)","RS","$1,415,217","8/27"
"Sherlock Holmes","WB","$1,401,561","12/24"
"Kwamjamsan Taerakchan Yao","GMM Tai Hub","$1,394,100","3/5"
"Hode Nha Heaw 966","RS","$1,393,890","1/22"
"The Final Destination","WB","$1,369,541","9/3"
"Knowing","Mongkol Major","$1,282,929","3/26"
"Chi bi: Xia - Jue zhan tian xia (Red Cliff: Part II)","Mongkol Major","$1,177,713","1/22"
"Ice Age: Dawn of the Dinosaurs","Fox","$1,117,372","7/1"
"Surrogates","Disney","$1,094,691","10/21"
"Bubpha Rahtree 3.1","Mongkol Films","$1,039,707","4/9"
"Dragonball Evolution","Fox","$907,264","3/12"
"Maha'Lai Sayongkwan (U-Ghost)","Mongkol Films","$892,591","10/21"
"Neetam Galileo","n/a","$880,925","7/23"
"Star Trek","UIP","$837,278","5/8"
"Ninja Assassin","WB","$798,674","11/26"
"Race to Witch Mountain","Disney","$795,335","4/9"
"The Proposal","Disney","$770,641","9/17"
"Konrak Mun Rob Tua Rao","Five Star","$770,016","2/5"
"Inkheart","Mongkol Major","$766,623","1/29"
"Watchmen","UIP","$750,406","3/5"
"Raging Phoenix","Mongkol Films","$678,912","8/12"
"A Christmas Carol (2009)","Disney","$650,003","11/26"
"Drag Me to Hell","Mongkol Major","$648,342","6/4"
"Taew Tae Teen Raberd","Phranakorn","$568,108","4/2"
"Mor 3 Pee 4 rao rak nai","RS","$561,983","4/30"
"District 9","M","$557,280","9/17"
"Monsters Vs. Aliens","UIP","$551,776","4/9"
"The Curious Case of Benjamin Button","WB","$547,545","2/12"
"Luangphee Kab Pheekha Nun (Sathu)","Mongkol Films","$545,597","2/19"
"Push","UIP","$538,377","2/12"
"Fung wan II (The Storm Warriors)","Phranakorn","$524,186","12/24"
"Bubpha Rahtree 3.2","Mongkol Films","$518,044","8/20"
"Valkyrie","Fox","$483,039","2/19"
"Death Happens (6:66 Tai Maidai Tai)","Mongkol Films","$470,103","7/30"
"Crank: High Voltage","M","$467,826","4/16"
"My Bloody Valentine 3-D","Mongkol Major","$465,833","2/12"
"Yes Man","n/a","$465,594","1/8"
"Fan Kod Kod (Dreamaholic)","Mongkol Films","$413,337","9/17"
"The Haunting in Connecticut","Mongkol Major","$412,693","4/23"
"Roommates","n/a","$410,537","6/11"
"Confessions of a Shopaholic","Disney","$408,168","2/13"
"Law Abiding Citizen","Mongkol Major","$404,736","10/16"
"The Ugly Truth","Sony","$403,384","10/8"
"Michael Jackson's This Is It","Sony","$401,085","10/28"
"Anueng Kidthung Penyangying","Five Star","$397,663","3/12"
"Pai in Love","n/a","$387,408","12/10"
"Gamer (2009)","M","$385,364","9/3"
"Isam samawang cha-cha-cha (In Country Melody 2)","Phranakorn","$383,830","8/12"
"Chuaed Kon Chim (Mead Grinder)","Phranakorn","$378,963","3/19"
"Bolt","Disney","$350,751","3/5"
"The Taking of Pelham One, Two, Three","Sony","$347,931","7/30"
"Public Enemies","UIP","$334,018","7/23"
"Street Fighter: The Legend of Chun-Li","M","$330,565","2/26"
"Fah Sai Jai Chuan Ban","n/a","$319,129","1/15"
"Kwamsuk Khong Kati","Mongkol Films","$312,429","1/8"
"San suk si gin (Shinjuku Incident)","Mongkol Major","$312,302","4/2"
"Inglourious Basterds","UIP","$311,150","8/20"
"Outlander","Mongkol Major","$294,984","2/26"
"Blood: The Last Vampire","Mongkol Major","$252,787","6/4"
"Tha Chon (Fireball)","Phranakorn","$219,306","1/29"
"Rak Thee Ro Khoy (October Sonata)","M","$213,586","12/23"
"Sorority Row","Mongkol Major","$211,652","10/1"
"Ci Ling (The Treasure Hunter)","Mongkol Major","$209,470","12/30"
"Pandorum","Mongkol Major","$205,563","9/25"
"Chuan (Slice)","Five Star","$190,776","10/21"
"Did You Hear About the Morgans?","Sony","$182,892","12/30"
"Tok Tra Phee (The Fatality)","n/a","$182,256","1/15"
"Quarantine","n/a","$182,167","1/8"
"Couples Retreat","UIP","$180,615","12/3"
"Anuban Dek Khong","Mongkol Films","$180,441","6/11"
"Nang mai (NYMPH)","n/a","$174,835","7/1"
"Orphan","WB","$158,321","8/20"
"17 Again","WB","$155,536","6/11"
"Na Khana Rak (A Moment In June)","Mongkol Films","$153,308","2/12"
"High School Musical 3: Senior Year","Disney","$153,135","1/22"
"Paranormal Activity","M","$140,987","11/26"
"Whiteout","WB","$137,743","9/17"
"Defiance","M","$132,060","1/15"
"The Hangover","WB","$126,912","7/30"
"The Time Traveler's Wife","WB","$122,210","10/1"
"The Rebound","Mongkol Major","$120,435","10/28"
"2022 Tsunami","n/a","$120,283","5/28"
"The Fourth Kind","Mongkol Major","$113,794","12/10"
"5 Huajai Hero (Power Kids)","Mongkol Films","$97,836","3/5"
"The Horsemen","Mongkol Major","$96,919","5/7"
"Xiong mao hui jia lu (Touch of the Panda)","Disney","$93,021","8/12"
"Slumdog Millionaire","n/a","$92,868","3/5"
"Jian guo da ye (The Founding of a Republic)","n/a","$88,652","12/10"
"Make It Happen","M","$87,261","3/19"
"The Reader","M","$85,772","2/12"
"The Secret of Moonacre","Mongkol Major","$83,469","7/9"
"The Box","M","$81,071","11/5"
"Sam-Chuk","n/a","$79,817","8/5"
"Banlieue 13 - Ultimatum","M","$74,455","7/9"
"Revolutionary Road","UIP","$72,909","2/5"
"Seven Pounds","Sony","$71,657","3/19"
"New in Town","n/a","$71,327","3/19"
"New York, I Love You","n/a","$70,518","10/15"
"Kwasok Scandle (Speed Scandal)","n/a","$68,635","10/29"
"The September Issue","Mongkol Major","$66,447","11/12"
"Brüno","Mongkol Major","$66,223","7/30"
"Coco avant Chanel","n/a","$66,159","8/20"
"Ja-Ae Koylaewja","n/a","$66,078","10/29"
"Ssanghwajeom (A Frozen Flower)","Mongkol Major","$64,685","4/16"
"The International","Sony","$56,637","4/16"
"Milk","M","$49,323","2/26"
"The Pink Panther 2","Sony","$47,907","2/26"
"Yom Pee Poa (2009)","n/a","$44,961","11/26"
"Krasue Fud Pop","n/a","$44,540","5/21"
"Fame (2009)","M","$40,843","10/8"
"Thick as Thieves","n/a","$40,763","5/7"
"Eiga doraemon: Shin. Nobita no uchû kaitakushi","n/a","$40,519","10/28"
"Land of the Lost","UIP","$39,236","9/3"
"Julie & Julia","Sony","$38,570","11/26"
"The Road","n/a","$37,041","12/10"
"Bandslam","Mongkol Major","$36,655","8/27"
"Suay Samurai (Vanquisher) (2009)","Mongkol Films","$35,930","11/5"
"Bad Lieutenant: Port of Call New Orleans","n/a","$34,887","10/8"
"Antique","n/a","$34,692","4/16"
"Samphanbok (The Sanctuary)","n/a","$34,498","10/8"
"Okuribito (Departures)","Mongkol Major","$30,324","6/18"
"Gake no ue no Ponyo (Ponyo on a Cliff)","M","$27,906","8/27"
"The Wrestler","M","$22,056","2/19"
"9","M","$20,774","9/10"
"Last Chance Harvey","M","$20,692","4/9"
"Astro Boy","n/a","$20,348","12/3"
"Boku no hatsukoi wo kimi ni sasagu (I Give My First Love to You)","Mongkol Films","$19,508","12/24"
"My Sister's Keeper","WB","$19,126","9/10"
