" Movie Title"," Distributor"," Gross"," Release"
"Tangled","Disney","$6,287,267","12/8"
"Harry Potter and the Deathly Hallows (Part One)","WB","$5,987,866","11/17"
"Alice in Wonderland (2010)","Disney","$5,635,346","3/4"
"Shrek Forever After","UPI","$4,589,527","7/1"
"The Twilight Saga: Eclipse","Constantin","$3,996,526","7/14"
"Inception","WB","$3,607,185","7/29"
"Grown Ups","Sony","$3,521,030","8/6"
"Sex and the City 2","WB","$3,153,374","5/28"
"Despicable Me","UPI","$3,059,494","10/1"
"It's Complicated","UPI","$2,913,166","1/22"
"Little Fockers","UPI","$2,739,854","12/23"
"Robin Hood","UPI","$2,694,322","5/13"
"Sherlock Holmes","WB","$2,596,222","1/29"
"Prince of Persia: The Sands of Time","Disney","$2,560,512","5/20"
"Resident Evil: Afterlife","Constantin","$2,427,531","9/16"
"Step Up 3-D","Constantin","$2,349,174","8/26"
"Toy Story 3","Disney","$2,265,419","7/29"
"How to Train Your Dragon","UPI","$2,213,445","3/26"
"The Last Airbender","UPI","$2,191,663","8/20"
"Die unabsichtliche Entführung der Frau Elfriede Ott","n/a","$2,190,923","10/1"
"Knight & Day","Fox","$2,097,407","7/22"
"Eat Pray Love","Sony","$2,000,100","9/24"
"The Tourist","n/a","$2,000,083","12/16"
"Saw 3D","n/a","$1,998,947","11/25"
"Valentine's Day","WB","$1,938,896","2/11"
"Clash of the Titans (2010)","WB","$1,930,936","4/8"
"Konferenz der Tiere (Animals United)","Constantin","$1,920,262","10/8"
"Due Date","WB","$1,894,789","11/5"
"Shutter Island","Constantin","$1,821,686","2/26"
"The Bounty Hunter","Sony","$1,737,382","4/2"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$1,706,359","12/17"
"The Expendables","Fox","$1,656,368","8/27"
"The Karate Kid","Sony","$1,632,594","7/23"
"Did You Hear About the Morgans?","Sony","$1,607,249","1/6"
"Jackass 3-D","UPI","$1,584,050","10/29"
"Echte Wiener II - Die Deppat'n und die Gspritzt'n","n/a","$1,572,971","12/23"
"Red","Constantin","$1,370,268","10/28"
"Iron Man 2","Constantin","$1,357,508","5/5"
"Yogi Bear","WB","$1,355,259","12/23"
"The Social Network","Sony","$1,315,082","10/8"
"Vampires Suck","Fox","$1,299,458","9/10"
"Marmaduke","Fox","$1,297,402","7/16"
"The Men Who Stare at Goats","n/a","$1,207,373","3/5"
"The Sorcerer's Apprentice","Disney","$1,187,281","9/2"
"Up in the Air","UPI","$1,173,501","2/5"
"Cats & Dogs: Revenge of Kitty Galore","WB","$1,162,088","8/13"
"Salt","Sony","$1,159,422","8/20"
"Cloudy with a Chance of Meatballs","Sony","$1,157,980","1/29"
"Life as We Know It","WB","$1,144,067","10/22"
"Megamind","UPI","$1,083,480","12/3"
"Get Him to the Greek","UPI","$1,011,591","9/3"
"Sammy's Adventures: The Secret Passage","n/a","$986,673","10/25"
"The Blind Side","WB","$979,955","3/26"
"Am Anfang war das Licht (In the Beginning There Was Light)","n/a","$960,029","9/17"
"Salami Aleikum","Stadtkino","$934,475","1/1"
"Percy Jackson & The Olympians: The Lightning Thief","Fox","$900,066","2/11"
"The Last Song","Disney","$890,763","4/29"
"The Wolfman","UPI","$888,179","2/12"
"Wall Street: Money Never Sleeps","Fox","$875,756","10/22"
"The A-Team","Fox","$873,867","8/12"
"Killers","n/a","$860,858","8/5"
"Hanni & Nanni","UPI","$854,586","6/18"
"She's Out of My League","UPI","$838,538","4/30"
"Nanny McPhee and The Big Bang","UPI","$836,908","4/1"
"Tooth Fairy","Fox","$818,309","3/19"
"A Nightmare on Elm Street (2010)","WB","$802,440","5/20"
"Piranha 3D","n/a","$778,259","10/14"
"Otto's Eleven","WB","$749,593","12/2"
"Predators","Fox","$694,676","7/9"
"The Back-Up Plan","Constantin","$681,959","5/13"
"Date Night","Fox","$628,458","4/16"
"Der Atem des Himmels","Constantin","$620,346","9/3"
"The Imaginarium of Doctor Parnassus","Constantin","$615,121","1/6"
"Letters to Juliet","Constantin","$604,251","8/19"
"Paranormal Activity 2","UPI","$601,750","11/5"
"StreetDance 3D","Constantin","$591,467","6/3"
"Machete","Sony","$570,275","12/17"
"Nanga Parbat (2010)","n/a","$556,124","1/14"
"3faltig","Einhorn","$546,019","10/21"
"Remember Me","Constantin","$538,732","3/26"
"Kottan ermittelt: Rien ne va plus","n/a","$524,231","12/3"
"Friendship","Sony","$503,130","1/15"
"The Book of Eli","Constantin","$499,655","2/18"
"You Will Meet a Tall Dark Stranger","Filmladen","$498,696","12/3"
"Surrogates","Disney","$494,105","1/21"
"The American","Constantin","$466,414","9/17"
"Le concert (2009)","Filmladen","$460,521","8/13"
"Green Zone","UPI","$458,974","3/19"
"Dorian Gray","Filmladen","$458,687","6/10"
"Mine vaganti (Loose Cannons)","Polyfilm","$456,719","8/6"
"Legend of the Guardians: The Owls of Ga'Hoole","WB","$450,589","10/14"
"Old Dogs","Disney","$448,158","1/14"
"Zeiten ändern Dich (Bushido)","Constantin","$410,393","2/5"
"The Switch","Constantin","$405,651","11/11"
"Recep Ivedik 3","n/a","$399,714","2/11"
"Tiger Team","Constantin","$379,448","5/7"
"Five Minarets in New York","n/a","$378,484","11/5"
"Vincent will meer","Constantin","$375,780","4/23"
"Dinner for Schmucks","UPI","$370,361","9/24"
"Giulias Verschwinden (Julia's Disappearance)","n/a","$364,704","2/5"
"Going the Distance","WB","$349,423","9/3"
"The Lovely Bones","UPI","$345,482","2/19"
"Unstoppable","Fox","$334,042","11/12"
"Dear John","n/a","$329,017","5/6"
"From Paris with Love","Constantin","$328,275","3/26"
"Cop Out","WB","$325,172","4/15"
"Vorstadtkrokodile 2","Constantin","$319,762","1/22"
"When in Rome","Disney","$308,321","6/17"
"The Ghost Writer","Filmladen","$307,618","2/19"
"Teufelskicker (Devil's Kickers)","UPI","$293,648","3/12"
"Kick Ass","UPI","$293,094","4/23"
"The Town","WB","$291,641","9/23"
"The Other Guys","Sony","$281,341","11/12"
