" Movie Title"," Distributor"," Gross"," Release"
"Shrek Forever After","UIP","$17,262,308","7/9"
"Alice in Wonderland (2010)","Forum Films","$7,926,017","3/5"
"Inception","WB","$6,727,314","7/30"
"Harry Potter and the Deathly Hallows (Part One)","WB","$6,679,851","11/19"
"Ciacho","Syrena","$5,692,116","1/8"
"Tangled","Forum Films","$5,211,955","11/26"
"Sluby panienskie (Maiden Vows)","Kino S'Wiat","$5,179,068","10/8"
"Step Up 3-D","Monolith","$4,633,996","8/6"
"How to Train Your Dragon","UIP","$4,569,051","4/9"
"The Twilight Saga: Eclipse","Monolith","$4,341,664","6/30"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","Cinepix","$4,237,908","12/25"
"Randka w ciemno (Blind Date)","Kino S'Wiat","$4,007,842","2/5"
"Sniadanie Do Lozka","Kino S'Wiat","$3,965,979","11/10"
"Toy Story 3","Forum Films","$3,876,469","6/18"
"Prince of Persia: The Sands of Time","Forum Films","$3,302,798","5/21"
"Disco ormene","Kino S'Wiat","$3,027,656","5/21"
"Robin Hood","UIP","$2,928,660","5/14"
"The Princess and the Frog","Forum Films","$2,890,822","1/15"
"Alvin and the Chipmunks: The
Squeakquel","Cinepix","$2,724,821","1/22"
"The Ghost Writer","n/a","$2,637,644","2/19"
"Sherlock Holmes","WB","$2,522,917","1/15"
"Clash of the Titans (2010)","WB","$2,319,815","4/9"
"Sammy's Adventures: The Secret Passage","n/a","$2,229,723","10/1"
"Tron Legacy","Forum Films","$2,227,449","12/31"
"Saw 3D","Kino S'Wiat","$2,189,236","10/29"
"Despicable Me","UIP","$2,109,440","8/20"
"Salt","Sony","$1,912,727","8/27"
"Skrzydlate swinie","ITI","$1,898,456","11/5"
"Eat Pray Love","Sony","$1,895,338","10/1"
"The Sorcerer's Apprentice","Forum Films","$1,893,685","7/30"
"Trick (2010)","Kino S'Wiat","$1,847,980","3/12"
"Whatever Works","Kino S'Wiat","$1,824,986","4/9"
"Planet 51","Vision","$1,796,388","1/29"
"Little Fockers","UIP","$1,787,463","12/25"
"Nine","Kino S'Wiat","$1,714,743","1/22"
"Alpha and Omega","Monolith","$1,678,642","11/5"
"The Expendables","Monolith","$1,666,186","8/20"
"Resident Evil: Afterlife","Sony","$1,623,327","9/10"
