" Movie Title"," Distributor"," Gross"," Release"
"Shrek Forever After","Forum","$688,295","6/4"
"Alice in Wonderland (2010)","Forum","$545,457","3/5"
"Despicable Me","Forum","$531,998","10/15"
"Zero 2","n/a","$366,043","1/22"
"Inception","Garsu","$359,856","7/23"
"How to Train Your Dragon","Forum","$342,144","4/2"
"Step Up 3-D","ACME","$303,401","8/27"
"The Princess and the Frog","Forum","$284,064","1/29"
"The Twilight Saga: Eclipse","ACME","$278,952","7/2"
"Megamind","Forum","$264,917","12/17"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","Forum","$263,036","12/10"
"Eat Pray Love","ACME","$246,562","10/8"
"Harry Potter and the Deathly Hallows (Part One)","WB","$240,902","11/19"
"Sherlock Holmes","Garsu","$238,611","1/1"
"Toy Story 3","Forum","$235,594","7/9"
"Cats & Dogs: Revenge of Kitty Galore","WB","$232,984","8/6"
"Sex and the City 2","Garsu","$208,881","5/28"
"Robin Hood","Forum","$201,061","5/14"
"StreetDance 3D","n/a","$198,113","6/25"
"Resident Evil: Afterlife","ACME","$188,487","9/10"
"The Expendables","Incognito","$179,503","8/13"
"Prince of Persia: The Sands of Time","Forum","$176,577","5/28"
"Clash of the Titans (2010)","Garsu","$175,979","4/16"
"Due Date","Garsu","$166,911","11/5"
"The Last Airbender","Forum","$156,754","8/20"
"Saw 3D","ACME","$154,115","10/29"
"Tron Legacy","Forum","$149,588","12/24"
"Nasha Russia: Yaytsa sudby","ACME","$143,875","1/29"
"Shutter Island","ACME","$140,653","2/26"
"Salt","ACME","$139,927","8/6"
"Valentine's Day","Garsu","$137,453","2/12"
"Legend of the Guardians: The Owls of Ga'Hoole","Garsu","$133,181","10/1"
"Little Fockers","Forum","$127,327","12/24"
"Yolki","ACME","$123,700","12/24"
"Amaya (Hong Kong Confidential)","Meed","$123,505","9/17"
"The Bounty Hunter","Sony","$111,690","3/26"
"Knight & Day","Forum","$107,223","7/16"
"Sammy's Adventures: The Secret Passage","ACME","$97,260","9/17"
"Iron Man 2","Forum","$97,230","4/30"
"It's Complicated","Forum","$95,087","1/15"
"The Sorcerer's Apprentice","Forum","$89,954","8/13"
"Buried","Incognito","$88,765","9/30"
"Coco avant Chanel","n/a","$81,253","3/5"
"Killers","ACME","$80,785","6/11"
"The Social Network","ACME","$77,022","10/22"
"Predators","Forum","$71,618","7/30"
"Going the Distance","Garsu","$70,660","9/10"
"Vampires Suck","Forum","$70,537","8/20"
"Red","ACME","$70,045","10/15"
"Black Lightning","Forum","$69,444","1/1"
"The Other Guys","ACME","$67,774","10/1"
"The Back-Up Plan","Sony","$63,497","5/7"
"Up in the Air","Forum","$61,555","1/22"
"The Nutcracker in 3D","ACME","$60,510","12/31"
"Unstoppable","Forum","$60,378","11/12"
"The Book of Eli","Sony","$60,288","1/22"
"The Town","Garsu","$59,668","10/15"
"The Wolfman","Forum","$57,373","2/11"
"Tucker & Dale vs Evil","Incognito","$56,585","12/17"
"Piranha 3D","ACME","$55,935","11/19"
"When in Rome","Forum","$55,449","3/19"
"Remember Me","ACME","$55,368","4/2"
"Grown Ups","Sony","$54,843","7/30"
"Date Night","Forum","$53,920","4/9"
"A Nightmare on Elm Street (2010)","Garsu","$52,289","5/7"
"Utomlyonnye solntsem 2 (Burnt by the Sun 2)","n/a","$50,957","4/23"
"Skyline","Incognito","$50,226","12/3"
"The A-Team","Forum","$49,732","6/11"
"Daybreakers","ACME","$49,034","1/8"
"Leap Year","Forum","$48,548","2/26"
"The Lovely Bones","Forum","$48,228","2/19"
"Get Him to the Greek","Forum","$48,116","8/6"
"Last Night","ACME","$47,336","12/10"
"Lyubov v bolshom gorode 2 (Love in the Big City 2)","ACME","$46,375","3/12"
"Dear John","n/a","$45,779","4/16"
"The Imaginarium of Doctor Parnassus","ACME","$44,427","1/8"
"The Young Victoria","n/a","$43,988","6/18"
"Machete","ACME","$42,758","9/4"
"Percy Jackson & The Olympians: The Lightning Thief","Forum","$42,731","2/12"
"From Paris with Love","ACME","$41,649","2/5"
"Did You Hear About the Morgans?","Sony","$41,491","2/5"
"You Again","Forum","$39,934","11/12"
"Green Zone","Forum","$38,884","3/26"
"The Switch","ACME","$38,222","10/29"
"The Next Three Days","ACME","$36,044","12/3"
"Dorian Gray","n/a","$35,123","4/30"
"I Love You, Phillip Morris","ACME","$34,434","3/5"
"The Karate Kid","ACME","$32,609","9/4"
"Centurion","ACME","$32,383","7/9"
"The Fighter","GPI","$31,626","2/18"
"Ninja Assassin","Garsu","$30,923","1/15"
"Wall Street: Money Never Sleeps","Forum","$30,829","11/26"
"Letters to Juliet","ACME","$29,538","7/23"
"Kai apkabinsiu tave (Back to Your Arms)","ACME","$29,099","11/26"
"Bad Lieutenant: Port of Call New Orleans","n/a","$28,812","2/19"
"Marmaduke","Forum","$28,788","8/27"
"The Men Who Stare at Goats","ACME","$28,477","2/19"
"Devil","Forum","$28,336","10/22"
"Män som hatar kvinnor (The Girl with the Dragon Tattoo)","Incognito","$27,477","8/20"
"Legion (2010)","Sony","$26,802","3/12"
" Movie Title"," Distributor"," Gross"," Release"
"L'arnacoeur (Heartbreaker)","A-One","$25,248","12/17"
"Nanny McPhee and The Big Bang","Forum","$24,573","4/30"
"Tortuga - Die unglaubliche Reise der Meeresschildkröte (Turtle: The Incredible Journey)","n/a","$24,352","7/23"
"The Fourth Kind","ACME","$23,936","3/19"
"Stone","Incognito","$22,156","10/8"
"13","ACME","$21,388","11/5"
