" Movie Title"," Gross"
"Pirates of the Caribbean: At World's End","$449,942"
"The Heartbreak Kid","$439,673"
"Shrek the Third","$394,476"
"300","$377,972"
"Harry Potter and the Order of the Phoenix","$336,817"
"Apocalypto","$288,912"
"4 luni, 3 saptamâni si 2 zile (4 Months, 3 Weeks, 2 Days)","$274,611"
"Stardust","$263,896"
"Ocean's Thirteen","$249,091"
"Transformers","$242,845"
"I Now Pronounce You Chuck and Larry","$233,336"
"Mr. Bean's Holiday","$227,704"
"The Golden Compass","$224,301"
"Rush Hour 3","$214,657"
"Ratatouille","$214,412"
"American Gangster","$212,178"
"Spider-Man 3","$210,624"
"Night at the Museum","$202,504"
"Live Free or Die Hard","$200,271"
"The Bourne Ultimatum","$197,129"
"Ghost Rider","$183,792"
"Deja Vu","$176,210"
"Blood Diamond","$173,571"
"Alvin and the Chipmunks","$171,166"
"Knocked Up","$169,164"
"Good Luck Chuck","$150,566"
"Hitman","$147,624"
"1408","$145,818"
"Beowulf","$140,379"
"Bee Movie","$139,984"
"The Simpsons Movie","$139,505"
"Next","$139,092"
"Mama's Boy","$135,177"
"Norbit","$123,801"
"Fracture","$123,023"
"88 Minutes","$120,440"
"The Pursuit of Happyness","$117,433"
"Evan Almighty","$117,059"
"Shooter","$114,392"
"Superbad","$113,537"
"The Good Shepherd","$112,623"
"Because I Said So","$109,572"
"Wild Hogs","$108,020"
"Music and Lyrics","$107,945"
"Surf's Up","$107,447"
"The Nanny Diaries","$106,641"
"Perfect Stranger","$101,730"
"Sydney White","$100,738"
"Babel","$99,956"
"No Reservations","$97,885"
"Code Name: The Cleaner","$96,114"
"Fantastic Four: Rise of the Silver Surfer","$95,512"
"California Dreamin' (Nesfarsit)","$94,917"
"Shoot 'Em Up","$92,746"
"Smokin' Aces","$90,643"
"The Brave One","$88,038"
"The Invasion","$87,105"
"Lions for Lambs","$86,861"
"Premonition","$85,597"
"Taxi 4","$82,244"
"The Kingdom","$80,730"
"Mr. Brooks","$78,273"
"The Prestige","$76,862"
"The Last Legion","$75,023"
"WAR","$74,732"
"Trust the Man","$74,640"
"Epic Movie","$66,264"
"The Illusionist","$65,279"
"The Number 23","$62,837"
"Resident Evil: Extinction","$62,422"
"Fred Claus","$61,192"
"We Own the Night","$60,500"
"Rendition","$58,011"
"The Assassination of Jesse James by the Coward Robert Ford","$57,225"
"The Painted Veil","$56,056"
"Hannibal Rising","$54,334"
"The Fountain","$52,000"
"Georgia Rule","$51,970"
"Sunshine","$51,125"
"3:10 to Yuma (2007)","$51,083"
"Zodiac","$50,165"
"The Last King of Scotland","$47,187"
"Volkodav iz roda serykh psov (The Wolfhound)","$47,153"
"The Condemned","$47,132"
"Butterfly on a Wheel","$46,146"
"Paris, je t'aime","$44,714"
"The Grudge 2","$43,604"
"A Mighty Heart","$42,372"
"Dreamgirls","$40,865"
"The Queen","$39,228"
"The Reaping","$38,785"
"Mr. Magorium's Wonder Emporium","$37,785"
"Blades of Glory","$37,692"
"Ticalosii","$37,402"
"Dupa ea","$36,225"
"Hairspray (2007)","$35,780"
"Flushed Away","$35,724"
"Disturbia","$35,389"
"Rise: Blood Hunter","$34,750"
"Little Miss Sunshine","$34,304"
"Halloween (2007)","$32,943"
"TMNT","$32,000"
"Perfume - The Story of a Murderer","$31,610"
"Employee of the Month","$31,257"
"The Flock","$31,067"
"Rocky Balboa","$30,977"
"Charlotte's Web","$29,590"
"La Môme (La Vie en Rose)","$29,504"
"National Lampoon's Van Wilder: The Rise of Taj","$29,467"
"Bandidas","$29,355"
"Alpha Dog","$27,682"
"Letters from Iwo Jima","$26,246"
"Becoming Jane","$25,925"
"Bobby","$25,679"
"River Queen","$25,245"
"Roming","$24,707"
"Bridge to Terabithia","$24,547"
"Blood and Chocolate","$23,788"
"I Really Hate My Job","$23,507"
"Little Children","$22,543"
"28 Weeks Later","$22,391"
"Shadowboxer","$21,748"
"Notes on a Scandal","$20,882"
"Irresistible","$18,652"
"Frágiles (Fragile)","$16,992"
"Wolf Creek","$16,488"
"Across the Universe","$16,441"
"Meet the Robinsons","$15,877"
"Venus","$15,217"
"Interview","$14,186"
"Harsh Times","$14,113"
"El Laberinto del Fauno (Pan's Labyrinth)","$13,458"
"Looking for Comedy in the Muslim World","$13,337"
"Living & Dying","$12,804"
"Zwartboek (Black Book)","$12,596"
"Razboi pe calea undelor (Cold Waves)","$12,290"
"Infamous","$12,243"
"People","$12,170"
"Molière (2007)","$11,379"
"El Camino de los ingleses (Summer Rain)","$11,158"
"The Night Listener","$10,803"
"Hot Fuzz","$10,704"
"Bordertown","$10,561"
"Flags of Our Fathers","$10,025"
"The Science of Sleep","$9,484"
"Den Brysomme mannen","$8,865"
"A Prairie Home Companion","$8,650"
"Marie and Bruce","$8,349"
"Inland Empire","$6,834"
"L'Entente cordiale","$6,804"
"Quelques jours en septembre","$6,533"
"Joong Cheon (The Restless)","$6,435"
"Bug","$6,402"
"Requiem","$6,132"
"Fall Down Dead","$6,126"
"Ellie Parker","$6,068"
"Ingerul necesar","$5,960"
"OSS 117: Le Caire nid d'espions (OSS 117: Cairo, Nest of Spies)","$5,867"
"Azul oscuro, casi negro (DarkBlueAlmostBlack)","$5,748"
"Logodnicii din America","$5,154"
"La Sconosciuta (The Unknown Woman)","$4,424"
"Scorpion","$3,800"
"Akeelah and the Bee","$3,398"
"Nuovomondo (The Golden Door)","$3,192"
"Gwoemul (The Host)","$2,813"
"Mon meilleur ami (My Best Friend)","$2,620"
"13 Tzameti","$2,558"
"Coeurs (Private Fears in Public Places)","$2,440"
"Ils (Them)","$2,206"
"Grbavica: The Land of My Dreams","$1,588"
"Mon colonel","$791"
"Quatre étoiles","$716"
"Selon Charlie","$573"
"Sanxia haoren (Still Life)","$490"
"Lemming","$490"
