" Movie Title"," Distributor"," Gross"," Release"
"The Tourist","Sony","$247,929","1/14"
"Friends with Benefits","Sony","$164,512","9/16"
"The Green Hornet","Sony","$152,290","1/28"
"Jumping the Broom","Sony","$148,887","6/17"
"Just Go With It","Sony","$140,737","4/15"
"Thor","n/a","$136,489","5/6"
"Bad Teacher","Sony","$124,659","8/12"
"Fast Five","n/a","$122,971","5/13"
"The Smurfs","Sony","$100,482","8/19"
"Transformers 3","n/a","$94,061","7/8"
"Priest","Sony","$91,585","5/13"
"Battle: Los Angeles","Sony","$79,472","4/1"
"Unknown","n/a","$75,988","3/18"
"Zookeeper","Sony","$75,568","9/2"
"The Dilemma","n/a","$72,581","3/11"
"Hanna","Sony","$72,461","6/10"
"Mission: Impossible - Ghost Protocol","n/a","$63,071","12/23"
"Captain America: The First Avenger","n/a","$60,118","8/12"
"Kung Fu Panda 2","n/a","$52,053","6/17"
"Colombiana","n/a","$47,316","11/11"
"Burlesque","Sony","$46,473","2/11"
"No Strings Attached","n/a","$45,097","4/8"
"Bridesmaids","n/a","$43,587","7/1"
"Hop","n/a","$41,671","4/8"
"The Adjustment Bureau","n/a","$40,606","6/24"
"Cowboys & Aliens","n/a","$40,179","8/26"
"The Mechanic","n/a","$36,594","1/28"
"The Change-Up","n/a","$36,437","10/7"
"How Do You Know","Sony","$35,043","3/4"
"Johnny English Reborn","Silverbird","$33,756","10/21"
"Easy A","Sony","$32,582","1/7"
"The Roommate","Sony","$32,187","3/25"
"Hall Pass","n/a","$29,907","3/25"
"Life as We Know It","Silverbird","$29,651","1/21"
"The Three Musketeers (2011)","n/a","$27,843","12/9"
"I Am Number Four","n/a","$27,364","2/18"
"Arthur Christmas","Sony","$26,043","11/25"
"Red Riding Hood","n/a","$25,367","4/8"
"Sucker Punch","n/a","$24,525","4/29"
"Abduction","n/a","$24,450","11/11"
"Courageous","Sony","$24,084","12/9"
"Tower Heist","n/a","$22,757","11/18"
"Immortals","n/a","$21,140","12/30"
"Super 8","n/a","$20,718","8/5"
"Moneyball","Sony","$17,792","11/18"
"Straw Dogs (2010)","Sony","$17,494","12/2"
"Legend of the Guardians: The Owls of Ga'Hoole","n/a","$17,325","1/14"
"Honey 2","n/a","$17,013","7/29"
"Red","n/a","$13,452","1/28"
"Puss in Boots","n/a","$12,445","12/9"
"Morning Glory","Silverbird","$9,551","2/14"
"Rango","n/a","$9,395","3/25"
"The Adventures of Tintin","n/a","$8,953","12/30"
"Mars Needs Moms","n/a","$8,502","3/18"
"Your Highness","n/a","$8,156","5/20"
"Black Swan","n/a","$8,086","3/25"
"Killer Elite","n/a","$6,362","12/23"
"True Grit","n/a","$3,595","5/20"
"Warriors (2011)","n/a","$2,071","12/16"
