" Movie Title"," Distributor"," Gross"," Release"
"Harry Potter and the Deathly Hallows (Part Two)","WB","$840,797","7/14"
"The Smurfs","Sony","$818,388","8/4"
"Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$714,462","5/19"
"The Twilight Saga: Breaking Dawn Part 1","n/a","$612,864","11/17"
"The Hangover Part II","WB","$601,491","5/26"
"Puss in Boots","UIP","$557,588","12/1"
"Kung Fu Panda 2","UIP","$557,396","6/2"
"Transformers 3","UIP","$466,779","6/30"
"Johnny English Reborn","UIP","$466,412","9/15"
"Sherlock Holmes: A Game of Shadows","WB","$452,028","12/22"
"Rio","Fox","$398,401","4/14"
"Thor","UIP","$368,650","4/28"
"Alvin and the Chipmunks: Chipwrecked","Fox","$315,977","12/22"
"Immortals","n/a","$307,520","11/10"
"Parada (Parade)","n/a","$303,299","12/15"
"Cars 2","Disney","$293,737","8/25"
"Fast Five","UIP","$280,541","5/5"
"The Three Musketeers (2011)","n/a","$275,656","10/20"
"Mission: Impossible - Ghost Protocol","UIP","$271,758","12/15"
"The Girl with the Dragon Tattoo (2011)","Sony","$251,927","12/29"
"The Tourist","Sony","$229,066","1/13"
"Limitless","n/a","$223,184","3/24"
"Tangled","Disney","$219,250","1/13"
"The King's Speech","n/a","$211,430","2/3"
"New Year's Eve","WB","$200,125","12/8"
"Gnomeo and Juliet","n/a","$191,801","2/10"
"Horrible Bosses","WB","$187,833","8/18"
"Just Go With It","Sony","$180,234","3/10"
"Season of the Witch","n/a","$174,472","1/6"
"Tower Heist","UIP","$174,324","11/3"
"No Strings Attached","UIP","$172,574","2/10"
"Arthur Christmas","Sony","$171,046","11/24"
"Black Swan","Fox","$167,202","1/27"
"Rise of the Planet of the Apes","Fox","$159,130","8/4"
"The Rite","WB","$154,876","3/10"
"Unknown","WB","$153,806","2/17"
"Conan the Barbarian (2011)","n/a","$149,211","8/25"
"Sanctum (3D)","n/a","$144,458","4/14"
"Friends with Benefits","Sony","$141,573","9/22"
"Captain America: The First Avenger","UIP","$134,319","7/28"
"Bridesmaids","UIP","$134,261","7/7"
"Midnight in Paris","n/a","$133,424","9/15"
"Hall Pass","WB","$132,626","4/7"
"Konferenz der Tiere (Animals United)","n/a","$129,850","6/30"
"Super 8","UIP","$128,062","6/16"
"Contagion","WB","$118,613","9/29"
"In Time","Fox","$118,493","10/27"
"Battle: Los Angeles","Sony","$106,616","3/17"
"Mr. Popper's Penguins","Fox","$105,107","6/23"
"X-Men: First Class","Fox","$104,160","6/2"
"The Adventures of Tintin","Sony","$101,983","11/3"
"Something Borrowed","n/a","$91,554","6/9"
"Abduction","n/a","$90,470","9/22"
"Rango","UIP","$89,784","3/3"
"Killer Elite","n/a","$86,978","10/27"
"Justin Bieber: Never Say Never","UIP","$86,842","3/17"
"Bad Teacher","Sony","$85,580","8/25"
"Hop","UIP","$85,171","3/31"
"The Change-Up","UIP","$84,020","9/1"
"The Dilemma","UIP","$84,019","1/27"
"Green Lantern","WB","$82,610","8/11"
"The Darkest Hour","Fox","$80,865","12/29"
"Priest","Sony","$80,282","5/12"
"Real Steel","Disney","$78,465","10/13"
