" Movie Title"," Distributor"," Gross"," Release"
"Pirates of the Caribbean: On Stranger Tides (3D)","Baltic","$467,710","5/20"
"Kung Fu Panda 2","Baltic","$351,219","6/3"
"Rio","Baltic","$349,354","4/8"
"Cars 2","Baltic","$334,742","8/5"
"The Hangover Part II","ACME","$312,772","5/27"
"The Smurfs","Sony","$307,172","8/19"
"Harry Potter and the Deathly Hallows (Part Two)","Baltic","$276,038","7/15"
"Tangled","Baltic","$266,338","2/11"
"Transformers 3","Baltic","$248,076","6/29"
"Fast Five","Baltic","$241,074","5/4"
"The King's Speech","ACME","$169,742","1/21"
"Just Go With It","Sony","$155,940","2/25"
"Horrible Bosses","Baltic","$153,093","7/8"
"Rango","Baltic","$144,361","3/18"
"No Strings Attached","Baltic","$104,739","2/11"
"Tron Legacy","Baltic","$98,846","1/14"
"Thor","Baltic","$96,627","4/27"
"Sluzhebnyy roman - Nashe vremya (Office Romance)","ACME","$84,007","4/1"
"Mr. Popper's Penguins","Baltic","$82,397","7/22"
"Bad Teacher","Sony","$80,373","8/12"
"Black Swan","Baltic","$77,880","1/28"
"Super 8","Baltic","$74,813","6/17"
"Vykrutasy (Lucky Trouble)","ACME","$70,352","2/18"
"The Adjustment Bureau","Baltic","$67,402","3/4"
"Hall Pass","ACME","$66,614","3/18"
"Final Destination 5","ACME","$66,179","9/2"
"Bridesmaids","Baltic","$65,194","8/5"
"Captain America: The First Avenger","Baltic","$64,654","7/29"
"The Mechanic","n/a","$64,332","1/28"
"Source Code","ACME","$62,982","4/8"
"Rise of the Planet of the Apes","Baltic","$62,058","8/5"
"Battle: Los Angeles","Sony","$56,991","3/18"
"The Green Hornet","Sony","$56,048","1/28"
"Sanctum (3D)","n/a","$54,692","2/25"
"Love and Other Drugs","Baltic","$51,902","1/14"
"X-Men: First Class","Baltic","$51,270","6/3"
"Red Riding Hood","ACME","$50,284","4/22"
"The Very Best Movie 3D","ACME","$50,201","2/4"
"Larry Crowne","ACME","$47,545","7/29"
"Limitless","n/a","$46,209","6/10"
"Big Mommas: Like Father, Like Son","Baltic","$44,040","3/4"
"Yogi Bear","Baltic","$43,945","3/11"
"Something Borrowed","ACME","$42,524","7/1"
"Jane Eyre (2011)","ACME","$41,113","3/18"
"Life as We Know It","Baltic","$40,580","1/28"
"Water for Elephants","Baltic","$39,823","5/27"
"Sucker Punch","ACME","$37,631","3/25"
"Cowboys & Aliens","Baltic","$37,039","8/12"
"Hop","Baltic","$36,935","4/15"
"Lotte ja kuukivi saladus (Lotte and the Moonstone Secret)","n/a","$36,105","8/26"
"Paul","Baltic","$34,131","4/1"
"Drive Angry","ACME","$33,261","2/25"
"The Change-Up","Baltic","$33,073","9/2"
"Conan the Barbarian (2011)","n/a","$32,461","8/19"
"The Rite","ACME","$30,530","4/1"
"Lubov morkov 3 (Lovey Dovey 3)","Baltic","$29,522","3/11"
"How Do You Know","Sony","$29,393","2/4"
"Green Lantern","ACME","$28,933","8/26"
"Blitz","ACME","$28,832","7/22"
"Scream 4","n/a","$28,553","4/15"
"The Dilemma","Baltic","$28,324","1/21"
"Biutiful","ACME","$28,189","2/4"
"True Grit","Baltic","$27,276","2/18"
"Season of the Witch","n/a","$24,927","1/21"
"Potiche","ACME","$24,144","3/11"
"De vrais mensonges (Full Treatment)","ACME","$23,002","4/15"
"Friends with Benefits","Sony","$22,796","9/9"
"The Lincoln Lawyer","ACME","$22,081","5/20"
"Hanna","n/a","$21,886","6/10"
"I Am Number Four","Baltic","$19,926","3/11"
"Sea Rex 3D: Journey to a Prehistoric World","n/a","$19,052","3/25"
"The Roommate","Sony","$17,961","3/25"
"The Eagle","n/a","$17,573","4/8"
"Sammy's Adventures: The Secret Passage","ACME","$17,503","5/6"
"Your Highness","Baltic","$16,701","5/13"
"Somewhere","ACME","$14,176","1/7"
"Les amours imaginaires (Heartbeats)","n/a","$11,897","4/29"
"Zookeeper","Sony","$11,895","9/1"
"Monsieur Taurins","n/a","$11,633","8/26"
"Love, Wedding, Marriage","n/a","$11,157","7/1"
"The Fighter","Baltic","$9,942","2/11"
"Beastly","n/a","$9,616","5/27"
"Blue Valentine","n/a","$7,828","8/19"
"Vanishing on 7th Street","n/a","$7,619","3/4"
"Colombiana","n/a","$6,918","9/9"
"The Kids Are All Right","n/a","$5,878","2/11"
"Winx Club 3D: Magic Adventure","n/a","$5,337","5/13"
"Invisible Sign","n/a","$5,113","4/29"
"Fair Game (2010)","ACME","$4,670","3/4"
"I Love You Too","n/a","$2,852","7/8"
"Ondine","n/a","$1,934","4/15"
"Rabbit Hole","n/a","$1,350","1/14"
