" Movie Title"," Distributor"," Gross"," Release"
"Avatar","Fox","$10,648,534","12/17"
"2012","Sony","$6,100,075","11/12"
"Nisos","Roadshow","$5,696,912","12/29"
"Angels & Demons","Sony","$4,742,120","5/13"
"Ice Age: Dawn of the Dinosaurs","Fox","$4,705,076","7/2"
"The Twilight Saga: New Moon","Odeon","$4,450,958","11/19"
"The Curious Case of Benjamin Button","Village","$4,106,250","1/22"
"Slumdog Millionaire","Aud. Vis.","$3,875,184","3/5"
"I klironomos","Aud. Vis.","$3,349,478","12/10"
"Harry Potter and the Half Blood Prince","WB","$3,296,589","8/25"
"Twilight","Odeon","$2,891,150","1/1"
"The Hangover","WB","$2,682,479","7/16"
"Fast and Furious","UIP","$2,450,550","4/2"
"Up","Disney","$2,360,877","9/10"
"Inglourious Basterds","UIP","$2,171,294","8/20"
"S.E.X. (Sex Soula Ela Hana)","Odeon","$2,151,669","3/19"
"Psyhi vathia (Deep Soul)","Roadshow","$2,128,154","10/22"
"Pethaino gia sena!","Odeon","$2,087,081","1/29"
"A Christmas Carol (2009)","Disney","$1,974,854","12/24"
"My Life in Ruins","n/a","$1,871,896","5/27"
"The Ugly Truth","Sony","$1,852,620","10/8"
"The Pink Panther 2","Sony","$1,820,490","2/12"
"The Reader","Odeon","$1,633,587","1/8"
"Public Enemies","UIP","$1,627,124","7/2"
"Transformers: Revenge of the Fallen","UIP","$1,619,998","6/24"
"Terminator Salvation: The Future Begins","Sony","$1,602,997","6/4"
"Yes Man","Village","$1,553,805","1/8"
"X-Men Origins: Wolverine","Fox","$1,546,965","4/29"
"The Final Destination","Roadshow","$1,546,407","9/10"
"Soula Ela Xana","Odeon","$1,512,714","3/19"
"The Imaginarium of Doctor Parnassus","Roadshow","$1,462,695","11/26"
"Michael Jackson's This Is It","Sony","$1,264,913","10/28"
"Gran Torino","Roadshow","$1,243,943","2/26"
"Underworld: Rise of the Lycans","Aud. Vis.","$1,226,172","1/22"
"The Proposal","Disney","$1,196,317","6/25"
"Le Petit Nicolas","Rosebud","$1,176,002","12/24"
"Knowing","Odeon","$1,145,774","3/26"
"Revolutionary Road","UIP","$1,073,743","1/15"
"Ola tha pane kala!","Aud. Vis.","$1,059,095","1/15"
"It's Complicated","UIP","$1,042,678","12/24"
"Bolt","Aud. Vis.","$988,063","2/5"
"Duplicity","UIP","$978,849","4/16"
"Nine","Odeon","$961,500","12/24"
"Whatever Works","Aud. Vis.","$927,104","11/19"
"Soul Kitchen","Rosebud","$919,834","12/17"
"Monsters Vs. Aliens","UIP","$871,681","4/2"
"Watchmen","UIP","$839,672","3/12"
"Orphan","WB","$819,189","9/24"
"G.I. Joe","UIP","$807,493","9/17"
"Julie & Julia","Sony","$782,907","10/22"
"Night at the Museum: Battle of the Smithsonian","Fox","$777,243","5/21"
"Valkyrie","Odeon","$770,132","2/19"
"Law Abiding Citizen","Roadshow","$734,045","10/29"
"Marley and Me","Odeon","$730,545","3/5"
"Gamer (2009)","Odeon","$727,321","9/3"
"G-Force","Disney","$720,595","10/1"
"Doubt","Aud. Vis.","$707,753","1/29"
"Paranormal Activity","Roadshow","$678,265","11/5"
"Eden à l'Ouest","Odeon","$633,532","2/19"
"He's Just Not That Into You","Village","$611,002","2/19"
"Confessions of a Shopaholic","Disney","$601,396","4/9"
"The White Ribbon","Rosebud","$569,470","10/29"
"The International","Sony","$568,899","3/19"
"The Wrestler","Spentzos","$547,172","2/5"
"Star Trek","UIP","$537,423","5/7"
"The Taking of Pelham One, Two, Three","Sony","$510,166","7/23"
"Brüno","Sony","$507,039","7/9"
"Fame (2009)","Odeon","$470,116","10/1"
"Ghosts of Girlfriends Past","Roadshow","$458,220","6/11"
"Milk","Odeon","$454,274","1/15"
"Planet 51","Odeon","$444,526","11/26"
"Guiness","Village","$438,000","2/26"
"State of Play","UIP","$427,318","4/30"
"Hannah Montana The Movie","Disney","$418,626","6/18"
"I Skoni tou hronou","Aud. Vis.","$413,306","2/12"
"The Unborn (2009)","UIP","$406,785","2/19"
"Saw VI","Spentzos","$374,565","10/22"
"The Duchess","Aud. Vis.","$373,833","1/29"
"District 9","Sony","$366,141","11/26"
"Couples Retreat","UIP","$363,826","11/5"
"The Tale of Despereaux","UIP","$346,022","2/26"
"I Hate Valentine's Day","Odeon","$342,569","8/20"
"Surrogates","Disney","$337,780","11/5"
"Love Happens","Odeon","$322,643","9/17"
"Two Lovers","Odeon","$319,771","3/12"
