" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Tron Legacy","Disney","$491,082","-","43","-","$11,421","$676,275","1"
"2","N","Little Fockers","UIP","$398,329","-","36","-","$11,065","$561,900","1"
"3","1","The Tourist","Gulf","$182,235","-53.2%","27","-8","$6,749","$1,709,486","3"
"4","3","Tangled","Disney","$101,535","-47.4%","12","-9","$8,461","$1,186,666","4"
"5","2","The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$88,076","-66.4%","17","-9","$5,181","$922,859","3"
"6","N"," Open Season 3","n/a","$61,846","-","16","-","$3,865","$104,659","1"
"7","N"," The King of Fighters","Gulf","$55,551","-","14","-","$3,968","$79,669","1"
"8","6"," El Lembi 8 Giga","Gulf","$50,949","-48.4%","15","-5","$3,397","$842,889","4"
"9","4","Fair Game (2010)","Gulf","$20,123","-84.4%","12","-11","$1,677","$199,151","2"
"10","7"," Garfield's Pet Force","Gulf","$16,485","-71.1%","22","-3","$749","$139,671","2"
"11","10","Harry Potter and the Deathly Hallows (Part One)","WB","$14,727","-48.5%","3","-4","$4,909","$1,683,124","6"
"12","8","Life as We Know It","WB","$12,471","-68.4%","3","-3","$4,157","$409,263","4"
"13","12","Due Date","WB","$10,546","-24.4%","2","+1","$5,273","$1,033,076","8"
"14","11"," Tell-Tale","Gulf","$5,683","-69.3%","8","-4","$710","$34,522","2"
"15","5"," Lies & Illusions","Gulf","$5,389","-95.0%","7","-17","$770","$154,492","2"
"16","9","Faster","Sony","$4,712","-87.4%","3","-8","$1,571","$562,487","4"
"17","13","The Next Three Days","Gulf","$3,699","-72.2%","2","-1","$1,850","$510,398","5"
"18","15","Megamind","UIP","$2,499","-57.2%","3","-","$833","$986,275","7"
"19","14","Skyline","Gulf","$811","-92.7%","1","-7","$811","$323,770","4"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","The Tourist","Gulf","$389,428","-47.7%","35","-4","$11,127","$1,427,171","2"
"2","2","The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$261,939","-20.7%","26","-12","$10,075","$786,363","2"
"3","3","Tangled","Disney","$192,889","+14.6%","21","-4","$9,185","$1,009,437","3"
"4","N","Fair Game (2010)","Gulf","$129,274","-","23","-","$5,621","$166,531","1"
"5","N"," Lies & Illusions","Gulf","$107,473","-","24","-","$4,478","$145,877","1"
"6","4"," El Lembi 8 Giga","Gulf","$98,644","-41.1%","20","-2","$4,932","$771,462","3"
"7","N"," Garfield's Pet Force","Gulf","$57,104","-","25","-","$2,284","$91,271","1"
"8","6","Life as We Know It","WB","$39,475","-34.7%","6","-7","$6,579","$388,500","3"
"9","5","Faster","Sony","$37,311","-53.7%","11","-10","$3,392","$538,949","3"
"10","7","Harry Potter and the Deathly Hallows (Part One)","WB","$28,588","-29.9%","7","-4","$4,084","$1,656,123","5"
"11","N"," Tell-Tale","Gulf","$18,498","-","12","-","$1,542","$26,235","1"
"12","11","Due Date","WB","$13,951","+64.7%","1","-1","$13,951","$1,013,651","7"
"13","9","The Next Three Days","Gulf","$13,316","-37.4%","3","-9","$4,439","$504,464","4"
"14","8","Skyline","Gulf","$11,178","-71.4%","8","-17","$1,397","$322,586","3"
"15","10","Megamind","UIP","$5,834","-40.4%","3","-6","$1,945","$981,576","6"
"16","13","Red","Gulf","$1,820","-31.3%","1","-1","$1,820","$790,175","6"
"17","12","The Last Exorcism","Gulf","$1,190","-79.3%","2","-3","$595","$276,538","4"
"18","14"," Little Big Soldier","n/a","$621","-42.8%","1","-","$621","$673,019","5"
"19","17"," La Véritable histoire du chat botte","Gulf","$607","+0.2%","1","-","$607","$55,828","4"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","The Tourist","Gulf","$744,116","-","39","-","$19,080","$880,520","1"
"2","N","The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$330,269","-","38","-","$8,691","$410,593","1"
"3","1","Tangled","Disney","$168,269","-61.4%","25","-7","$6,731","$707,458","2"
"4","2"," El Lembi 8 Giga","Gulf","$167,445","-46.8%","22","+3","$7,611","$627,605","2"
"5","3","Faster","Sony","$80,533","-73.2%","21","-4","$3,835","$472,289","2"
"6","5","Life as We Know It","WB","$60,429","-67.7%","13","-6","$4,648","$324,296","2"
"7","6","Harry Potter and the Deathly Hallows (Part One)","WB","$40,786","-72.7%","11","-8","$3,708","$1,610,583","4"
"8","4","Skyline","Gulf","$39,049","-81.9%","25","-","$1,562","$307,173","2"
"9","7","The Next Three Days","Gulf","$21,255","-78.2%","12","-12","$1,771","$485,586","3"
"10","8","Megamind","UIP","$9,782","-82.8%","9","-5","$1,087","$972,166","5"
"11","10","Due Date","WB","$8,473","-70.6%","2","-2","$4,237","$991,127","6"
"12","9","The Last Exorcism","Gulf","$5,739","-85.2%","5","-16","$1,148","$274,841","3"
"13","11","Red","Gulf","$2,648","-88.7%","2","-5","$1,324","$787,550","5"
"14","12"," Little Big Soldier","n/a","$1,086","-95.0%","1","-11","$1,086","$671,935","4"
"15","13","Unstoppable","Fox","$988","-93.6%","1","-2","$988","$658,553","5"
"16","16","The Runaways","Gulf","$805","-65.8%","3","-2","$268","$4,397","2"
"17","14"," La Véritable histoire du chat botte","Gulf","$606","-93.3%","1","-11","$606","$54,705","3"
"18","19","Alpha and Omega","Gulf","$155","-75.9%","1","-","$155","$553,631","8"
"19","15","Easy A","Sony","$65","-98.5%","1","-1","$65","$92,051","3"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Tangled","Disney","$436,085","-","32","-","$13,628","$436,085","1"
"2","N"," El Lembi 8 Giga","Gulf","$314,748","-","19","-","$16,566","$426,859","1"
"3","N","Faster","Sony","$300,627","-","25","-","$12,025","$300,627","1"
"4","N","Skyline","Gulf","$215,183","-","25","-","$8,607","$258,941","1"
"5","N","Life as We Know It","WB","$187,344","-","19","-","$9,860","$238,453","1"
"6","1","Harry Potter and the Deathly Hallows (Part One)","WB","$149,332","-49.0%","19","-18","$7,860","$1,556,266","3"
"7","2","The Next Three Days","Gulf","$97,267","-60.6%","24","-1","$4,053","$458,083","2"
"8","5","Megamind","UIP","$56,902","-34.7%","14","-12","$4,064","$960,847","4"
"9","3","The Last Exorcism","Gulf","$38,895","-76.3%","21","-3","$1,852","$267,908","2"
"10","8","Due Date","WB","$28,790","-22.6%","4","-4","$7,198","$977,195","5"
"11","6","Red","Gulf","$23,365","-65.2%","7","-9","$3,338","$783,918","4"
"12","4"," Little Big Soldier","n/a","$21,588","-77.2%","12","-12","$1,799","$670,549","3"
"13","9","Unstoppable","Fox","$15,542","-58.0%","3","-5","$5,181","$650,911","4"
"14","-"," La Véritable histoire du chat botte","Gulf","$9,089","-","12","-","$757","$54,019","2"
"15","7","Easy A","Sony","$4,223","-93.1%","2","-19","$2,112","$90,254","2"
"16","N","The Runaways","Gulf","$2,351","-","5","-","$470","$3,268","1"
"17","12","Saw 3D","Gulf","$1,021","-87.5%","1","-5","$1,021","$747,699","5"
"18","14","Stone","n/a","$656","-52.0%","1","-","$656","$366,385","7"
"19","15","Alpha and Omega","Gulf","$643","-30.6%","1","-","$643","$553,192","7"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Harry Potter and the Deathly Hallows (Part One)","WB","$292,493","-67.0%","37","-5","$7,905","$1,302,371","2"
"2","N","The Next Three Days","Gulf","$246,983","-","25","-","$9,879","$246,983","1"
"3","N","The Last Exorcism","Gulf","$163,917","-","24","-","$6,830","$163,917","1"
"4","2"," Little Big Soldier","n/a","$94,522","-55.2%","24","-","$3,938","$604,506","2"
"5","3","Megamind","UIP","$87,091","-58.1%","26","-5","$3,350","$876,039","3"
"6","4","Red","Gulf","$67,192","-51.4%","16","-7","$4,200","$724,854","3"
"7","N","Easy A","Sony","$60,930","-","21","-","$2,901","$60,930","1"
"8","6","Due Date","WB","$37,181","-55.2%","8","-4","$4,648","$922,148","4"
"9","5","Unstoppable","Fox","$36,992","-63.9%","8","-6","$4,624","$635,404","3"
"10","8"," The Dealer","Gulf","$10,389","-83.8%","8","-12","$1,299","$146,692","2"
"11","7","Machete","Sony","$8,898","-88.8%","7","-13","$1,271","$110,888","2"
"12","9","Saw 3D","Gulf","$8,138","-80.2%","6","-9","$1,356","$741,719","4"
"13","10","The Social Network","Sony","$5,524","-74.6%","2","-1","$2,762","$496,337","5"
"14","14","Stone","n/a","$1,367","-21.1%","1","-","$1,367","$364,926","6"
"15","11","Alpha and Omega","Gulf","$926","-78.9%","1","-4","$926","$552,425","6"
"16","15","The Switch","n/a","$719","-46.9%","1","-","$719","$321,988","9"
"17","13"," Deadline (2010)","Gulf","$398","-85.0%","1","-1","$398","$77,878","3"
"18","12","Paranormal Activity 2","UIP","$201","-93.1%","1","-","$201","$481,555","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Harry Potter and the Deathly Hallows (Part One)","WB","$885,101","-","42","-","$21,074","$1,009,877","1"
"2","N"," Little Big Soldier","n/a","$211,020","-","24","-","$8,793","$509,984","1"
"3","2","Megamind","UIP","$207,697","-29.1%","31","-2","$6,700","$788,947","2"
"4","1","Red","Gulf","$138,164","-54.5%","23","-3","$6,007","$657,661","2"
"5","3","Unstoppable","Fox","$102,336","-61.4%","14","-13","$7,310","$583,482","2"
"6","4","Due Date","WB","$82,990","-57.6%","12","-11","$6,916","$884,967","3"
"7","N","Machete","Sony","$79,515","-","20","-","$3,976","$79,515","1"
"8","N"," The Dealer","Gulf","$63,992","-","20","-","$3,200","$136,303","1"
"9","5","Saw 3D","Gulf","$41,081","-71.1%","15","-15","$2,739","$733,581","3"
"10","6","The Social Network","Sony","$21,733","-57.3%","3","-5","$7,244","$480,838","4"
"11","9","Alpha and Omega","Gulf","$4,381","-77.7%","5","-6","$876","$551,499","5"
"12","8","Paranormal Activity 2","UIP","$2,902","-91.3%","1","-9","$2,902","$481,353","4"
"13","7"," Deadline (2010)","Gulf","$2,656","-94.4%","2","-12","$1,328","$77,480","2"
"14","15","Stone","n/a","$1,732","-68.2%","1","-2","$1,732","$363,559","5"
"15","23","The Switch","n/a","$1,353","+58.8%","1","-","$1,353","$321,269","8"
"16","11","The Town","WB","$1,144","-91.4%","1","-3","$1,144","$769,482","6"
"17","14"," Closing the Ring","Gulf","$594","-90.0%","2","-6","$297","$10,149","2"
"18","20","Spread","Gulf","$555","-71.6%","1","-","$555","$90,617","4"
"19","12","Eat Pray Love","Sony","$555","-94.2%","1","-2","$555","$698,630","7"
"20","21","Leaves of Grass","Gulf","$368","-80.5%","1","-4","$368","$33,636","3"
"21","16"," Al Beh Romancy","Gulf","$267","-92.7%","1","-","$267","$27,400","3"
"22","10"," Ninja (2009)","Gulf","$188","-99.0%","1","-16","$188","$194,243","3"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Red","Gulf","$303,873","-","26","-","$11,687","$303,873","1"
"2","N","Megamind","UIP","$293,058","-","33","-","$8,881","$293,058","1"
"3","N","Unstoppable","Fox","$265,025","-","27","-","$9,816","$448,414","1"
"4","2","Due Date","WB","$195,604","-40.5%","23","-2","$8,505","$625,065","2"
"5","1","Saw 3D","Gulf","$142,003","-58.8%","30","-7","$4,733","$579,641","2"
"6","6","The Social Network","Sony","$50,890","-33.9%","8","-4","$6,361","$416,776","3"
"7","N"," Deadline (2010)","Gulf","$47,759","-","14","-","$3,411","$47,759","1"
"8","5","Paranormal Activity 2","UIP","$33,428","-58.3%","10","-6","$3,343","$462,913","3"
"9","4","Alpha and Omega","Gulf","$19,656","-76.6%","11","-14","$1,787","$531,741","4"
"10","3"," Ninja (2009)","Gulf","$19,343","-85.3%","17","-7","$1,138","$186,658","2"
"11","7","The Town","WB","$13,298","-49.0%","4","-3","$3,325","$754,759","5"
"12","13","Eat Pray Love","Sony","$9,553","-31.1%","3","-2","$3,184","$689,260","6"
"13","9","Secretariat","Disney","$6,878","-68.1%","4","-7","$1,720","$34,606","2"
"14","N"," Closing the Ring","Gulf","$5,919","-","8","-","$740","$5,919","1"
"15","10","Stone","n/a","$5,447","-66.6%","3","-1","$1,816","$359,430","4"
"16","11"," Al Beh Romancy","Gulf","$3,668","-77.4%","1","-9","$3,668","$25,821","2"
"17","15","Inception","WB","$3,403","-5.3%","1","-","$3,403","$2,351,138","18"
"18","16"," Al Thalasa Yeshtghilonaha","Gulf","$2,894","-12.4%","1","-5","$2,894","$202,729","5"
"19","17","Despicable Me","UIP","$1,958","+13.2%","1","-16","$1,958","$1,478,932","18"
"20","12","Spread","Gulf","$1,955","-86.6%","1","-7","$1,955","$89,186","3"
"21","8","Leaves of Grass","Gulf","$1,888","-91.6%","5","-15","$378","$32,483","2"
"22","14","Shanghai","Italian","$1,307","-86.5%","1","-1","$1,307","$123,110","3"
"23","18","The Switch","n/a","$852","-48.3%","1","-","$852","$318,483","7"
"24","24","The Expendables","n/a","$717","-5.9%","1","-","$717","$1,872,131","10"
"25","20"," The Hole (2010)","Gulf","$487","-59.1%","1","-2","$487","$364,874","5"
"26","19"," Icarus (The Killing Machine)","Gulf","$139","-89.7%","1","-3","$139","$72,643","3"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Saw 3D","Gulf","$344,278","-","37","-","$9,305","$344,278","1"
"2","N","Due Date","WB","$328,966","-","25","-","$13,159","$328,966","1"
"3","N"," Ninja (2009)","Gulf","$131,295","-","24","-","$5,471","$131,295","1"
"4","3","Alpha and Omega","Gulf","$83,861","-48.1%","25","-2","$3,354","$500,772","3"
"5","1","Paranormal Activity 2","UIP","$80,098","-68.0%","16","+6","$5,006","$405,910","2"
"6","2","The Social Network","Sony","$76,936","-63.7%","12","-10","$6,411","$342,326","2"
"7","5","The Town","WB","$26,076","-63.9%","7","-6","$3,725","$732,114","4"
"8","N","Leaves of Grass","Gulf","$22,426","-","20","-","$1,121","$22,426","1"
"9","N","Secretariat","Disney","$21,546","-","11","-","$1,959","$21,546","1"
"10","7","Stone","n/a","$16,327","-70.7%","4","-20","$4,082","$347,932","3"
"11","N"," Al Beh Romancy","Gulf","$16,199","-","10","-","$1,620","$16,199","1"
"12","8","Spread","Gulf","$14,533","-70.8%","8","-","$1,817","$80,553","2"
"13","9","Eat Pray Love","Sony","$13,858","-63.5%","5","-2","$2,772","$673,119","5"
"14","4","Shanghai","Italian","$9,709","-88.5%","2","-22","$4,855","$118,299","2"
"15","22","Inception","WB","$3,594","+32.0%","1","-","$3,594","$2,346,523","17"
"16","10"," Al Thalasa Yeshtghilonaha","Gulf","$3,305","-90.3%","6","-8","$551","$198,281","4"
"17","23","Despicable Me","UIP","$1,729","-26.6%","17","+16","$102","$1,476,413","17"
"18","19","The Switch","n/a","$1,647","-63.5%","1","-1","$1,647","$316,995","6"
"19","6"," Icarus (The Killing Machine)","Gulf","$1,350","-97.6%","4","-10","$338","$70,991","2"
"20","11"," The Hole (2010)","Gulf","$1,190","-96.4%","3","-12","$397","$364,133","4"
"21","24","Devil","UIP","$1,081","-34.1%","1","-","$1,081","$342,953","5"
"22","14","Earth (2007)","Gulf","$1,013","-92.7%","1","-19","$1,013","$18,189","2"
"23","15","Takers","Sony","$1,013","-91.6%","1","-2","$1,013","$521,147","5"
"24","25","The Expendables","n/a","$762","-45.4%","1","-","$762","$1,871,023","9"
"25","17","Wall Street: Money Never Sleeps","Fox","$506","-90.2%","1","-1","$506","$503,746","7"
"26","16","Scott Pilgrim vs. the World","UIP","$366","-94.0%","1","-1","$366","$142,685","4"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Paranormal Activity 2","UIP","$249,928","-","10","-","$24,993","$325,794","1"
"2","N","The Social Network","Sony","$211,726","-","22","-","$9,624","$211,726","1"
"3","2","Alpha and Omega","Gulf","$161,682","-22.5%","27","-1","$5,988","$398,966","2"
"4","N","Shanghai","Italian","$84,536","-","24","-","$3,522","$108,584","1"
"5","3","The Town","WB","$72,129","-43.0%","13","-12","$5,548","$706,000","3"
"6","N"," Icarus (The Killing Machine)","Gulf","$56,475","-","14","-","$4,034","$69,636","1"
"7","1","Stone","n/a","$55,781","-73.7%","24","+3","$2,324","$439,461","2"
"8","N","Spread","Gulf","$49,723","-","8","-","$6,215","$66,016","1"
"9","7","Eat Pray Love","Sony","$37,997","-44.1%","7","-2","$5,428","$646,022","4"
"10","9"," Al Thalasa Yeshtghilonaha","Gulf","$33,910","-8.3%","14","-2","$2,422","$194,965","3"
"11","5"," The Hole (2010)","Gulf","$33,246","-53.3%","15","-10","$2,216","$362,923","3"
"12","6","Let Me In","n/a","$19,260","-72.0%","8","-7","$2,408","$125,772","2"
"13","4","Vampires Suck","Fox","$17,586","-82.4%","10","-16","$1,759","$143,687","2"
"14","N","Earth (2007)","Gulf","$13,866","-","20","-","$693","$17,175","1"
"15","10","Takers","Sony","$11,986","-60.0%","3","-4","$3,995","$516,425","4"
"16","11","Scott Pilgrim vs. the World","UIP","$6,114","-73.2%","2","-7","$3,057","$142,311","3"
"17","14","Wall Street: Money Never Sleeps","Fox","$5,173","-54.9%","2","-","$2,587","$503,076","6"
"18","13","Resident Evil: Afterlife","Gulf","$4,869","-61.2%","3","-5","$1,623","$1,128,982","5"
"19","15","The Switch","n/a","$4,509","-55.4%","2","-","$2,255","$315,330","5"
"20","12","Legend of the Guardians: The Owls of Ga'Hoole","WB","$4,487","-78.8%","3","-6","$1,496","$362,769","4"
"21","8","As Good as Dead","Gulf","$2,957","-92.4%","4","-15","$739","$53,637","2"
"22","18","Inception","WB","$2,723","-39.7%","1","-","$2,723","$2,342,802","16"
"23","21","Despicable Me","UIP","$2,355","+10.4%","1","-","$2,355","$1,474,604","16"
"24","16","Devil","UIP","$1,640","-82.2%","1","-4","$1,640","$341,853","4"
"25","19","The Expendables","n/a","$1,395","-37.2%","1","-1","$1,395","$1,870,159","8"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Stone","n/a","$212,363","-","21","-","$10,113","$259,856","1"
"2","N","Alpha and Omega","Gulf","$208,629","-","28","-","$7,451","$237,284","1"
"3","1","The Town","WB","$126,559","-64.0%","25","-","$5,062","$611,540","2"
"4","N","Vampires Suck","Fox","$99,970","-","26","-","$3,845","$121,138","1"
"5","2"," The Hole (2010)","Gulf","$71,209","-62.6%","25","-2","$2,848","$320,942","2"
"6","N","Let Me In","n/a","$68,893","-","15","-","$4,593","$98,070","1"
"7","3","Eat Pray Love","Sony","$68,006","-47.2%","9","-5","$7,556","$577,480","3"
"8","N","As Good as Dead","Gulf","$38,752","-","19","-","$2,040","$49,847","1"
"9","6"," Al Thalasa Yeshtghilonaha","Gulf","$36,986","-54.4%","16","-4","$2,312","$152,442","2"
"10","7","Takers","Sony","$29,978","-58.3%","7","-7","$4,283","$493,812","3"
"11","5","Scott Pilgrim vs. the World","UIP","$22,829","-74.9%","9","-16","$2,537","$135,395","2"
"12","4","Legend of the Guardians: The Owls of Ga'Hoole","WB","$21,113","-78.2%","9","-13","$2,346","$357,250","3"
"13","9","Resident Evil: Afterlife","Gulf","$12,543","-72.6%","8","-7","$1,568","$1,122,628","4"
"14","11","Wall Street: Money Never Sleeps","Fox","$11,465","-51.0%","2","-2","$5,733","$496,351","5"
"15","12","The Switch","n/a","$10,112","-41.2%","2","-2","$5,056","$308,842","4"
"16","8","Devil","UIP","$9,212","-81.9%","5","-12","$1,842","$339,321","3"
"17","13","You Again","Disney","$4,558","-53.1%","1","-2","$4,558","$127,546","4"
"18","15","Inception","WB","$4,519","-13.4%","1","-","$4,519","$2,339,140","15"
"19","14","The Expendables","n/a","$2,220","-67.9%","2","-1","$1,110","$1,868,382","7"
"20","10"," Ruslan","Gulf","$2,177","-92.2%","2","-11","$1,089","$40,103","2"
"21","18","Despicable Me","UIP","$2,133","-25.4%","1","-","$2,133","$1,472,016","15"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","The Town","WB","$351,801","-","25","-","$14,072","$443,984","1"
"2","N"," The Hole (2010)","Gulf","$190,474","-","27","-","$7,055","$233,776","1"
"3","2","Eat Pray Love","Sony","$128,749","-49.0%","14","-6","$9,196","$466,555","2"
"4","5","Legend of the Guardians: The Owls of Ga'Hoole","WB","$96,629","-51.1%","22","-3","$4,392","$333,281","2"
"5","N","Scott Pilgrim vs. the World","UIP","$90,949","-","25","-","$3,638","$107,502","1"
"6","N"," Al Thalasa Yeshtghilonaha","Gulf","$81,029","-","20","-","$4,051","$105,549","1"
"7","1","Takers","Sony","$71,861","-75.7%","14","-12","$5,133","$444,004","2"
"8","3","Devil","UIP","$50,914","-76.0%","17","-7","$2,995","$327,079","2"
"9","4","Resident Evil: Afterlife","Gulf","$45,767","-77.5%","15","-13","$3,051","$1,105,687","3"
"10","N"," Ruslan","Gulf","$27,736","-","13","-","$2,134","$37,458","1"
"11","7","Wall Street: Money Never Sleeps","Fox","$23,392","-43.3%","4","-1","$5,848","$481,608","4"
"12","6","The Switch","n/a","$17,201","-71.8%","4","-15","$4,300","$294,833","3"
"13","10","You Again","Disney","$9,720","-58.0%","3","-2","$3,240","$121,829","3"
"14","8","The Expendables","n/a","$6,913","-71.6%","3","-6","$2,304","$1,864,736","6"
"15","15","Inception","WB","$5,219","-37.6%","1","-1","$5,219","$2,332,960","14"
"16","N","Mother and Child","n/a","$3,424","-","4","-","$856","$4,843","1"
"17","12","The Other Guys","Sony","$3,358","-77.4%","1","-3","$3,358","$587,378","5"
"18","21","Despicable Me","UIP","$2,860","-18.5%","1","-","$2,860","$1,469,568","14"
"19","11","Fly Me to the Moon","Gulf","$2,562","-85.4%","3","-14","$854","$108,706","3"
"20","13","Dinner for Schmucks","UIP","$2,140","-80.7%","1","-2","$2,140","$229,426","5"
"21","14","Cats & Dogs: Revenge of Kitty Galore","WB","$1,337","-85.1%","2","-1","$669","$697,588","6"
"22","9","Step Up 3-D","n/a","$1,124","-95.3%","1","-13","$1,124","$1,809,145","6"
"23","22"," Solomon Kane","Gulf","$968","-61.4%","1","-1","$968","$294,829","4"
"24","17"," Nour 3iney","Gulf","$807","-89.0%","1","-3","$807","$685,335","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Takers","Sony","$295,850","-","26","-","$11,379","$295,850","1"
"2","N","Eat Pray Love","Sony","$252,527","-","20","-","$12,626","$252,527","1"
"3","N","Devil","UIP","$211,973","-","24","-","$8,832","$211,973","1"
"4","1","Resident Evil: Afterlife","Gulf","$203,476","-69.0%","28","-3","$7,267","$996,321","2"
"5","N","Legend of the Guardians: The Owls of Ga'Hoole","WB","$197,708","-","25","-","$7,908","$225,543","1"
"6","2","The Switch","n/a","$60,950","-59.3%","19","-3","$3,208","$253,988","2"
"7","3","Wall Street: Money Never Sleeps","Fox","$41,244","-50.4%","5","-7","$8,249","$449,983","3"
"8","8","The Expendables","n/a","$24,346","-57.3%","9","-11","$2,705","$1,846,051","5"
"9","5","Step Up 3-D","n/a","$23,820","-68.9%","14","-6","$1,701","$1,798,879","5"
"10","6","You Again","Disney","$23,116","-63.6%","5","-5","$4,623","$103,457","2"
"11","4","Fly Me to the Moon","Gulf","$17,506","-78.3%","17","-2","$1,030","$105,179","2"
"12","10","The Other Guys","Sony","$14,866","-59.0%","4","-5","$3,717","$577,717","4"
"13","14","Dinner for Schmucks","UIP","$11,063","-33.2%","3","-2","$3,688","$224,138","4"
"14","11","Cats & Dogs: Revenge of Kitty Galore","WB","$8,949","-65.5%","3","-7","$2,983","$695,855","5"
"15","15","Inception","WB","$8,361","-37.1%","2","-1","$4,181","$2,325,454","13"
"16","N","The Boys Are Back","Gulf","$7,503","-","10","-","$750","$7,503","1"
"17","12"," Nour 3iney","Gulf","$7,359","-71.1%","4","-4","$1,840","$681,806","5"
"18","7","Piranha 3D","Disney","$7,112","-88.5%","5","-9","$1,422","$493,383","3"
"19","N"," El Alamy","Gulf","$5,230","-","12","-","$436","$6,712","1"
"20","13","Going the Distance","WB","$5,216","-70.8%","2","-3","$2,608","$148,893","3"
"21","19","Despicable Me","UIP","$3,508","+18.6%","1","-1","$3,508","$1,465,825","13"
"22","9"," Solomon Kane","Gulf","$2,509","-95.0%","2","-20","$1,255","$292,742","3"
"23","18","The American","Italian","$1,462","-59.5%","1","-1","$1,462","$200,497","5"
"24","22"," Wickie und die starken Männer","n/a","$264","+11.4%","1","-","$264","$61,013","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Resident Evil: Afterlife","Gulf","$655,708","-","31","-","$21,152","$792,844","1"
"2","N","The Switch","n/a","$149,910","-","22","-","$6,814","$193,038","1"
"3","2","Wall Street: Money Never Sleeps","Fox","$83,214","-61.6%","12","-16","$6,935","$393,998","2"
"4","N","Fly Me to the Moon","Gulf","$80,796","-","19","-","$4,252","$87,673","1"
"5","3","Step Up 3-D","n/a","$76,510","-62.2%","20","-6","$3,826","$1,775,059","4"
