" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"21","16","Drag Me to Hell","Gulf","$425","-76.2%","1","-","$425","$623,802","8","USA"
"22","18","Eden Lake","Gulf","$261","-79.2%","1","-","$261","$145,776","5","UK"
"23","21"," Missing Lynx (El Lince Perdido)","Gulf","$210","-72.8%","1","-","$210","$121,071","14","Spain"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Inglourious Basterds","UIP","$271,786","-","21","-","$12,942","$271,786","1","Unknown"
"2","2"," Omar Wa Salma 2","Gulf","$226,120","+92.2%","21","-","$10,768","$702,211","2","Unknown"
"3","N","The Ugly Truth","Sony","$207,397","-","19","-","$10,916","$207,397","1","Unknown"
"4","1"," Cloudy with a Chance of Meatballs","Sony","$100,037","-16.5%","18","-3","$5,558","$378,611","2","Unknown"
"5","3","District 9","Gulf","$90,698","+3.6%","21","+2","$4,319","$352,125","2","Unknown"
"6","5","Ong bak 2","Gulf","$69,802","+27.5%","22","+1","$3,173","$238,679","2","Thailand"
"7","8","Bandslam","n/a","$34,441","+110.4%","19","-1","$1,813","$108,501","2","Unknown"
"8","N"," New Town Killers","n/a","$27,265","-","8","-","$3,408","$35,783","1","Unknown"
"9","4","Management","Italian","$11,858","-80.3%","5","-5","$2,372","$121,618","2","USA"
"10","24"," Nocturna","Gulf","$10,051","+358.1%","16","+1","$628","$22,051","2","Spain"
"11","6","G.I. Joe","UIP","$7,813","-75.8%","4","-2","$1,953","$1,342,957","8","Unknown"
"12","15","Ice Age: Dawn of the Dinosaurs","Fox","$5,396","-26.1%","1","-2","$5,396","$1,468,142","13","Unknown"
"13","18","Harry Potter and the Half Blood Prince","WB","$5,336","+3.2%","1","-","$5,336","$1,483,423","11","Unknown"
"14","N"," Sayad Al Yammam","Gulf","$5,321","-","4","-","$1,330","$5,321","1","Unknown"
"15","9"," Chi bi (Red Cliff: Part I)","Gulf","$4,415","-71.0%","3","-7","$1,472","$271,261","5","China"
"16","16","Drag Me to Hell","Gulf","$1,786","-75.4%","1","-1","$1,786","$622,534","7","USA"
"17","17","UIP","$1,378","-74.6%","2","-1","$689","$2,281,799","14","USA",""
"18","12","Eden Lake","Gulf","$1,255","-86.9%","1","-8","$1,255","$144,987","4","UK"
"19","11","Easy Virtue","Gulf","$1,178","-90.7%","1","-4","$1,178","$55,065","3","UK"
"20","7"," Asylum","Gulf","$830","-96.5%","2","-11","$415","$112,127","3","Unknown"
"21","29"," Missing Lynx (El Lince Perdido)","Gulf","$771","+67.6%","1","-","$771","$120,608","13","Spain"
"22","13","I Hate Valentine's Day","Gulf","$705","-90.9%","1","-3","$705","$89,078","4","USA"
"23","26","Land of the Lost","UIP","$671","-22.0%","1","-","$671","$565,702","12","USA"
"24","27","Imagine That","UIP","$613","-12.1%","1","-1","$613","$332,228","9","Germany, USA"
"25","23","My Best Friend's Girl","Gulf","$512","-82.2%","1","-","$512","$128,789","8","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N"," Cloudy with a Chance of Meatballs","Sony","$119,798","-","21","-","$5,705","$119,798","1","Unknown"
"2","N"," Omar Wa Salma 2","Gulf","$117,627","-","21","-","$5,601","$117,627","1","Unknown"
"3","N","District 9","Gulf","$87,516","-","19","-","$4,606","$87,516","1","Unknown"
"4","N","Management","Italian","$60,049","-","10","-","$6,005","$104,512","1","USA"
"5","N","Ong bak 2","Gulf","$54,735","-","21","-","$2,606","$54,735","1","Thailand"
"6","2","G.I. Joe","UIP","$32,266","-1.1%","6","-8","$5,378","$1,310,249","7","Unknown"
"7","1"," Asylum","Gulf","$23,369","-58.2%","13","-3","$1,798","$95,027","2","Unknown"
"8","N","Bandslam","n/a","$16,373","-","20","-","$819","$16,373","1","Unknown"
"9","3"," Chi bi (Red Cliff: Part I)","Gulf","$15,235","-47.2%","10","-8","$1,524","$258,882","4","China"
"10","7","The Proposal","Disney","$13,927","-27.3%","1","-4","$13,927","$1,009,865","14","USA"
"11","4","Easy Virtue","Gulf","$12,722","-55.2%","5","-4","$2,544","$47,562","2","UK"
"12","5","Eden Lake","Gulf","$9,601","-57.8%","9","-11","$1,067","$137,189","3","UK"
"13","8","I Hate Valentine's Day","Gulf","$7,772","-59.0%","4","-5","$1,943","$82,728","3","USA"
"14","10","The Hangover","WB","$7,374","-45.7%","1","-3","$7,374","$930,702","8","USA"
"15","12","Ice Age: Dawn of the Dinosaurs","Fox","$7,299","-33.9%","3","-1","$2,433","$1,461,106","12","Unknown"
"16","11","Drag Me to Hell","Gulf","$7,249","-36.1%","2","-11","$3,625","$616,175","6","USA"
"17","16","UIP","$5,433","+34.7%","3","-3","$1,811","$2,276,883","13","USA",""
"18","14","Harry Potter and the Half Blood Prince","WB","$5,170","-26.0%","1","-1","$5,170","$1,477,052","10","Unknown"
"19","9","G-Force","Disney","$5,158","-64.1%","1","-6","$5,158","$525,686","9","Unknown"
"20","6"," The Children","n/a","$4,129","-79.4%","1","-11","$4,129","$43,683","2","UK"
"21","N"," Genova","n/a","$3,462","-","4","-","$866","$7,810","1","UK"
"22","13","Funny People","UIP","$2,928","-71.8%","1","-7","$2,928","$366,346","6","Unknown"
"23","25","My Best Friend's Girl","Gulf","$2,872","+103.7%","1","-","$2,872","$127,071","7","USA"
"24","N"," Nocturna","Gulf","$2,194","-","15","-","$146","$2,194","1","Spain"
"25","22","Public Enemies","UIP","$1,496","-19.1%","1","-","$1,496","$601,395","9","Unknown"
"26","24","Land of the Lost","UIP","$860","-43.8%","1","-1","$860","$564,010","11","USA"
"27","20","Imagine That","UIP","$697","-68.7%","2","-3","$349","$331,616","8","Germany, USA"
"28","23","Blonde Ambition","Gulf","$613","-64.8%","1","-2","$613","$45,100","4","USA"
"29","30"," Missing Lynx (El Lince Perdido)","Gulf","$460","-44.6%","1","-","$460","$119,210","12","Spain"
"30","33","Two Lovers","Gulf","$418","-25.1%","1","-","$418","$34,347","6","USA"
"31","15"," Zay el naharda","Gulf","$314","-95.4%","3","-12","$105","$9,463","2","Unknown"
"32","29","The Alphabet Killer","Gulf","$283","-66.4%","1","-","$283","$45,767","5","USA"
"33","-"," Habibi Naemman","Gulf","$267","-","1","-","$267","$22,913","4","Unknown"
"34","32","Terminator Salvation: The Future Begins","Gulf","$131","-78.3%","1","-2","$131","$1,585,850","18","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N"," Asylum","Gulf","$55,874","-","16","-","$3,492","$71,659","1","Unknown"
"2","3","G.I. Joe","UIP","$32,630","-19.0%","14","-1","$2,331","$1,277,983","6","Unknown"
"3","2"," Chi bi (Red Cliff: Part I)","Gulf","$28,864","-39.3%","18","-1","$1,604","$243,648","3","China"
"4","N","Easy Virtue","Gulf","$28,391","-","9","-","$3,155","$34,839","1","UK"
"5","1","Eden Lake","Gulf","$22,775","-69.6%","20","-","$1,139","$127,589","2","UK"
"6","N"," The Children","n/a","$20,056","-","12","-","$1,671","$33,852","1","UK"
"7","9","The Proposal","Disney","$19,166","+25.8%","5","+1","$3,833","$989,229","13","USA"
"8","4","I Hate Valentine's Day","Gulf","$18,962","-51.6%","9","-","$2,107","$74,957","2","USA"
"9","7","G-Force","Disney","$14,350","-16.5%","7","-1","$2,050","$520,528","8","Unknown"
"10","6","The Hangover","WB","$13,571","-27.4%","4","-3","$3,393","$915,602","7","USA"
"11","5","Drag Me to Hell","Gulf","$11,348","-52.3%","13","-3","$873","$608,926","5","USA"
"12","10","Ice Age: Dawn of the Dinosaurs","Fox","$11,041","-16.5%","4","-1","$2,760","$1,444,535","11","Unknown"
"13","8","Funny People","UIP","$10,389","-38.8%","8","-3","$1,299","$361,462","5","Unknown"
"14","11","Harry Potter and the Half Blood Prince","WB","$6,988","-43.4%","2","-","$3,494","$1,464,378","9","Unknown"
"15","N"," Zay el naharda","Gulf","$6,876","-","15","-","$458","$8,944","1","Unknown"
"16","17","UIP","$4,035","-2.1%","6","-1","$673","$2,271,450","12","USA",""
"17","12","Sunshine Cleaning","n/a","$3,488","-60.6%","1","-3","$3,488","$14,249","2","USA"
"18","14","My Sister's Keeper","WB","$2,645","-60.3%","1","-2","$2,645","$127,492","5","Unknown"
"19","18"," 1000 Mabrouk (3aabal 3andakom)","Gulf","$2,313","-39.8%","4","-6","$578","$1,043,290","8","Unknown"
"20","16","Imagine That","UIP","$2,227","-46.3%","5","-2","$445","$330,919","7","Germany, USA"
"21","25"," MR 73","Gulf","$2,065","+116.5%","3","-","$688","$8,402","3","France"
"22","19","Public Enemies","UIP","$1,849","-42.3%","1","-","$1,849","$599,898","8","Unknown"
"23","13","Blonde Ambition","Gulf","$1,740","-77.2%","3","-7","$580","$44,487","3","USA"
"24","21","Land of the Lost","UIP","$1,529","+10.9%","2","-","$765","$563,150","10","USA"
"25","23","My Best Friend's Girl","Gulf","$1,410","+16.2%","1","-","$1,410","$124,199","6","USA"
"26","-","Up","Disney","$962","-","1","-","$962","$1,024,136","15","USA"
"27","22","My Bloody Valentine 3-D","Gulf","$904","-30.3%","1","-","$904","$284,301","9","USA"
"28","-"," Baltya Al Ayma","Gulf","$874","-","3","-","$291","$14,283","2","Unknown"
"29","29","The Alphabet Killer","Gulf","$841","+716.5%","1","-1","$841","$45,119","4","USA"
"30","26"," Missing Lynx (El Lince Perdido)","Gulf","$830","+1.6%","1","-","$830","$118,749","11","Spain"
"31","20"," Direct Contact","Gulf","$613","-58.4%","1","-6","$613","$148,337","4","Unknown"
"32","15","Terminator Salvation: The Future Begins","Gulf","$604","-88.7%","3","-4","$201","$1,585,719","17","USA"
"33","28","Two Lovers","Gulf","$558","+4.5%","1","-","$558","$33,535","5","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Eden Lake","Gulf","$74,998","-","20","-","$3,750","$96,744","1","UK"
"2","1"," Chi bi (Red Cliff: Part I)","Gulf","$47,536","-57.9%","19","-13","$2,502","$205,703","2","China"
"3","2","G.I. Joe","UIP","$40,264","-25.3%","15","-2","$2,684","$1,235,738","5","Unknown"
"4","N","I Hate Valentine's Day","Gulf","$39,155","-","9","-","$4,351","$50,653","1","USA"
"5","3","Drag Me to Hell","Gulf","$23,796","-35.6%","16","-4","$1,487","$594,022","4","USA"
"6","5","The Hangover","WB","$18,698","-28.8%","7","+2","$2,671","$902,031","6","USA"
"7","8","G-Force","Disney","$17,180","-12.5%","8","-","$2,148","$504,157","7","Unknown"
"8","4","Funny People","UIP","$16,976","-37.0%","11","-3","$1,543","$347,479","4","Unknown"
"9","6","The Proposal","Disney","$15,230","-41.5%","4","+1","$3,808","$964,671","12","USA"
"10","9","Ice Age: Dawn of the Dinosaurs","Fox","$13,229","-15.0%","5","-","$2,646","$1,428,019","10","Unknown"
"11","10","Harry Potter and the Half Blood Prince","WB","$12,355","+121.8%","2","+1","$6,178","$1,457,390","8","Unknown"
"12","N","Sunshine Cleaning","n/a","$8,843","-","4","-","$2,211","$8,843","1","USA"
"13","7","Blonde Ambition","Gulf","$7,641","-65.8%","10","-","$764","$42,376","2","USA"
"14","16","My Sister's Keeper","WB","$6,664","+123.0%","3","+2","$2,221","$124,847","4","Unknown"
"15","-","Terminator Salvation: The Future Begins","Gulf","$5,342","-","7","-","$763","$1,584,968","16","USA"
"16","15","Imagine That","UIP","$4,149","+32.4%","7","-2","$593","$327,997","6","Germany, USA"
"17","13","UIP","$4,123","+18.1%","7","-","$589","$2,266,328","11","USA",""
"18","12"," 1000 Mabrouk (3aabal 3andakom)","Gulf","$3,844","-10.5%","10","-","$384","$1,039,941","7","Unknown"
"19","-","Public Enemies","UIP","$3,207","-","1","-","$3,207","$597,372","7","Unknown"
"20","-"," Direct Contact","Gulf","$1,475","-","7","-","$211","$147,724","3","Unknown"
"21","20","Land of the Lost","UIP","$1,379","+16.7%","2","+1","$690","$561,320","9","USA"
"22","19","My Bloody Valentine 3-D","Gulf","$1,296","-28.1%","1","-","$1,296","$283,059","8","USA"
"23","17","My Best Friend's Girl","Gulf","$1,213","-41.5%","1","-3","$1,213","$122,553","5","USA"
"24","-","Orphan","WB","$1,173","-","1","-","$1,173","$213,145","5","Unknown"
"25","14"," MR 73","Gulf","$954","-70.9%","3","-1","$318","$5,700","2","France"
"26","-"," Missing Lynx (El Lince Perdido)","Gulf","$817","-","1","-","$817","$117,788","10","Spain"
"27","18","Ghosts of Girlfriends Past","Gulf","$603","-68.5%","1","-","$603","$425,658","8","USA"
"28","-","Two Lovers","Gulf","$534","-","1","-","$534","$32,757","4","USA"
"29","11","The Alphabet Killer","Gulf","$103","-98.1%","2","-5","$52","$43,932","3","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N"," Chi bi (Red Cliff: Part I)","Gulf","$112,993","-","32","-","$3,531","$112,993","1","China"
"2","2","G.I. Joe","UIP","$53,895","-43.8%","17","-3","$3,170","$1,183,296","4","Unknown"
"3","1","Drag Me to Hell","Gulf","$36,943","-63.2%","20","-1","$1,847","$561,607","3","USA"
"4","3","Funny People","UIP","$26,930","-58.4%","14","-4","$1,924","$324,343","3","Unknown"
"5","4","The Hangover","WB","$26,269","-46.5%","5","-3","$5,254","$877,018","5","USA"
"6","-","The Proposal","Disney","$26,027","-","3","-","$8,676","$923,786","11","USA"
"7","N","Blonde Ambition","Gulf","$22,341","-","10","-","$2,234","$31,346","1","USA"
"8","6","G-Force","Disney","$19,622","-24.0%","8","+1","$2,453","$484,138","6","Unknown"
"9","7","Ice Age: Dawn of the Dinosaurs","Fox","$15,571","-34.7%","5","+1","$3,114","$1,414,771","9","Unknown"
"10","14","Harry Potter and the Half Blood Prince","WB","$5,570","-25.1%","1","-","$5,570","$1,442,107","7","Unknown"
"11","5","The Alphabet Killer","Gulf","$5,547","-80.3%","7","-1","$792","$42,463","2","USA"
"12","8"," 1000 Mabrouk (3aabal 3andakom)","Gulf","$4,294","-78.8%","10","+1","$429","$1,034,273","6","Unknown"
"13","11","UIP","$3,492","-69.5%","7","-","$499","$2,260,445","10","USA",""
"14","N"," MR 73","Gulf","$3,282","-","4","-","$821","$4,379","1","France"
"15","12","Imagine That","UIP","$3,134","-68.0%","9","-2","$348","$322,700","5","Germany, USA"
"16","9","My Sister's Keeper","WB","$2,988","-82.2%","1","-3","$2,988","$115,965","3","Unknown"
"17","10","My Best Friend's Girl","Gulf","$2,072","-82.7%","4","-4","$518","$120,823","4","USA"
"18","21","Ghosts of Girlfriends Past","Gulf","$1,917","+47.8%","1","-","$1,917","$424,758","7","USA"
"19","20","My Bloody Valentine 3-D","Gulf","$1,802","-16.8%","1","-","$1,802","$281,117","7","USA"
"20","19","Land of the Lost","UIP","$1,182","-52.0%","1","-","$1,182","$559,647","8","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","1","Drag Me to Hell","Gulf","$100,295","-64.7%","21","+1","$4,776","$485,154","2","USA"
"2","2","G.I. Joe","UIP","$95,925","-52.9%","20","-2","$4,796","$1,082,919","3","Unknown"
"3","3","Funny People","UIP","$64,802","-57.5%","18","-2","$3,600","$269,505","2","Unknown"
"4","4","The Hangover","WB","$49,109","-31.1%","8","+1","$6,139","$831,006","4","USA"
"5","N","The Alphabet Killer","Gulf","$28,081","-","8","-","$3,510","$28,081","1","USA"
"6","9","G-Force","Disney","$25,833","-15.9%","7","+3","$3,690","$450,039","5","Unknown"
"7","7","Ice Age: Dawn of the Dinosaurs","Fox","$23,835","-29.6%","4","+1","$5,959","$1,386,573","8","Unknown"
"8","6"," 1000 Mabrouk (3aabal 3andakom)","Gulf","$20,258","-53.2%","9","-3","$2,251","$1,023,974","5","Unknown"
"9","5","My Sister's Keeper","WB","$16,816","-70.7%","4","-8","$4,204","$104,337","2","Unknown"
"10","11","My Best Friend's Girl","Gulf","$12,000","-26.3%","8","-1","$1,500","$114,434","3","USA"
"11","16","UIP","$11,454","+116.5%","7","+4","$1,636","$2,251,206","9","USA",""
"12","14","Imagine That","UIP","$9,795","-28.6%","11","-1","$890","$315,963","4","Germany, USA"
"13","13","Two Lovers","Gulf","$7,911","-44.4%","3","-8","$2,637","$28,912","2","USA"
"14","12","Harry Potter and the Half Blood Prince","WB","$7,441","-48.5%","1","-","$7,441","$1,432,041","6","Unknown"
"15","8","My Life in Ruins","n/a","$6,049","-81.9%","3","-9","$2,016","$54,125","2","Spain, USA"
"16","22","Public Enemies","UIP","$5,135","+222.8%","1","-","$5,135","$587,655","5","Unknown"
"17","25"," Guerilla (Che: Part Two)","Gulf","$3,696","+236.3%","6","+5","$616","$24,448","3","France, Spain, USA"
"18","15","Fighting","Gulf","$2,633","-59.9%","2","-2","$1,317","$280,502","4","USA"
"19","19","Land of the Lost","UIP","$2,463","+32.6%","1","-","$2,463","$556,873","7","USA"
"20","21","My Bloody Valentine 3-D","Gulf","$2,167","+26.7%","1","-","$2,167","$278,084","6","USA"
"21","23","Ghosts of Girlfriends Past","Gulf","$1,297","-16.9%","1","-","$1,297","$421,664","6","USA"
"22","24"," Missing Lynx (El Lince Perdido)","Gulf","$1,048","-15.5%","1","-","$1,048","$115,468","8","Spain"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Drag Me to Hell","Gulf","$284,425","-","20","-","$14,221","$384,859","1","USA"
"2","1","G.I. Joe","UIP","$203,472","-61.8%","22","-8","$9,249","$986,994","2","Unknown"
"3","N","Funny People","UIP","$152,315","-","20","-","$7,616","$204,703","1","Unknown"
"4","2","The Hangover","WB","$71,246","-47.3%","7","-4","$10,178","$781,897","3","USA"
"5","N","My Sister's Keeper","WB","$57,480","-","12","-","$4,790","$87,521","1","Unknown"
"6","4"," 1000 Mabrouk (3aabal 3andakom)","Gulf","$43,292","-53.5%","12","-4","$3,608","$1,003,716","4","Unknown"
"7","6","Ice Age: Dawn of the Dinosaurs","Fox","$33,866","-15.1%","3","-","$11,289","$1,362,738","7","Unknown"
"8","N","My Life in Ruins","n/a","$33,401","-","12","-","$2,783","$48,076","1","Spain, USA"
"9","9","G-Force","Disney","$30,722","-15.5%","4","-3","$7,681","$424,206","4","Unknown"
"10","3","Orphan","WB","$20,848","-83.0%","9","-10","$2,316","$211,253","2","Unknown"
"11","-","My Best Friend's Girl","Gulf","$16,284","-","9","-","$1,809","$102,434","2","USA"
"12","11","Harry Potter and the Half Blood Prince","WB","$14,435","-46.3%","1","-4","$14,435","$1,418,820","5","Unknown"
"13","N","Two Lovers","Gulf","$14,236","-","11","-","$1,294","$21,002","1","USA"
"14","5","Imagine That","UIP","$13,713","-72.7%","12","-6","$1,143","$306,169","3","Germany, USA"
"15","10","Fighting","Gulf","$6,572","-81.1%","4","-15","$1,643","$275,665","3","USA"
"16","14","UIP","$5,291","-18.4%","3","-3","$1,764","$2,239,752","8","USA",""
"17","7","Revolver","Italian","$3,814","-90.1%","1","-7","$3,814","$61,322","2","France, UK"
"18","18","Up","Disney","$2,013","-26.0%","1","-","$2,013","$1,017,997","11","USA"
"19","19","Land of the Lost","UIP","$1,857","-12.8%","1","-","$1,857","$554,410","6","USA"
"20","8"," Masjoun Transit","Gulf","$1,826","-95.1%","1","-14","$1,826","$54,205","2","Unknown"
"21","17","My Bloody Valentine 3-D","Gulf","$1,711","-55.6%","1","-","$1,711","$275,917","5","USA"
"22","12","Public Enemies","UIP","$1,591","-92.6%","1","-4","$1,591","$582,520","4","Unknown"
"23","16","Ghosts of Girlfriends Past","Gulf","$1,560","-62.3%","1","-1","$1,560","$420,366","5","USA"
"24","21"," Missing Lynx (El Lince Perdido)","Gulf","$1,240","+0.3%","1","-","$1,240","$114,420","7","Spain"
"25","13"," Guerilla (Che: Part Two)","Gulf","$1,099","-92.1%","1","-11","$1,099","$20,752","2","France, Spain, USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","G.I. Joe","UIP","$532,639","-","30","-","$17,755","$697,705","1","Unknown"
"2","1","The Hangover","WB","$135,129","-62.2%","11","-9","$12,284","$679,563","2","USA"
"3","N","Orphan","WB","$122,641","-","19","-","$6,455","$178,769","1","Unknown"
"4","3"," 1000 Mabrouk (3aabal 3andakom)","Gulf","$93,135","-42.1%","16","-6","$5,821","$936,702","3","Unknown"
"5","4","Imagine That","UIP","$50,241","-66.4%","18","-2","$2,791","$285,861","2","Germany, USA"
"6","9","Ice Age: Dawn of the Dinosaurs","Fox","$39,876","-14.3%","3","-1","$13,292","$1,312,602","6","Unknown"
"7","N","Revolver","Italian","$38,518","-","8","-","$4,815","$54,666","1","France, UK"
"8","N"," Masjoun Transit","Gulf","$37,137","-","15","-","$2,476","$51,925","1","Unknown"
"9","7","G-Force","Disney","$36,337","-42.2%","7","-12","$5,191","$374,272","3","Unknown"
"10","2","Fighting","Gulf","$34,801","-80.0%","19","-1","$1,832","$269,093","2","USA"
"11","8","Harry Potter and the Half Blood Prince","WB","$26,878","-54.3%","5","-3","$5,376","$1,404,385","4","Unknown"
"12","6","Public Enemies","UIP","$21,544","-72.8%","5","-16","$4,309","$580,401","3","Unknown"
"13","N"," Guerilla (Che: Part Two)","Gulf","$13,982","-","12","-","$1,165","$19,026","1","France, Spain, USA"
"14","11","UIP","$6,485","-56.1%","6","-3","$1,081","$2,232,320","7","USA",""
"15","13","The Proposal","Disney","$6,235","-10.1%","1","-","$6,235","$889,626","8","USA"
"16","10","Ghosts of Girlfriends Past","Gulf","$4,142","-73.4%","2","-3","$2,071","$417,657","4","USA"
"17","12","My Bloody Valentine 3-D","Gulf","$3,852","-51.8%","1","-2","$3,852","$272,865","4","USA"
"18","14","Up","Disney","$2,720","-6.3%","1","-","$2,720","$1,014,901","10","USA"
"19","17","Land of the Lost","UIP","$2,129","+57.7%","1","-","$2,129","$551,829","5","USA"
"20","18","I Love You Man","UIP","$1,617","+36.8%","1","-","$1,617","$214,893","6","USA"
"21","19"," Missing Lynx (El Lince Perdido)","Gulf","$1,236","+42.2%","1","-","$1,236","$112,674","6","Spain"
"22","15","Terminator Salvation: The Future Begins","Gulf","$983","-44.2%","1","-","$983","$1,577,350","12","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","The Hangover","WB","$356,996","-","20","-","$17,850","$485,702","1","USA"
"2","N","Fighting","Gulf","$173,871","-","20","-","$8,694","$218,275","1","USA"
"3","1"," 1000 Mabrouk (3aabal 3andakom)","Gulf","$160,851","-62.2%","22","+3","$7,311","$795,378","2","Unknown"
"4","N","Imagine That","UIP","$149,697","-","20","-","$7,485","$208,469","1","Germany, USA"
"5","N","Blood: The Last Vampire","Italian","$86,003","-","19","-","$4,526","$120,470","1","Argentina, France, HK, Japan"
"6","2","Public Enemies","UIP","$79,183","-76.7%","21","-7","$3,771","$548,292","2","Unknown"
"7","4","G-Force","Disney","$62,867","-56.9%","19","-2","$3,309","$316,894","2","Unknown"
"8","3","Harry Potter and the Half Blood Prince","WB","$58,759","-65.2%","8","-18","$7,345","$1,363,774","3","Unknown"
"9","6","Ice Age: Dawn of the Dinosaurs","Fox","$46,529","-29.1%","4","-","$11,632","$1,248,497","5","Unknown"
"10","5","Ghosts of Girlfriends Past","Gulf","$15,586","-77.1%","5","-12","$3,117","$411,849","3","USA"
"11","8","UIP","$14,756","-52.2%","9","-8","$1,640","$2,222,000","6","USA",""
"12","7","My Bloody Valentine 3-D","Gulf","$7,994","-75.1%","3","-16","$2,665","$267,422","3","USA"
"13","13","The Proposal","Disney","$6,933","-13.1%","1","-","$6,933","$880,302","7","USA"
"14","14","Up","Disney","$2,902","-11.2%","1","-","$2,902","$1,010,044","9","USA"
"15","16","Terminator Salvation: The Future Begins","Gulf","$1,760","-4.2%","1","-","$1,760","$1,575,787","11","USA"
"16","9"," The Brøken","Gulf","$1,576","-91.8%","1","-7","$1,576","$29,859","2","France, UK"
"17","12","Land of the Lost","UIP","$1,350","-88.8%","1","-7","$1,350","$548,826","4","USA"
"18","15","I Love You Man","UIP","$1,182","-36.1%","1","-","$1,182","$212,568","5","USA"
"19","19"," Missing Lynx (El Lince Perdido)","Gulf","$869","-23.2%","1","-1","$869","$110,452","5","Spain"
"20","11","Swing Vote","Gulf","$770","-95.3%","1","-13","$770","$24,163","2","USA"
"21","20","17 Again","Gulf","$555","-40.1%","1","-","$555","$633,408","8","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N"," 1000 Mabrouk (3aabal 3andakom)","Gulf","$425,052","-","19","-","$22,371","$425,052","1","Unknown"
"2","N","Public Enemies","UIP","$339,649","-","28","-","$12,130","$339,649","1","Unknown"
"3","1","Harry Potter and the Half Blood Prince","WB","$168,991","-80.6%","26","-11","$6,500","$1,209,686","2","Unknown"
"4","N","G-Force","Disney","$145,902","-","21","-","$6,948","$145,902","1","Unknown"
"5","2","Ghosts of Girlfriends Past","Gulf","$68,031","-69.2%","17","-2","$4,002","$356,739","2","USA"
"6","5","Ice Age: Dawn of the Dinosaurs","Fox","$65,582","-49.6%","4","-1","$16,396","$1,134,451","4","Unknown"
"7","3","My Bloody Valentine 3-D","Gulf","$32,095","-79.7%","19","-","$1,689","$240,466","2","USA"
"8","7","UIP","$30,867","-61.6%","17","-2","$1,816","$2,188,262","5","USA",""
"9","N"," The Brøken","Gulf","$19,217","-","8","-","$2,402","$19,217","1","France, UK"
"10","4"," Al Saffah","Gulf","$18,192","-88.2%","11","-8","$1,654","$218,205","2","Unknown"
"11","N","Swing Vote","Gulf","$16,360","-","14","-","$1,169","$16,360","1","USA"
"12","6","Land of the Lost","UIP","$12,073","-86.0%","8","-10","$1,509","$540,467","3","USA"
"13","10","The Proposal","Disney","$7,981","-65.8%","1","-2","$7,981","$864,881","6","USA"
"14","12","Up","Disney","$3,267","-61.1%","1","-1","$3,267","$1,003,912","8","USA"
"15","13","I Love You Man","UIP","$1,851","-73.7%","1","-1","$1,851","$209,878","4","USA"
"16","17","Terminator Salvation: The Future Begins","Gulf","$1,838","+36.2%","1","-","$1,838","$1,572,007","10","USA"
"17","8"," Dabbour","Gulf","$1,683","-94.4%","1","-5","$1,683","$221,799","3","Unknown"
"18","9","Passengers","Gulf","$1,560","-94.2%","1","-14","$1,560","$211,752","3","USA"
"19","14"," Missing Lynx (El Lince Perdido)","Gulf","$1,131","-82.8%","2","-7","$566","$108,301","4","Spain"
"20","21","17 Again","Gulf","$926","+172.4%","1","-","$926","$632,124","7","USA"
"21","11","Largo Winch","Gulf","$741","-94.2%","1","-7","$741","$331,019","4","France"
"22","15","Last Chance Harvey","Gulf","$647","-79.9%","1","-1","$647","$42,847","3","UK, USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Harry Potter and the Half Blood Prince","WB","$870,232","-","37","-","$23,520","$1,040,695","1","Unknown"
"2","N","Ghosts of Girlfriends Past","Gulf","$221,007","-","19","-","$11,632","$288,709","1","USA"
"3","N","My Bloody Valentine 3-D","Gulf","$158,353","-","19","-","$8,334","$208,371","1","USA"
"4","N"," Al Saffah","Gulf","$153,603","-","19","-","$8,084","$200,013","1","Unknown"
