" Movie Title","Distributor","Gross","Release"
"The Dark Knight","WB","$20,156,555","7/18"
"Madagascar: Escape 2 Africa","PPI","$16,949,456","12/12"
"Kung Fu Panda","PPI","$16,379,155","7/4"
"Iron Man","PPI","$14,111,441","4/30"
"Hancock","Sony","$13,628,864","7/4"
"Indiana Jones and the Kingdom of the Crystal Skull","PPI","$13,291,372","5/22"
"The Mummy: Tomb of the Dragon Emperor","PPI","$10,871,420","8/1"
"I Am Legend","WB","$10,570,710","1/18"
"Meu Nome Não é Johnny","Sony","$10,324,959","1/4"
"The Chronicles of Narnia: Prince Caspian","Disney","$7,488,057","5/30"
"Quantum of Solace","Sony","$7,483,199","11/7"
"Twilight","Paris","$6,681,383","12/19"
"Journey to the Center of the Earth","PlayArte","$6,544,622","7/11"
"Marley and Me","Fox","$6,314,657","12/25"
"Wall-E","Disney","$6,304,500","6/27"
"10,000 B.C.","WB","$5,918,492","3/7"
"High School Musical 3: Senior Year","Disney","$5,578,999","10/24"
"Alvin and the Chipmunks","Fox","$5,514,934","1/4"
"Dr. Seuss' Horton Hears a Who!","Fox","$5,340,844","3/14"
"The Incredible Hulk","PPI","$5,268,777","6/13"
"The Bucket List","WB","$5,262,715","2/22"
"What Happens in Vegas","Fox","$5,262,090","6/27"
"Get Smart","WB","$5,131,880","6/20"
"Superhero Movie","Imagem","$5,061,196","4/18"
"National Treasure: Book of Secrets","Disney","$4,975,758","1/25"
"Wanted","PPI","$4,907,518","8/22"
"Made of Honor","Sony","$4,656,981","5/16"
"Seven Pounds","Sony","$4,651,219","12/25"
"Speed Racer","WB","$4,597,888","5/9"
"The Happening","Fox","$4,375,973","6/13"
"Sex and the City","PlayArte","$4,332,760","6/6"
"Jumper","Fox","$4,294,241","3/28"
"The Kite Runner","PPI","$4,080,987","1/18"
"Blindness","Fox","$4,051,714","9/12"
"Juno","Paris","$4,037,522","2/22"
"You Don't Mess with the Zohan","Sony","$3,824,858","8/15"
"P.S. I Love You","Paris","$3,625,379","1/4"
"Mamma Mia!","PPI","$3,581,745","9/12"
"21","Sony","$3,352,024","4/18"
"Disaster Movie","Imagem","$3,089,501","10/3"
"American Gangster","PPI","$3,072,031","1/25"
"Era Uma Vez...","Sony","$2,814,242","7/25"
"Righteous Kill","California","$2,748,200","10/10"
"The Water Horse: Legend of the Deep","Sony","$2,743,401","2/1"
"Vantage Point","Sony","$2,638,827","3/14"
"Saw V","Disney","$2,554,935","10/31"
"Vicky Cristina Barcelona","Imagem","$2,533,455","11/14"
"No Country for Old Men","PPI","$2,283,901","2/1"
"Burn After Reading","UPI","$2,168,745","11/28"
"Hellboy II: The Golden Army","PPI","$2,141,188","9/5"
"The Game Plan","Disney","$2,138,638","4/11"
"Alien vs. Predator - Requiem","Fox","$2,095,169","1/11"
"Sexo con amor","Fox","$2,044,777","2/1"
"My Best Friend's Girl","Imagem","$1,985,004","10/17"
"Rambo","Imagem","$1,956,148","2/29"
"Bezerra de Menezes: O Diário de um Espírito","Fox","$1,948,414","8/29"
"A Casa da Mãe Joana","Fox","$1,856,100","9/19"
"27 Dresses","Fox","$1,834,923","2/15"
"The Spiderwick Chronicles","PPI","$1,770,281","3/21"
"Street Kings","Fox","$1,727,207","4/18"
"Fly Me to the Moon","PlayArte","$1,683,313","10/10"
"Última Parada 174","PPI","$1,632,444","10/24"
"Body of Lies","WB","$1,625,422","11/28"
"Meet Dave","Fox","$1,556,297","8/8"
"The X-Files: I Want to Believe","Fox","$1,553,329","7/25"
"Flawless (2007)","Paris","$1,518,622","4/11"
"Bangkok Dangerous (2008)","PlayArte","$1,507,202","9/12"
"Charlie Wilson's War","PPI","$1,474,150","2/29"
"Atonement","PPI","$1,453,180","1/11"
"Awake","PlayArte","$1,397,349","4/4"
"Babylon A.D.","Fox","$1,361,097","9/19"
"Nights in Rodanthe","WB","$1,319,679","10/3"
"Mad Money","California","$1,269,907","4/4"
"Sweeney Todd: The Demon Barber of Fleet Street","WB","$1,255,604","2/8"
"Inkheart","PlayArte","$1,239,242","12/25"
"The Forbidden Kingdom","Imagem","$1,221,451","8/29"
"O Guerreiro Didi e a Ninja Lili","Disney","$1,213,704","6/20"
"My Blueberry Nights","Europa","$1,210,055","4/11"
"Chasseurs de dragons (Dragon Hunters)","Imagem","$1,194,590","9/5"
"Cloverfield","PPI","$1,177,433","2/8"
"My Mom's New Boyfriend (a.k.a. Homeland Security)","Imagem","$1,169,807","8/8"
"A Guerra dos Rocha","Fox","$1,111,745","10/10"
"The Bank Job","Imagem","$1,109,932","5/16"
"Definitely, Maybe","PPI","$1,104,670","4/25"
"There Will Be Blood","Disney","$1,090,464","2/15"
"Rendition","PlayArte","$1,063,495","1/11"
"The Mist","Paris","$1,049,890","8/29"
"Max Payne","Fox","$1,042,018","11/21"
"The Strangers","Paris","$1,001,403","11/21"
"The Seeker: The Dark Is Rising","Fox","$1,000,400","1/18"
"Elizabeth: The Golden Age","PPI","$994,719","2/15"
"Space Chimps","Paris","$992,068","7/25"
"Taken","Fox","$991,031","10/3"
"Cassandra's Dream","Imagem","$990,951","4/30"
"Star Wars: The Clone Wars","WB","$973,666","8/15"
"Shutter","Fox","$942,510","4/11"
"Chega de Saudade","Disney","$926,400","3/21"
"Dan in Real Life","Europa","$889,822","10/31"
"The Other Boleyn Girl","Imagem","$885,394","6/13"
"Eagle Eye","PPI","$877,703","9/26"
"Romance (2008)","Disney","$874,629","11/14"
"Eastern Promises","PlayArte","$857,331","2/22"
"Os Desafinados","Downtown","$839,450","8/29"
"The Nanny Diaries","Imagem","$794,165","1/11"
"Fool's Gold","WB","$775,684","3/21"
"The Eye","PPI","$764,683","3/14"
"Mirrors","Fox","$752,591","10/17"
"Meet the Spartans","Fox","$744,052","2/29"
"Linha de Passe","PPI","$743,584","9/5"
"Tropic Thunder","PPI","$724,576","8/29"
"Transporter 3","Imagem","$634,790","12/12"
"One Missed Call","WB","$626,968","4/18"
"The Hunting Party","Europa","$620,003","8/8"
"[Rec]","California","$605,899","11/14"
"3:10 to Yuma (2007)","Imagem","$589,051","2/15"
"Nim's Island","PPI","$583,129","7/18"
"2 Days in Paris","Imagem","$568,405","3/14"
"August Rush","Europa","$562,561","2/15"
"College","California","$562,200","12/5"
"Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour","Disney","$522,738","4/25"
"Death Race","PPI","$508,858","10/17"
"Over Her Dead Body","Paris","$490,554","9/19"
"Polaróides Urbanas","Disney","$489,796","2/29"
"A Mulher do meu Amigo","Disney","$487,258","11/20"
"Entre Lençóis","Imagem","$469,130","12/5"
"The Women (2008)","California","$435,311","9/26"
"Before the Devil Knows You're Dead","Europa","$434,515","6/6"
"Le Scaphandre et le papillon (The Diving Bell and the Butterfly)","Europa","$429,100","7/4"
"The Duchess","PPI","$422,381","11/21"
"Mr. Woodcock","PlayArte","$409,855","3/7"
"Butterfly on a Wheel","Europa","$408,532","4/25"
"U2 3D","PlayArte","$372,881","8/29"
"Evening","Europa","$361,959","7/25"
"El Orfanato (The Orphanage)","California","$356,916","3/7"
"Irina Palm","Imovision","$351,260","3/28"
"Death Defying Acts","Imagem","$339,298","3/28"
"The House Bunny","Sony","$329,595","10/10"
"The Boy in the Striped Pajamas","Disney","$327,032","12/12"
"El Baño del Papa (The Pope's Toilet)","Imovision","$313,199","3/14"
"Into the Wild","PPI","$311,071","2/22"
"Good Luck Chuck","Sony","$310,272","2/22"
"Estômago","Downtown","$302,539","4/11"
"Smother","California","$287,697","6/20"
"Hors de prix (Priceless)","Imagem","$272,493","6/27"
"Etz Limon (Lemon Tree)","Imovision","$269,455","8/8"
"Once","Imagem","$265,201","4/18"
"Auf der anderen Seite (Yasamin kiyisinda) (The Edge of Heaven)","Imovision","$261,601","7/4"
"Feast of Love","Europa","$258,401","5/9"
"RockNRolla","WB","$247,275","10/31"
"Fireflies in the Garden","Imagem","$245,532","10/31"
"O Signo da Cidade","Europa","$240,699","1/25"
"Mio fratello è figlio unico (My Brother Is an Only Child)","PlayArte","$237,883","8/1"
"Traitor","PlayArte","$226,627","11/14"
"Away from Her","Moviemax","$226,539","5/16"
"Elegy","Imagem","$225,689","10/10"
"Hugo - O Tesouro Da Amazonia","Focus","$224,285","11/28"
"4 luni, 3 saptamâni si 2 zile (4 Months, 3
Weeks, 2 Days)","Lumeba","$221,167","1/25"
"Never Back Down","Paris","$220,000","8/15"
"Step Brothers","Sony","$219,207","10/24"
