" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"6","5","UIP","$96,356","-25.2%","27","-1","$3,569","$1,320,264","4",""
"7","4","Cars 2","Disney","$89,580","-32.7%","41","+1","$2,185","$1,122,632","5"
"8","N","Winnie the Pooh","Disney","$66,586","-","24","-","$2,774","$66,586","1"
"9","6","Mr. Popper's Penguins","Fox","$51,354","-31.3%","13","-1","$3,950","$346,002","3"
"10","7","The Hangover Part II","WB","$43,827","-36.1%","16","-4","$2,739","$3,033,522","9"
"11","8","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$30,779","-21.2%","8","-2","$3,847","$3,060,678","10"
"12","9","Fast Five","UIP","$22,932","-21.9%","8","-2","$2,867","$2,932,037","11"
"13","10","X-Men: First Class","Fox","$12,533","-46.7%","6","-2","$2,089","$1,048,752","8"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Harry Potter and the Deathly Hallows (Part Two)","WB","$1,206,225","-","48","-","$25,130","$1,206,225","1"
"2","2","Kung Fu Panda 2","UIP","$185,773","-17.7%","45","-13","$4,128","$2,088,248","5"
"3","4","Bridesmaids","UIP","$172,577","+5.3%","24","-","$7,191","$468,008","2"
"4","3","Cars 2","Disney","$133,060","-22.3%","40","-8","$3,327","$964,402","4"
"5","1","UIP","$128,885","-53.8%","28","-7","$4,603","$1,152,624","3",""
"6","6","Mr. Popper's Penguins","Fox","$74,751","-16.1%","14","-","$5,339","$233,838","2"
"7","5","The Hangover Part II","WB","$68,580","-35.9%","20","-8","$3,429","$2,953,468","8"
"8","7","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$39,061","-33.4%","10","-6","$3,906","$3,008,011","9"
"9","8","Fast Five","UIP","$29,351","-29.8%","10","-4","$2,935","$2,896,615","10"
"10","9","X-Men: First Class","Fox","$23,509","-36.2%","8","-6","$2,939","$1,022,041","7"
"11","10","Secretariat","Disney","$3,295","-52.2%","6","-3","$549","$14,345","2"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"
"1","1","UIP","$279,055","-40.7%","35","+4","$7,973","$914,327","2"
"2","2","Kung Fu Panda 2","UIP","$225,768","-5.2%","58","-3","$3,893","$1,786,175"
"3","3","Cars 2","Disney","$171,229","-19.9%","48","-5","$3,567","$739,999"
"4","N","Bridesmaids","UIP","$163,919","-","24","-","$6,830","$202,071"
"5","4","The Hangover Part II","WB","$106,941","-18.5%","28","-1","$3,819","$2,840,956"
"6","N","Mr. Popper's Penguins","Fox","$89,070","-","14","-","$6,362","$89,070"
"7","5","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$58,639","-12.3%","16","-","$3,665","$2,940,328"
"8","6","Fast Five","UIP","$41,807","-31.2%","14","-11","$2,986","$2,847,217"
"9","7","X-Men: First Class","Fox","$36,838","-31.0%","14","-5","$2,631","$983,221"
"10","N","Secretariat","Disney","$6,886","-","9","-","$765","$6,886"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"
"1","N","UIP","$470,742","-","31","-","$15,185","$470,742","1"
"2","1","Kung Fu Panda 2","UIP","$238,169","+0.4%","61","-","$3,904","$1,402,908"
"3","2","Cars 2","Disney","$213,697","+3.1%","53","-2","$4,032","$459,012"
"4","3","The Hangover Part II","WB","$131,181","-28.5%","29","-","$4,523","$2,667,932"
"5","4","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$66,833","-32.3%","16","-5","$4,177","$2,846,321"
"6","6","Fast Five","UIP","$60,779","-26.4%","25","-3","$2,431","$2,763,232"
"7","5","X-Men: First Class","Fox","$53,354","-41.9%","19","-1","$2,808","$916,352"
"8","7","Priest","Sony","$1,573","-73.1%","3","-","$524","$92,977"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Kung Fu Panda 2","UIP","$237,176","-23.2%","61","-","$3,888","$1,083,407","2"
"2","N","Cars 2","Disney","$207,236","-","55","-","$3,768","$207,577","1"
"3","2","The Hangover Part II","WB","$183,556","-21.8%","29","-","$6,330","$2,423,952","5"
"4","3","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$98,732","-21.5%","21","-3","$4,702","$2,695,587","6"
"5","4","X-Men: First Class","Fox","$91,759","-25.1%","20","-","$4,588","$813,645","4"
"6","5","Fast Five","UIP","$82,538","+8.3%","28","-1","$2,948","$2,621,574","7"
"7","6","Priest","Sony","$5,850","-74.6%","3","-7","$1,950","$90,118","3"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Kung Fu Panda 2","UIP","$308,859","-","61","-","$5,063","$767,731","1"
"2","1","The Hangover Part II","WB","$234,757","-34.3%","29","-","$8,095","$2,163,299","4"
"3","2","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$125,744","-45.2%","24","-3","$5,239","$2,534,035","5"
"4","3","X-Men: First Class","Fox","$122,447","-30.5%","20","-","$6,122","$672,632","3"
"5","4","Fast Five","UIP","$76,223","-50.6%","29","-1","$2,628","$2,492,143","6"
"6","6","Priest","Sony","$23,063","-41.8%","10","-","$2,306","$72,922","2"
"7","5","Rio","Fox","$18,851","-53.4%","21","+1","$898","$2,686,430","11"
"8","7","Hop","UIP","$7,973","-51.5%","14","+4","$570","$469,107","11"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","The Hangover Part II","WB","$357,343","-22.6%","29","-","$12,322","$1,827,445","3"
"2","2","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$229,493","-23.0%","27","-","$8,500","$2,349,975","4"
"3","3","X-Men: First Class","Fox","$176,250","-8.8%","20","-","$8,813","$500,809","2"
"4","4","Fast Five","UIP","$154,267","-13.1%","30","-2","$5,142","$2,340,590","5"
"5","5","Rio","Fox","$40,463","+22.2%","20","-3","$2,023","$2,661,030","10"
"6","N","Priest","Sony","$39,631","-","10","-","$3,963","$39,631","1"
"7","6","Hop","UIP","$16,441","+21.0%","10","-4","$1,644","$458,286","10"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","The Hangover Part II","WB","$461,448","-11.1%","29","-","$15,912","$1,176,794","2"
"2","2","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$298,028","-38.2%","27","-","$11,038","$1,951,997","3"
"3","N","X-Men: First Class","Fox","$193,345","-","20","-","$9,667","$193,345","1"
"4","3","Fast Five","UIP","$177,550","-36.2%","32","-2","$5,548","$2,079,183","4"
"5","4","Rio","Fox","$33,112","-38.8%","23","-3","$1,440","$2,600,960","9"
"6","5","Hop","UIP","$13,583","-19.8%","14","+3","$970","$434,165","9"
"7","6","Rango","UIP","$7,410","-46.2%","12","+1","$618","$978,862","12"
"8","7","Unknown","WB","$6,090","-48.4%","7","-3","$870","$843,701","11"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","The Hangover Part II","WB","$518,841","-","29","-","$17,891","$518,841","1"
"2","1","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$482,387","-39.4%","27","-","$17,866","$1,549,612","2"
"3","2","Fast Five","UIP","$278,074","-37.7%","34","-","$8,179","$1,840,523","3"
"4","3","Rio","Fox","$54,129","-34.1%","26","-7","$2,082","$2,602,398","8"
"5","6","Hop","UIP","$16,934","-30.1%","11","-2","$1,539","$425,245","8"
"6","7","Rango","UIP","$13,774","-36.9%","11","-10","$1,252","$973,716","11"
"7","5","Unknown","WB","$11,812","-51.8%","10","-6","$1,181","$847,093","10"
"8","4","Thor","UIP","$11,239","-72.1%","8","-7","$1,405","$748,171","5"
"9","11","Hall Pass","WB","$4,659","-55.4%","7","-2","$666","$639,790","11"
"10","9","No Strings Attached","UIP","$4,347","-72.7%","7","-5","$621","$1,132,876","13"
"11","10","The Adjustment Bureau","UIP","$3,874","-67.8%","8","+2","$484","$463,512","7"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$795,610","-","27","-","$29,467","$839,599","1"
"2","1","Fast Five","UIP","$446,012","-40.2%","34","-2","$13,118","$1,425,136","2"
"3","3","Rio","Fox","$82,087","-23.0%","33","-8","$2,487","$2,538,677","7"
"4","2","Thor","UIP","$40,220","-73.1%","15","-9","$2,681","$723,650","4"
"5","4","Unknown","WB","$24,491","-41.3%","16","-","$1,531","$825,060","9"
"6","5","Hop","UIP","$24,208","-5.9%","13","-","$1,862","$406,169","7"
"7","9","Rango","UIP","$21,812","+9.7%","21","-2","$1,039","$957,262","10"
"8","6","Just Go With It","Sony","$20,547","-18.6%","7","-1","$2,935","$1,728,634","15"
"9","8","No Strings Attached","UIP","$15,942","-20.4%","12","+1","$1,329","$1,128,529","12"
"10","7","The Adjustment Bureau","UIP","$12,027","-48.8%","6","-5","$2,005","$454,176","6"
"11","10","Hall Pass","WB","$10,447","-34.5%","9","-","$1,161","$631,236","10"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Fast Five","UIP","$745,639","-","36","-","$20,712","$745,639","1"
"2","1","Thor","UIP","$149,357","-11.5%","24","-1","$6,223","$652,032","3"
"3","2","Rio","Fox","$106,574","+23.8%","41","-2","$2,599","$2,441,903","6"
"4","3","Unknown","WB","$41,718","+14.6%","16","+1","$2,607","$788,936","8"
"5","8","Hop","UIP","$25,729","+57.0%","13","-4","$1,979","$379,186","6"
"6","5","Just Go With It","Sony","$25,239","+0.9%","8","-3","$3,155","$1,697,772","14"
"7","4","The Adjustment Bureau","UIP","$23,498","-24.0%","11","-7","$2,136","$434,923","5"
"8","6","No Strings Attached","UIP","$20,038","-9.1%","11","-2","$1,822","$1,107,439","11"
"9","9","Rango","UIP","$19,893","+75.2%","23","-3","$865","$933,526","9"
"10","7","Hall Pass","WB","$15,950","-20.0%","9","-3","$1,772","$616,289","9"
"11","11","Morning Glory","UIP","$7,667","+24.6%","5","-3","$1,533","$325,646","7"
"12","10","Sucker Punch","WB","$2,129","-68.6%","4","-12","$532","$124,923","4"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Thor","UIP","$168,815","-21.5%","25","+1","$6,753","$383,985","2"
"2","2","Rio","Fox","$86,091","-39.6%","43","-","$2,002","$2,310,499","5"
"3","4","Unknown","WB","$36,392","-6.0%","15","-","$2,426","$732,369","7"
"4","3","The Adjustment Bureau","UIP","$30,933","-40.5%","18","-1","$1,719","$395,611","4"
"5","6","Just Go With It","Sony","$25,005","-12.5%","11","+1","$2,273","$1,659,843","13"
"6","5","No Strings Attached","UIP","$22,047","-23.0%","13","-4","$1,696","$1,076,812","10"
"7","8","Hall Pass","WB","$19,945","+6.6%","12","+1","$1,662","$590,612","8"
"8","7","Hop","UIP","$16,390","-36.1%","17","-3","$964","$348,368","5"
"9","9","Rango","UIP","$11,353","-39.2%","26","-3","$437","$909,455","8"
"10","10","Sucker Punch","WB","$6,783","-59.3%","16","-","$424","$119,448","3"
"11","11","Morning Glory","UIP","$6,153","-54.7%","8","-3","$769","$313,430","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Thor","UIP","$215,170","-","24","-","$8,965","$215,170","1"
"2","1","Rio","Fox","$142,506","-78.4%","43","-1","$3,314","$2,204,997","4"
"3","2","The Adjustment Bureau","UIP","$51,947","-58.6%","19","-4","$2,734","$349,586","3"
"4","4","Unknown","WB","$38,732","-59.3%","15","-2","$2,582","$684,099","6"
"5","8","No Strings Attached","UIP","$28,638","-52.9%","17","+1","$1,685","$1,046,606","9"
"6","7","Just Go With It","Sony","$28,588","-55.4%","10","-2","$2,859","$1,626,260","12"
"7","3","Hop","UIP","$25,638","-77.6%","20","-12","$1,282","$328,981","4"
"8","9","Hall Pass","WB","$18,704","-63.2%","11","-1","$1,700","$564,155","7"
"9","5","Rango","UIP","$18,674","-79.8%","29","-3","$644","$895,693","7"
"10","6","Sucker Punch","WB","$16,672","-76.7%","16","-","$1,042","$108,965","2"
"11","10","Morning Glory","UIP","$13,569","-66.6%","11","-6","$1,234","$302,998","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens / Avg."," Gross-to-Date"," Week",""
"1","-","Rio","Fox","$658,328","-","44","$14,962","$1,812,453","3"
"2","-","The Adjustment Bureau","UIP","$125,330","-","23","$5,449","$274,073","2"
"3","-","Hop","UIP","$114,188","-","32","$3,568","$272,114","3"
"4","-","Unknown","WB","$95,240","-","17","$5,602","$603,340","5"
"5","-","Rango","UIP","$92,299","-","32","$2,884","$834,876","6"
"6","N","Sucker Punch","WB","$71,652","-","16","$4,478","$71,652","1"
"7","1","Just Go With It","Sony","$64,029","+66.0%","12","$5,336","$1,577,600","11"
"8","-","No Strings Attached","UIP","$60,789","-","16","$3,799","$982,348","8"
"9","-","Hall Pass","WB","$50,861","-","12","$4,238","$516,177","6"
"10","-","Morning Glory","UIP","$40,645","-","17","$2,391","$277,184","4"
"11","-","Red Riding Hood","WB","$31,753","-","21","$1,512","$169,319","3"
"12","-","Yogi Bear","WB","$28,976","-","20","$1,449","$496,884","7"
"13","-","The Dilemma","UIP","$10,850","-","7","$1,550","$131,314","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Rio","Fox","$242,699","-","44","-","$5,516","$242,699","1"
"2","1","Unknown","WB","$87,336","-12.2%","16","-","$5,459","$369,753","3"
"3","5","Hall Pass","WB","$56,589","+0.9%","17","-1","$3,329","$383,754","4"
"4","N","Red Riding Hood","WB","$48,420","-","22","-","$2,201","$48,420","1"
"5","3","Rango","UIP","$45,000","-31.7%","33","-4","$1,364","$585,985","4"
"6","7","Just Go With It","Sony","$44,296","+2.7%","12","-1","$3,691","$1,418,109","9"
"7","2","Morning Glory","UIP","$44,125","-38.5%","22","+2","$2,006","$161,635","2"
"8","6","No Strings Attached","UIP","$40,254","-13.0%","17","-2","$2,368","$831,602","6"
"9","4","Justin Bieber: Never Say Never","UIP","$20,664","-68.0%","20","-3","$1,033","$99,154","2"
"10","N","Hop","UIP","$16,520","-","18","-","$918","$17,016","1"
"11","10","The Dilemma","UIP","$15,388","-24.7%","13","-4","$1,184","$92,978","3"
"12","9","Yogi Bear","WB","$11,878","-50.2%","22","-14","$540","$426,635","5"
"13","14","The Roommate","Sony","$2,716","-64.4%","3","-","$905","$12,686","2"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Unknown","WB","$99,410","-8.1%","16","-1","$6,213","$251,046","2"
"2","N","Morning Glory","UIP","$71,735","-","20","-","$3,587","$97,314","1"
"3","2","Rango","UIP","$65,843","-30.0%","37","-4","$1,780","$523,223","3"
"4","N","Justin Bieber: Never Say Never","UIP","$64,542","-","23","-","$2,806","$64,542","1"
"5","3","Hall Pass","WB","$56,092","-19.8%","18","-3","$3,116","$311,100","3"
"6","4","No Strings Attached","UIP","$46,292","-22.1%","19","-5","$2,436","$775,923","5"
"7","5","Just Go With It","Sony","$43,138","-25.4%","13","-10","$3,318","$1,361,139","8"
"8","6","Mars Needs Moms","Disney","$30,169","-22.6%","20","-1","$1,508","$303,258","3"
"9","8","Yogi Bear","WB","$23,826","-19.7%","36","+2","$662","$407,850","4"
"10","9","The Dilemma","UIP","$20,425","-28.7%","17","-","$1,201","$70,209","2"
"11","10","Black Swan","Fox","$13,380","-48.2%","11","-4","$1,216","$1,553,873","11"
"12","7","True Grit","UIP","$11,007","-68.0%","11","-6","$1,001","$858,068","7"
"13","11","Battle: Los Angeles","Sony","$8,418","-62.8%","10","-4","$842","$228,431","4"
"14","N","The Roommate","Sony","$7,636","-","3","-","$2,545","$7,636","1"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Unknown","WB","$108,148","-","17","-","$6,362","$108,148","1"
"2","1","Rango","UIP","$93,998","-50.8%","41","-","$2,293","$415,276","2"
"3","5","Hall Pass","WB","$69,945","-35.9%","21","-2","$3,331","$221,317","2"
"4","4","No Strings Attached","UIP","$59,434","-46.1%","24","-2","$2,476","$675,651","4"
"5","6","Just Go With It","Sony","$57,822","-32.7%","23","-","$2,514","$1,295,980","7"
"6","2","Mars Needs Moms","Disney","$38,989","-66.6%","21","-10","$1,857","$252,002","2"
"7","8","True Grit","UIP","$34,369","-20.6%","17","-2","$2,022","$787,266","6"
"8","3","Yogi Bear","WB","$29,667","-73.9%","34","-3","$873","$359,776","3"
"9","N","The Dilemma","UIP","$28,627","-","17","-","$1,684","$37,811","1"
"10","9","Black Swan","Fox","$25,845","-29.7%","15","+6","$1,723","$1,457,776","10"
"11","7","Battle: Los Angeles","Sony","$22,606","-61.1%","14","-4","$1,615","$215,571","3"
"12","10","I Am Number Four","Disney","$9,620","-54.5%","11","-2","$875","$429,919","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Rango","UIP","$191,136","-","41","-","$4,662","$192,006","1"
"2","N","Mars Needs Moms","Disney","$116,708","-","31","-","$3,765","$116,708","1"
"3","2","Yogi Bear","WB","$113,767","+6.9%","37","-","$3,075","$235,163","2"
"4","1","No Strings Attached","UIP","$110,170","-31.7%","26","+1","$4,237","$574,794","3"
"5","N","Hall Pass","WB","$109,142","-","23","-","$4,745","$109,142","1"
"6","3","Just Go With It","Sony","$85,876","-18.6%","23","-","$3,734","$1,200,451","6"
"7","4","Battle: Los Angeles","Sony","$58,036","-37.0%","18","-1","$3,224","$170,799","2"
"8","5","True Grit","UIP","$43,286","-43.2%","19","-6","$2,278","$733,409","5"
"9","6","Black Swan","Fox","$36,782","-36.5%","9","-11","$4,087","$1,415,756","9"
"10","7","I Am Number Four","Disney","$21,135","-44.0%","13","-4","$1,626","$407,251","5"
"11","9","How Do You Know","Sony","$6,118","-67.1%","5","-10","$1,224","$155,414","4"
"12","11","Faster","Sony","$1,997","-85.8%","2","-2","$999","$45,156","3"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","No Strings Attached","UIP","$161,396","-4.8%","25","-","$6,456","$417,747","2"
"2","N","Yogi Bear","WB","$106,411","-","37","-","$2,876","$106,411","1"
"3","2","Just Go With It","Sony","$105,503","-17.6%","23","-","$4,587","$1,086,251","5"
"4","N","Battle: Los Angeles","Sony","$92,153","-","19","-","$4,850","$92,153","1"
"5","3","True Grit","UIP","$76,176","-22.7%","25","+1","$3,047","$667,010","4"
"6","4","Black Swan","Fox","$57,932","-29.1%","20","-","$2,897","$1,362,102","8"
"7","5","I Am Number Four","Disney","$37,756","-27.7%","17","-3","$2,221","$377,564","4"
"8","7","Tangled","Disney","$22,846","-10.1%","31","+1","$737","$2,400,516","16"
"9","6","How Do You Know","Sony","$18,589","-38.0%","15","-","$1,239","$144,511","3"
"10","9","Megamind","UIP","$14,115","-5.6%","11","-7","$1,283","$1,339,654","15"
"11","8","Faster","Sony","$14,045","-34.2%","4","-","$3,511","$40,428","2"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","No Strings Attached","UIP","$169,454","-","25","-","$6,778","$204,821","1"
"2","1","Just Go With It","Sony","$128,023","-24.4%","23","-","$5,566","$939,725","4"
"3","2","True Grit","UIP","$98,533","-41.2%","24","+1","$4,106","$560,438","3"
"4","4","Black Swan","Fox","$81,655","+6.5%","20","-","$4,083","$1,275,682","7"
"5","3","I Am Number Four","Disney","$52,224","-44.4%","20","-","$2,611","$325,517","3"
"6","5","How Do You Know","Sony","$30,003","-55.2%","15","-","$2,000","$114,399","2"
"7","6","Tangled","Disney","$25,420","-41.8%","30","-","$847","$2,371,257","15"
"8","N","Faster","Sony","$21,357","-","4","-","$5,339","$21,357","1"
"9","7","Megamind","UIP","$14,953","-30.6%","18","+2","$831","$1,319,738","14"
"10","9","The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$9,948","-43.2%","14","-","$711","$813,599","13"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Just Go With It","Sony","$169,222","-14.8%","23","-","$7,357","$758,576","3"
"2","2","True Grit","UIP","$167,582","-4.5%","23","-","$7,286","$403,647","2"
"3","3","I Am Number Four","Disney","$93,936","-23.7%","20","+1","$4,697","$248,997","2"
"4","4","Black Swan","Fox","$76,703","-19.6%","20","-","$3,835","$1,142,868","6"
"5","N","How Do You Know","Sony","$66,918","-","15","-","$4,461","$66,918","1"
"6","6","Tangled","Disney","$43,685","+45.7%","30","-1","$1,456","$2,312,134","14"
"7","7","Megamind","UIP","$21,543","+4.5%","16","-3","$1,346","$1,289,460","13"
"8","5","The Tourist","Sony","$19,733","-37.1%","12","-5","$1,644","$1,456,319","8"
"9","10","The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$17,504","+62.5%","14","-1","$1,250","$787,693","12"
"10","11","Gulliver's Travels","Fox","$12,946","+20.7%","8","-1","$1,618","$428,737","9"
"11","8","Love and Other Drugs","Fox","$10,409","-48.7%","9","-2","$1,157","$464,154","7"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Just Go With It","Sony","$198,543","-9.6%","23","-","$8,632","$524,654","2"
"2","N","True Grit","UIP","$175,449","-","23","-","$7,628","$175,449","1"
"3","N","I Am Number Four","Disney","$123,119","-","19","-","$6,480","$123,119","1"
"4","2","Black Swan","Fox","$95,388","-30.8%","20","-","$4,769","$1,028,320","5"
"5","3","The Tourist","Sony","$31,390","-47.4%","17","-4","$1,846","$1,424,651","7"
"6","4","Tangled","Disney","$29,994","-28.1%","31","+1","$968","$2,261,486","13"
"7","6","Megamind","UIP","$20,623","-13.0%","19","-5","$1,085","$1,264,234","12"
"8","5","Love and Other Drugs","Fox","$20,298","-29.6%","11","-4","$1,845","$444,880","6"
"9","11","Hereafter","WB","$13,988","+5.4%","14","+1","$999","$319,396","6"
"10","9","The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$10,772","-32.5%","15","-2","$718","$767,026","11"
"11","7","Gulliver's Travels","Fox","$10,729","-43.5%","9","-4","$1,192","$413,846","8"
"12","8","Burlesque","Sony","$9,728","-46.0%","14","-1","$695","$85,884","3"
"13","10","Little Fockers","UIP","$8,810","-34.5%","6","-5","$1,468","$882,668","9"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Just Go With It","Sony","$219,557","-","23","-","$9,546","$219,557","1"
"2","1","Black Swan","Fox","$137,794","-21.3%","20","-","$6,890","$879,869","4"
"3","2","The Tourist","Sony","$59,668","-39.1%","21","-2","$2,841","$1,363,979","6"
"4","3","Tangled","Disney","$41,714","-24.0%","30","-1","$1,390","$2,221,070","12"
"5","4","Love and Other Drugs","Fox","$28,845","-34.4%","15","-2","$1,923","$410,824","5"
"6","7","Megamind","UIP","$23,695","-35.7%","24","-1","$987","$1,241,893","11"
"7","8","Gulliver's Travels","Fox","$18,991","-39.1%","13","-3","$1,461","$398,767","7"
"8","6","Burlesque","Sony","$18,019","-52.7%","15","-","$1,201","$68,634","2"
"9","11","The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$15,955","-9.9%","17","-1","$939","$752,439","10"
"10","9","Little Fockers","UIP","$13,447","-46.4%","11","-7","$1,222","$858,447","8"
"11","10","Hereafter","WB","$13,272","-42.3%","13","-6","$1,021","$300,332","5"
"12","5","The Green Hornet","Sony","$13,147","-68.3%","10","-7","$1,315","$358,309","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Black Swan","Fox","$174,998","-12.9%","20","-","$8,750","$680,883","3"
"2","2","The Tourist","Sony","$97,949","-19.8%","23","-","$4,259","$1,270,121","5"
"3","4","Tangled","Disney","$54,911","+1.6%","31","-","$1,771","$2,169,710","11"
"4","3","Love and Other Drugs","Fox","$43,971","-28.4%","17","-","$2,587","$366,138","4"
"5","5","The Green Hornet","Sony","$41,515","-17.8%","17","-","$2,442","$336,496","4"
"6","N","Burlesque","Sony","$38,074","-","15","-","$2,538","$38,074","1"
"7","7","Megamind","UIP","$36,837","+11.3%","25","+2","$1,473","$1,213,222","10"
"8","8","Gulliver's Travels","Fox","$31,201","-4.8%","16","+2","$1,950","$374,868","6"
"9","9","Little Fockers","UIP","$25,082","-19.4%","18","-1","$1,393","$839,226","7"
"10","6","Hereafter","WB","$23,004","-33.7%","19","-4","$1,211","$278,993","4"
"11","11","The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$17,714","-2.1%","18","-","$984","$732,840","9"
"12","10","Due Date","WB","$14,716","-21.4%","16","-","$920","$1,270,218","10"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","2","Black Swan","Fox","$200,811","+17.6%","20","+7","$10,041","$447,034","2"
"2","1","The Tourist","Sony","$122,182","-30.1%","23","-","$5,312","$1,140,704","4"
"3","3","Love and Other Drugs","Fox","$61,440","-25.5%","17","-1","$3,614","$313,099","3"
"4","7","Tangled","Disney","$54,036","+27.7%","31","-","$1,743","$2,189,963","10"
"5","4","The Green Hornet","Sony","$50,480","-31.3%","17","-4","$2,969","$284,497","3"
"6","5","Hereafter","WB","$34,669","-44.3%","23","-","$1,507","$251,627","3"
"7","10","Megamind","UIP","$33,094","+40.0%","23","-","$1,439","$1,217,134","9"
"8","9","Gulliver's Travels","Fox","$32,765","+37.0%","14","-2","$2,340","$350,740","5"
"9","6","Little Fockers","UIP","$31,111","-36.2%","19","-7","$1,637","$836,240","6"
"10","8","Due Date","WB","$18,730","-22.4%","16","+3","$1,171","$1,299,706","9"
"11","11","The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$18,093","+4.3%","18","-4","$1,005","$739,850","8"
"12","12","The Social Network","Sony","$12,236","+4.7%","7","+1","$1,748","$1,257,065","14"
"13","13","Harry Potter and the Deathly Hallows (Part One)","WB","$10,356","+9.5%","14","+4","$740","$2,457,641","11"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","The Tourist","Sony","$174,713","-30.5%","23","-","$7,596","$959,842","3"
"2","N","Black Swan","Fox","$170,744","-","13","-","$13,134","$170,744","1"
"3","3","Love and Other Drugs","Fox","$82,485","-25.0%","18","-","$4,583","$228,225","2"
"4","2","The Green Hornet","Sony","$73,473","-34.4%","21","-","$3,499","$213,302","2"
"5","4","Hereafter","WB","$62,227","-40.3%","23","-","$2,706","$195,008","2"
"6","5","Little Fockers","UIP","$48,755","-31.4%","26","-2","$1,875","$791,407","5"
"7","6","Tangled","Disney","$42,329","-38.6%","31","-3","$1,365","$2,126,086","9"
"8","9","Due Date","WB","$24,144","-20.5%","13","-7","$1,857","$1,273,178","8"
