" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"10","9","Terminator Salvation: The Future Begins","Sony","$5,999","-62.2%","4","-11","$1,500","$561,251","6","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Ice Age: Dawn of the Dinosaurs","Fox","$670,527","-","59","-","$11,365","$670,527","1","Unknown"
"2","1","UIP","$145,328","-38.1%","28","-","$5,190","$512,049","2","USA",""
"3","2","The Proposal","Disney","$133,989","-15.3%","25","-","$5,360","$689,434","3","USA"
"4","N","Ghosts of Girlfriends Past","WB","$120,767","-","24","-","$5,032","$120,767","1","USA"
"5","3","Coraline","UIP","$49,048","+7.7%","30","-","$1,635","$121,124","2","USA"
"6","4","State of Play","UIP","$27,883","-37.5%","20","-","$1,394","$450,813","5","France, UK, USA"
"7","6","Angels & Demons","Sony","$19,817","-41.0%","16","-9","$1,239","$1,104,579","8","USA"
"8","9","Night at the Museum: Battle of the Smithsonian","Fox","$18,515","-7.6%","19","-","$974","$365,475","7","USA"
"9","5","Terminator Salvation: The Future Begins","Sony","$15,848","-58.6%","15","-12","$1,057","$548,158","5","USA"
"10","7","Coco avant Chanel","Forum Films","$15,441","-37.8%","11","-","$1,404","$161,013","4","France"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country"
"1","N","UIP","$234,707","-","28","-","$8,382","$274,983","1","USA"
"2","1","The Proposal","Disney","$158,193","-22.0%","25","-","$6,328","$455,548","2"
"3","N","Coraline","UIP","$45,553","-","30","-","$1,518","$45,553","1"
"4","3","State of Play","UIP","$44,616","-17.3%","20","-","$2,231","$383,509","4"
"5","2","Terminator Salvation: The Future Begins","Sony","$38,318","-42.7%","27","-2","$1,419","$514,080","4"
"6","4","Angels & Demons","Sony","$33,569","-33.3%","25","-9","$1,343","$1,067,074","7"
"7","5","Coco avant Chanel","Forum Films","$24,832","-35.2%","11","-","$2,257","$131,465","3"
"9","7","Night at the Museum: Battle of the Smithsonian","Fox","$20,034","-31.6%","19","-","$1,054","$328,566","6"
"10","8","Monsters Vs. Aliens","UIP","$10,945","-27.8%","26","-","$421","$1,497,532","14"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","The Proposal","Disney","$202,723","-","25","-","$8,109","$207,591","1","USA"
"2","1","Terminator Salvation: The Future Begins","Sony","$66,876","-41.9%","29","-","$2,306","$454,046","3","USA"
"3","2","State of Play","UIP","$53,964","-22.1%","20","-","$2,698","$328,699","3","France, UK, USA"
"4","3","Angels & Demons","Sony","$50,341","-22.1%","34","-","$1,481","$1,011,625","6","USA"
"5","4","Coco avant Chanel","Forum Films","$38,340","+5.1%","11","-","$3,485","$90,303","2","France"
"7","6","Night at the Museum: Battle of the Smithsonian","Fox","$29,299","-19.3%","19","-","$1,542","$296,198","5","USA"
"8","8","Monsters Vs. Aliens","UIP","$15,153","+6.4%","26","-","$583","$1,482,826","13","USA"
"9","7","17 Again","Forum Films","$14,552","-16.7%","16","-2","$910","$727,674","10","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","1","Terminator Salvation: The Future Begins","Sony","$115,090","-41.3%","29","-","$3,969","$359,395","2","USA"
"2","3","State of Play","UIP","$69,246","-17.6%","20","-","$3,462","$249,950","2","France, UK, USA"
"3","2","Angels & Demons","Sony","$64,640","-27.4%","34","-","$1,901","$935,373","5","USA"
"4","N","Coco avant Chanel","Forum Films","$36,491","-","11","-","$3,317","$37,883","1","France"
"6","4","Night at the Museum: Battle of the Smithsonian","Fox","$36,284","-7.5%","19","-","$1,910","$257,552","4","USA"
"7","6","17 Again","Forum Films","$17,476","+12.6%","18","-2","$971","$704,998","9","USA"
"8","7","Monsters Vs. Aliens","UIP","$14,238","-7.8%","26","-","$548","$1,463,947","12","USA"
"9","5","Star Trek","UIP","$12,042","-31.1%","15","-","$803","$292,023","6","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Terminator Salvation: The Future Begins","Sony","$196,103","-","29","-","$6,762","$196,103","1","USA"
"2","1","Angels & Demons","Sony","$89,016","-30.5%","34","-","$2,618","$834,111","4","USA"
"3","N","State of Play","UIP","$84,007","-","20","-","$4,200","$161,945","1","France, UK, USA"
"4","2","Night at the Museum: Battle of the Smithsonian","Fox","$39,213","-38.3%","19","-","$2,064","$210,398","3","USA"
"5","4","Star Trek","UIP","$17,469","-34.3%","15","-5","$1,165","$272,942","5","USA"
"6","3","17 Again","Forum Films","$15,517","-43.5%","20","-4","$776","$677,192","8","USA"
"7","6","Monsters Vs. Aliens","UIP","$15,434","-19.5%","26","-7","$594","$1,445,953","11","USA"
"8","5","X-Men Origins: Wolverine","Fox","$10,849","-45.8%","13","-5","$835","$469,490","6","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","1","Angels & Demons","Sony","$128,023","-26.8%","34","-","$3,765","$698,027","3","USA"
"2","2","Night at the Museum: Battle of the Smithsonian","Fox","$63,531","-9.3%","19","-","$3,344","$150,744","2","USA"
"3","5","17 Again","Forum Films","$27,455","-8.3%","24","-1","$1,144","$605,296","7","USA"
"4","3","Star Trek","UIP","$26,592","-22.0%","20","-2","$1,330","$234,533","4","USA"
"5","4","X-Men Origins: Wolverine","Fox","$20,013","-35.5%","18","-","$1,112","$428,577","5","USA"
"6","6","Monsters Vs. Aliens","UIP","$19,170","-5.5%","33","-9","$581","$1,357,478","10","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","1","Angels & Demons","Sony","$174,912","-30.1%","34","-","$5,144","$499,778","2","USA"
"2","N","Night at the Museum: Battle of the Smithsonian","Fox","$70,072","-","19","-","$3,688","$70,072","1","USA"
"3","4","Star Trek","UIP","$34,098","-29.7%","22","-","$1,550","$196,799","3","USA"
"4","2","X-Men Origins: Wolverine","Fox","$31,048","-39.7%","18","-","$1,725","$400,111","4","USA"
"5","3","17 Again","Forum Films","$29,939","-40.7%","25","+1","$1,198","$577,840","6","USA"
"6","5","Monsters Vs. Aliens","UIP","$20,285","-22.5%","42","-3","$483","$1,332,816","9","USA"
"7","6","Fast and Furious","UIP","$7,608","-48.9%","18","-11","$423","$1,563,998","8","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Angels & Demons","Sony","$250,255","-","34","-","$7,360","$250,255","1","USA"
"2","1","X-Men Origins: Wolverine","Fox","$51,444","-44.2%","18","-","$2,858","$356,578","3","USA"
"3","3","17 Again","Forum Films","$50,509","-13.9%","24","-1","$2,105","$528,994","5","USA"
"4","2","Star Trek","UIP","$48,490","-31.3%","22","-","$2,204","$146,869","2","USA"
"5","4","Monsters Vs. Aliens","UIP","$26,170","-13.3%","45","-10","$582","$1,306,732","8","USA"
"6","5","Fast and Furious","UIP","$14,899","-40.4%","29","-","$514","$1,552,246","7","USA"
"7","6","Gran Torino","WB","$14,647","-22.1%","17","-1","$862","$749,105","12","Australia, USA"
"8","7","Duplicity","UIP","$8,563","-37.1%","10","-14","$856","$585,401","9","Germany, USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","1","X-Men Origins: Wolverine","Fox","$92,171","-40.6%","18","-","$5,121","$282,740","2","USA"
"2","N","Star Trek","UIP","$70,541","-","22","-","$3,206","$70,541","1","USA"
"3","2","17 Again","Forum Films","$58,641","-22.2%","25","-","$2,346","$457,688","4","USA"
"4","4","Monsters Vs. Aliens","UIP","$30,182","-9.4%","55","-","$549","$1,255,189","7","USA"
"5","3","Fast and Furious","UIP","$24,992","-44.9%","29","-","$862","$1,529,884","6","USA"
"6","6","Gran Torino","WB","$18,797","-15.7%","18","-","$1,044","$726,686","11","Australia, USA"
"7","5","Duplicity","UIP","$13,620","-41.2%","24","-","$568","$572,029","8","Germany, USA"
"8","10","Beverly Hills Chihuahua","Disney","$9,199","-1.0%","25","-2","$368","$616,065","10","Mexico, USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","X-Men Origins: Wolverine","Fox","$155,155","-","18","-","$8,620","$155,155","1","USA"
"2","1","17 Again","Forum Films","$75,383","-14.3%","25","-","$3,015","$376,169","3","USA"
"3","2","Fast and Furious","UIP","$45,349","-36.0%","29","-","$1,564","$1,472,904","5","USA"
"4","3","Monsters Vs. Aliens","UIP","$33,294","-20.9%","55","-","$605","$1,195,560","6","USA"
"5","4","Duplicity","UIP","$23,146","-25.5%","24","-","$964","$537,372","7","Germany, USA"
"6","5","Gran Torino","WB","$22,306","-6.4%","18","-","$1,239","$695,175","10","Australia, USA"
"7","6","Marley and Me","Fox","$14,561","-17.0%","18","-1","$809","$514,417","8","USA"
"8","7","Race to Witch Mountain","Disney","$10,133","-27.7%","23","-","$441","$277,815","5","USA"
"9","8","Hannah Montana The Movie","Disney","$9,402","-15.3%","20","-","$470","$175,395","4","USA"
"10","10","Beverly Hills Chihuahua","Disney","$9,296","+18.5%","27","-1","$344","$597,959","9","Mexico, USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","2","17 Again","Forum Films","$87,976","-35.5%","25","-","$3,519","$279,504","2","USA"
"2","1","Fast and Furious","UIP","$70,821","-57.1%","29","-","$2,442","$1,412,231","4","USA"
"3","3","Monsters Vs. Aliens","UIP","$42,062","-68.8%","55","-","$765","$1,149,790","5","USA"
"4","4","Duplicity","UIP","$31,079","-18.8%","24","-","$1,295","$508,706","6","Germany, USA"
"5","7","Gran Torino","WB","$23,836","-12.5%","18","-1","$1,324","$640,432","9","Australia, USA"
"6","9","Marley and Me","Fox","$17,535","-32.7%","19","+3","$923","$490,132","7","USA"
"7","5","Race to Witch Mountain","Disney","$14,009","-55.5%","23","-1","$609","$261,883","4","USA"
"8","6","Hannah Montana The Movie","Disney","$11,102","-61.8%","20","-","$555","$162,179","3","USA"
"9","11","He's Just Not That Into You","Forum Films","$9,201","-18.1%","8","-","$1,150","$712,523","12","Germany, USA"
"10","8","Beverly Hills Chihuahua","Disney","$7,845","-70.3%","28","-1","$280","$580,933","8","Mexico, USA"
"11","12","The International","Sony","$1,292","+5.6%","1","-","$1,292","$10,144","4","Germany, UK, USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","1","Fast and Furious","UIP","$165,102","-61.5%","29","-","$5,693","$1,321,883","3","USA"
"2","N","17 Again","Forum Films","$136,301","-","25","-","$5,452","$177,406","1","USA"
"3","2","Monsters Vs. Aliens","UIP","$134,789","-51.8%","55","-","$2,451","$1,101,136","4","USA"
"4","3","Duplicity","UIP","$38,263","-46.7%","24","-4","$1,594","$469,322","5","Germany, USA"
"5","4","Race to Witch Mountain","Disney","$31,459","-55.9%","24","-","$1,311","$244,063","3","USA"
"6","5","Hannah Montana The Movie","Disney","$29,097","-54.8%","20","-","$1,455","$149,004","2","USA"
"7","7","Gran Torino","WB","$27,238","-43.3%","19","-","$1,434","$611,886","8","Australia, USA"
"8","8","Beverly Hills Chihuahua","Disney","$26,452","-44.6%","29","-","$912","$570,959","7","Mexico, USA"
"9","6","Marley and Me","Fox","$26,046","-52.0%","16","-3","$1,628","$469,137","6","USA"
"10","9","Hotel for Dogs","UIP","$15,906","-43.2%","13","-2","$1,224","$328,382","6","Germany, USA"
"11","10","He's Just Not That Into You","Forum Films","$11,231","-48.1%","8","-1","$1,404","$700,970","11","Germany, USA"
"12","12","The International","Sony","$1,224","-43.2%","1","-","$1,224","$8,430","3","Germany, UK, USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","1","Fast and Furious","UIP","$428,950","+1.1%","29","-","$14,791","$997,285","2","USA"
"2","2","Monsters Vs. Aliens","UIP","$279,383","+73.0%","55","-","$5,080","$741,178","3","USA"
"3","3","Duplicity","UIP","$71,745","+31.0%","28","-","$2,562","$397,535","4","Germany, USA"
"4","4","Race to Witch Mountain","Disney","$71,271","+33.9%","24","-","$2,970","$165,201","2","USA"
"5","N","Hannah Montana The Movie","Disney","$64,378","-","20","-","$3,219","$82,481","1","USA"
"6","5","Marley and Me","Fox","$54,310","+33.9%","19","-","$2,858","$418,477","5","USA"
"7","6","Gran Torino","WB","$48,021","+70.3%","19","-","$2,527","$584,648","7","Australia, USA"
"8","7","Beverly Hills Chihuahua","Disney","$47,765","+81.1%","29","+1","$1,647","$499,717","6","Mexico, USA"
"9","8","Hotel for Dogs","UIP","$28,023","+16.8%","15","-","$1,868","$288,265","5","Germany, USA"
"10","10","He's Just Not That Into You","Forum Films","$21,636","+116.3%","9","-3","$2,404","$677,688","10","Germany, USA"
"11","9","Watchmen","UIP","$17,887","+42.5%","19","-","$941","$277,922","6","USA"
"12","-","The International","Sony","$2,156","-","1","-","$2,156","$6,272","2","Germany, UK, USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Fast and Furious","UIP","$424,482","-","29","-","$14,637","$424,482","1","USA"
"2","1","Monsters Vs. Aliens","UIP","$161,470","+37.9%","55","-","$2,936","$371,351","2","USA"
"3","2","Duplicity","UIP","$54,788","-25.2%","28","-1","$1,957","$314,553","3","Germany, USA"
"4","N","Race to Witch Mountain","Disney","$53,214","-","24","-","$2,217","$93,543","1","USA"
"5","3","Marley and Me","Fox","$40,560","-3.9%","19","-","$2,135","$349,829","4","USA"
"6","4","Gran Torino","WB","$28,199","-12.4%","19","-","$1,484","$526,108","6","Australia, USA"
"7","-","Beverly Hills Chihuahua","Disney","$26,378","+31.9%","28","-","$942","$402,979","5","Mexico, USA"
"8","-","Hotel for Dogs","UIP","$23,999","+84.0%","15","-","$1,600","$244,158","4","Germany, USA"
"9","-","Watchmen","UIP","$12,554","-31.0%","19","-","$661","$255,784","5","USA"
"10","-","He's Just Not That Into You","Forum Films","$10,002","-30.8%","12","-","$834","$642,751","9","Germany, USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Monsters Vs. Aliens","UIP","$117,057","-","55","-","$2,128","$117,057","1","USA"
"2","1","Duplicity","UIP","$73,267","-38.8%","29","-","$2,526","$230,042","2","Germany, USA"
"3","2","Marley and Me","Fox","$42,198","-33.9%","19","-","$2,221","$286,939","3","USA"
"4","3","Gran Torino","WB","$32,190","-30.5%","19","-","$1,694","$484,410","5","Australia, USA"
"-","5","The Reader","n/a","$26,288","-10.7%","7","-10","$3,755","$526,510","7","Germany, USA"
"-","6","Beverly Hills Chihuahua","Disney","$19,992","-30.2%","28","-","$714","$375,482","4","Mexico, USA"
"-","4","Watchmen","UIP","$18,196","-43.1%","19","-3","$958","$235,819","4","USA"
"-","7","He's Just Not That Into You","Forum Films","$14,456","-31.6%","12","-8","$1,205","$630,868","8","Germany, USA"
"-","8","Hotel for Dogs","UIP","$13,043","-32.9%","15","-","$870","$202,031","3","Germany, USA"
"-","9","Friday the 13th (2009)","n/a","$7,774","-52.0%","10","-6","$777","$70,012","3","USA"
"-","10","Crossing Over","n/a","$5,738","-55.8%","8","-2","$717","$60,191","3","USA"
"-","11","Underworld: Rise of the Lycans","n/a","$2,725","-76.7%","5","-","$545","$16,919","2","USA"
"-","-","Rachel Getting Married","n/a","$1,909","-5.1%","1","-","$1,909","$12,229","4","USA"
"-","-","Inkheart","n/a","$753","-75.3%","7","-7","$108","$94,950","5","Germany, UK, USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Duplicity","UIP","$119,762","-","29","-","$4,130","$119,762","1","Germany, USA"
"2","2","Marley and Me","Fox","$63,832","-54.2%","19","-","$3,360","$228,647","2","USA"
"3","3","Gran Torino","WB","$46,322","-28.0%","19","-","$2,438","$435,587","4","Australia, USA"
"4","4","Watchmen","UIP","$31,999","-42.2%","22","-3","$1,455","$208,463","3","USA"
"5","6","The Reader","n/a","$29,434","-30.9%","17","-","$1,731","$490,996","6","Germany, USA"
"6","5","Beverly Hills Chihuahua","Disney","$28,641","-47.2%","28","-","$1,023","$349,447","3","Mexico, USA"
"7","7","He's Just Not That Into You","Forum Films","$21,128","-39.5%","20","-4","$1,056","$606,875","7","Germany, USA"
"8","1","Hotel for Dogs","UIP","$19,443","-87.8%","15","-","$1,296","$183,997","2","Germany, USA"
"9","8","Friday the 13th (2009)","n/a","$16,196","-53.2%","16","-","$1,012","$57,928","2","USA"
"10","9","Crossing Over","n/a","$12,991","-51.6%","10","+3","$1,299","$49,608","2","USA"
"11","N","Underworld: Rise of the Lycans","n/a","$11,696","-","5","-","$2,339","$11,696","1","USA"
"12","10","Confessions of a Shopaholic","n/a","$8,671","-61.7%","16","-7","$542","$260,853","5","USA"
"-","-","Inkheart","n/a","$3,048","-44.3%","14","-6","$218","$91,940","4","Germany, UK, USA"
"-","-","Rachel Getting Married","n/a","$2,012","+10.2%","1","-","$2,012","$9,630","3","USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Hotel for Dogs","UIP","$159,542","-","15","-","$10,636","$159,542","1","Germany, USA"
"2","N","Marley and Me","Fox","$139,491","-","19","-","$7,342","$141,782","1","USA"
"3","1","Gran Torino","WB","$64,372","-23.5%","19","-","$3,388","$364,699","3","Australia, USA"
"4","2","Watchmen","UIP","$55,318","-20.8%","25","+3","$2,213","$153,939","2","USA"
"5","5","Beverly Hills Chihuahua","Disney","$54,235","+48.9%","28","-","$1,937","$313,668","2","Mexico, USA"
"6","3","The Reader","n/a","$42,583","-8.3%","17","-","$2,505","$443,799","5","Germany, USA"
"7","4","He's Just Not That Into You","Forum Films","$34,931","-8.1%","24","-","$1,455","$575,858","6","Germany, USA"
"8","N","Friday the 13th (2009)","n/a","$34,575","-","16","-","$2,161","$34,575","1","USA"
"9","N","Crossing Over","n/a","$26,850","-","7","-","$3,836","$26,850","1","USA"
"10","6","Confessions of a Shopaholic","n/a","$22,630","-36.8%","23","-1","$984","$242,810","4","USA"
"11","8","The Unborn (2009)","n/a","$14,394","-22.9%","18","-","$800","$85,205","3","USA"
"12","9","Bride Wars","n/a","$14,390","-3.7%","10","-2","$1,439","$203,869","5","USA"
"13","7","The Pink Panther 2","n/a","$12,624","-44.8%","10","-","$1,262","$72,258","2","USA"
"14","10"," The Curious Case of Benjamin Button","n/a","$8,657","-31.9%","13","-6","$666","$933,099","9","USA"
"15","11","Yes Man","n/a","$8,019","-34.3%","11","-4","$729","$1,390,320","12","USA"
"16","14","Revolutionary Road","n/a","$7,658","-0.9%","9","-1","$851","$349,735","7","UK, USA"
"-","13","Inkheart","n/a","$5,469","-38.6%","20","-","$273","$87,391","3","Germany, UK, USA"
"-","-","Rachel Getting Married","n/a","$1,826","-24.5%","1","-","$1,826","$6,689","2","USA"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","1","Gran Torino","$84,163","-12.6%","19","-","$4,430","$257,195","2","Australia, USA"
"2","N","Watchmen","$69,852","-","22","-","$3,175","$69,852","1","USA"
"3","2","The Reader","$46,437","-21.3%","17","-","$2,732","$366,422","4","Germany, USA"
"4","4","He's Just Not That Into You","$37,994","-24.1%","24","-","$1,583","$513,820","5","Germany, USA"
"5","N","Beverly Hills Chihuahua","$36,419","-","28","-","$1,301","$37,578","1","Mexico, USA"
"6","3","Confessions of a Shopaholic","$35,805","-30.3%","24","-","$1,492","$187,144","3","USA"
"7","N","The Pink Panther 2","$22,872","-","10","-","$2,287","$22,872","1","USA"
"8","5","The Unborn (2009)","$18,669","-41.9%","18","-","$1,037","$59,269","2","USA"
"9","9","Bride Wars","$14,935","-34.7%","12","-3","$1,245","$181,407","4","USA"
"10","8"," The Curious Case of Benjamin Button","$12,713","-47.5%","19","-6","$669","$916,083","8","USA"
"11","10","Yes Man","$12,197","-43.8%","15","-3","$813","$1,370,821","11","USA"
"12","11","Seven Pounds","$10,034","-33.3%","8","-2","$1,254","$198,482","5","USA"
"13","6","Inkheart","$8,901","-72.2%","20","-","$445","$49,847","2","Germany, UK, USA"
"14","13","Revolutionary Road","$7,731","-34.2%","10","-4","$773","$346,250","6","UK, USA"
"15","N","Jonas Brothers: The 3D Concert Experience","$4,540","-","7","-","$649","$4,540","1","USA"
"-","N","Rachel Getting Married","$2,417","+588.6%","1","-","$2,417","$3,489","1","USA"
"-","-","Frost/Nixon","$1,254","-48.7%","5","-2","$251","$45,005","5","France, UK, USA"
