" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"5","4","The Back-Up Plan","Sony","$15,996","-55.7%","15","-","$1,066","$245,633","4"
"6","6","A Nightmare on Elm Street (2010)","WB","$14,538","-29.2%","10","-","$1,454","$134,123","4"
"7","5","Robin Hood","UIP","$12,870","-53.0%","14","-6","$919","$1,127,068","8"
"8","7","Date Night","Fox","$10,551","-33.9%","8","-3","$1,319","$654,412","9"
"9","8","How to Train Your Dragon","UIP","$8,396","-19.8%","12","-4","$700","$2,070,355","15"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Toy Story 3","Disney","$412,596","+5.6%","58","-","$7,114","$898,077","2"
"2","2","Prince of Persia: The Sands of Time","Disney","$70,786","-22.8%","25","-1","$2,831","$1,396,430","6"
"3","3","Sex and the City 2","WB","$69,712","-22.4%","29","-13","$2,404","$1,087,976","5"
"4","4","The Back-Up Plan","Sony","$36,123","-31.6%","15","-","$2,408","$212,658","3"
"5","5","Robin Hood","UIP","$27,406","-26.7%","20","-","$1,370","$1,110,686","7"
"6","6","A Nightmare on Elm Street (2010)","WB","$20,545","-32.4%","10","-","$2,055","$113,276","3"
"7","7","Date Night","Fox","$15,956","-39.3%","11","-2","$1,451","$642,456","8"
"8","8","How to Train Your Dragon","UIP","$10,469","+3.1%","16","-","$654","$2,078,361","14"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Toy Story 3","Disney","$390,558","-","58","-","$6,734","$390,558","1"
"2","2","Prince of Persia: The Sands of Time","Disney","$91,725","-26.2%","26","-12","$3,528","$1,292,586","5"
"3","1","Sex and the City 2","WB","$89,824","-30.3%","42","-","$2,139","$963,104","4"
"4","3","The Back-Up Plan","Sony","$52,774","-34.0%","15","-","$3,518","$153,376","2"
"5","4","Robin Hood","UIP","$37,408","-26.2%","20","-6","$1,870","$1,067,373","6"
"6","6","A Nightmare on Elm Street (2010)","WB","$30,409","-20.4%","10","-","$3,041","$81,134","2"
"7","7","Date Night","Fox","$26,272","-14.8%","13","-","$2,021","$614,042","7"
"8","5","How to Train Your Dragon","UIP","$10,159","-79.7%","16","-21","$635","$2,065,492","13"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Sex and the City 2","WB","$128,801","-36.0%","42","-","$3,067","$810,962","3"
"2","2","Prince of Persia: The Sands of Time","Disney","$124,279","-31.1%","38","-1","$3,271","$1,161,654","4"
"3","N","The Back-Up Plan","Sony","$79,988","-","15","-","$5,333","$79,988","1"
"4","3","Robin Hood","UIP","$50,713","-40.2%","26","-4","$1,951","$1,014,172","5"
"5","5","How to Train Your Dragon","UIP","$49,928","+37.1%","37","-","$1,349","$2,046,622","12"
"6","N","A Nightmare on Elm Street (2010)","WB","$38,220","-","10","-","$3,822","$38,220","1"
"7","4","Date Night","Fox","$30,851","-33.2%","13","-","$2,373","$577,081","6"
"8","6","Alice in Wonderland (2010)","Disney","$14,864","-25.9%","21","-2","$708","$4,927,834","13"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Sex and the City 2","WB","$201,264","-30.0%","42","-","$4,792","$599,654","2"
"2","2","Prince of Persia: The Sands of Time","Disney","$180,411","-24.3%","39","-","$4,626","$992,738","3"
"3","3","Robin Hood","UIP","$84,791","-36.2%","30","-","$2,826","$937,989","4"
"4","4","Date Night","Fox","$46,165","-32.2%","13","-","$3,551","$529,349","5"
"5","5","How to Train Your Dragon","UIP","$36,417","-18.3%","37","-1","$984","$1,995,884","11"
"6","7","Alice in Wonderland (2010)","Disney","$20,054","-28.0%","23","+2","$872","$4,906,088","12"
"7","8","Avatar","Fox","$14,277","-34.7%","4","-","$3,569","$13,097,682","25"
"8","6","Iron Man 2","UIP","$14,227","-49.0%","17","-5","$837","$684,653","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Sex and the City 2","WB","$287,509","-","42","-","$6,845","$290,982","1"
"2","1","Prince of Persia: The Sands of Time","Disney","$238,363","-30.4%","39","-1","$6,112","$776,615","2"
"3","2","Robin Hood","UIP","$132,885","-35.4%","30","-","$4,430","$844,185","3"
"4","4","Date Night","Fox","$68,076","-14.2%","13","-","$5,237","$473,100","4"
"5","3","How to Train Your Dragon","UIP","$44,548","-51.2%","38","-","$1,172","$2,019,147","10"
"6","5","Iron Man 2","UIP","$27,905","-51.4%","22","-9","$1,268","$685,609","5"
"7","6","Alice in Wonderland (2010)","Disney","$27,867","-48.0%","21","-6","$1,327","$5,053,061","11"
"8","7","Avatar","Fox","$21,862","-13.3%","4","-","$5,466","$13,540,773","24"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Prince of Persia: The Sands of Time","Disney","$342,441","-","40","-","$8,561","$453,600","1"
"2","1","Robin Hood","UIP","$205,763","-26.9%","30","-","$6,859","$656,336","2"
"3","4","How to Train Your Dragon","UIP","$91,272","+68.4%","38","-1","$2,402","$1,968,209","9"
"4","3","Date Night","Fox","$79,314","-2.1%","13","-","$6,101","$376,875","3"
"5","2","Iron Man 2","UIP","$57,428","-38.9%","31","-","$1,853","$644,489","4"
"6","5","Alice in Wonderland (2010)","Disney","$53,572","+7.9%","27","-","$1,984","$5,017,637","10"
"7","7","Avatar","Fox","$25,215","-15.1%","4","-2","$6,304","$13,509,920","23"
"8","6","Clash of the Titans (2010)","WB","$23,104","-41.9%","12","-7","$1,925","$922,528","6"
"9","8","When in Rome","Disney","$14,233","-20.4%","13","-3","$1,095","$323,434","6"
"10","9","The Bounty Hunter","Sony","$7,642","-49.5%","10","-4","$764","$735,818","9"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Robin Hood","UIP","$281,360","-","30","-","$9,379","$281,360","1"
"2","1","Iron Man 2","UIP","$93,933","-37.1%","31","-","$3,030","$533,582","3"
"3","2","Date Night","Fox","$81,036","-36.3%","13","-","$6,234","$242,296","2"
"4","5","How to Train Your Dragon","UIP","$54,188","-6.4%","39","-","$1,389","$1,833,165","8"
"5","4","Alice in Wonderland (2010)","Disney","$49,640","-29.9%","27","-7","$1,839","$4,926,936","9"
"6","3","Clash of the Titans (2010)","WB","$39,796","-46.0%","19","-3","$2,095","$875,718","5"
"7","6","Avatar","Fox","$29,684","-22.2%","6","-1","$4,947","$13,464,654","22"
"8","7","When in Rome","Disney","$17,879","-50.7%","16","-1","$1,117","$297,783","5"
"9","8","The Bounty Hunter","Sony","$15,144","-21.0%","14","-3","$1,082","$721,913","8"
"10","10","The Blind Side","WB","$9,666","-34.0%","15","-4","$644","$568,626","8"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Iron Man 2","UIP","$149,304","-24.9%","31","-","$4,816","$401,880","2"
"2","N","Date Night","Fox","$127,260","-","13","-","$9,789","$127,260","1"
"3","4","Clash of the Titans (2010)","WB","$73,672","-20.3%","22","-5","$3,349","$817,983","4"
"4","2","Alice in Wonderland (2010)","Disney","$70,791","-29.3%","34","-6","$2,082","$4,855,527","8"
"5","3","How to Train Your Dragon","UIP","$57,921","-39.7%","39","-","$1,485","$1,766,264","7"
"6","5","Avatar","Fox","$38,158","-21.2%","7","-","$5,451","$13,420,147","21"
"7","6","When in Rome","Disney","$36,256","-21.3%","17","-1","$2,133","$269,301","4"
"8","8","The Bounty Hunter","Sony","$19,163","-8.3%","17","-3","$1,127","$701,362","7"
"9","10","Shutter Island","UIP","$14,741","-3.1%","13","-","$1,134","$1,230,486","11"
"10","9","The Blind Side","WB","$14,648","-17.9%","19","+1","$771","$551,384","7"
"11","7","The Princess and the Frog","Disney","$10,156","-57.9%","22","-","$462","$1,333,251","11"
"12","11","Dear John","Sony","$7,059","-27.6%","9","-2","$784","$226,731","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Iron Man 2","UIP","$198,724","-","31","-","$6,410","$198,724","1"
"2","2","Alice in Wonderland (2010)","Disney","$100,121","-23.0%","40","-3","$2,503","$4,758,936","7"
"3","3","How to Train Your Dragon","UIP","$96,086","+38.0%","39","+1","$2,464","$1,663,886","6"
"4","1","Clash of the Titans (2010)","WB","$92,391","-57.6%","27","+2","$3,422","$720,624","3"
"5","4","Avatar","Fox","$48,424","-24.5%","7","-2","$6,918","$13,366,466","20"
"6","5","When in Rome","Disney","$46,059","-26.2%","18","-","$2,559","$217,968","3"
"7","10","The Princess and the Frog","Disney","$24,119","+74.1%","22","-3","$1,096","$1,321,257","10"
"8","6","The Bounty Hunter","Sony","$20,894","-46.8%","20","-","$1,045","$673,962","6"
"9","7","The Blind Side","WB","$17,839","-45.8%","18","-","$991","$528,755","6"
"10","8","Shutter Island","UIP","$15,215","-47.8%","13","-8","$1,170","$1,210,416","10"
"11","9","Dear John","Sony","$9,743","-49.2%","11","-","$886","$216,596","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Clash of the Titans (2010)","WB","$218,053","-23.3%","25","-","$8,722","$591,350","2"
"2","2","Alice in Wonderland (2010)","Disney","$129,953","-7.3%","43","-5","$3,022","$4,657,156","6"
"3","3","How to Train Your Dragon","UIP","$69,650","-7.9%","38","-2","$1,833","$1,568,721","5"
"4","5","Avatar","Fox","$64,116","+18.5%","9","-2","$7,124","$13,413,061","19"
"5","4","When in Rome","Disney","$62,375","-3.8%","18","-","$3,465","$153,966","2"
"6","6","The Bounty Hunter","Sony","$39,271","-20.4%","20","-","$1,964","$642,242","5"
"7","7","The Blind Side","WB","$32,912","+6.9%","18","-1","$1,828","$504,593","5"
"8","8","Shutter Island","UIP","$29,160","+4.1%","21","-2","$1,389","$1,197,106","9"
"9","9","Dear John","Sony","$19,183","-18.8%","11","-","$1,744","$199,896","4"
"10","10","The Princess and the Frog","Disney","$13,850","+13.1%","25","-3","$554","$1,305,724","9"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Clash of the Titans (2010)","WB","$284,322","-","25","-","$11,373","$284,322","1"
"2","1","Alice in Wonderland (2010)","Disney","$140,234","-51.5%","48","-18","$2,922","$4,477,771","5"
"3","2","How to Train Your Dragon","UIP","$75,620","-29.5%","40","-3","$1,891","$1,499,071","4"
"4","N","When in Rome","Disney","$64,805","-","18","-","$3,600","$65,833","1"
"5","3","Avatar","Fox","$54,091","-46.1%","11","-7","$4,917","$13,326,652","18"
"6","4","The Bounty Hunter","Sony","$49,356","-28.7%","20","-","$2,468","$581,629","4"
"7","5","The Blind Side","WB","$30,782","-38.5%","19","-1","$1,620","$460,334","4"
"8","6","Shutter Island","UIP","$28,005","-23.4%","23","-","$1,218","$1,157,268","8"
"9","7","Dear John","Sony","$23,611","-33.5%","11","-","$2,146","$172,308","3"
"10","8","The Princess and the Frog","Disney","$12,244","-25.5%","28","-2","$437","$1,287,906","8"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Alice in Wonderland (2010)","Disney","$288,898","-59.7%","66","-","$4,377","$4,239,492","4"
"2","2","How to Train Your Dragon","UIP","$107,254","-80.3%","43","-1","$2,494","$1,398,954","3"
"3","3","Avatar","Fox","$100,305","-55.0%","18","+1","$5,573","$13,244,222","17"
"4","4","The Bounty Hunter","Sony","$69,228","-55.5%","20","-","$3,461","$509,346","3"
"5","5","The Blind Side","WB","$50,074","-60.7%","20","-","$2,504","$412,196","3"
"6","7","Shutter Island","UIP","$36,581","-54.4%","23","-","$1,590","$1,117,183","7"
"7","8","Dear John","Sony","$35,529","-51.9%","11","-","$3,230","$137,498","2"
"8","6","The Princess and the Frog","Disney","$16,429","-83.1%","30","-2","$548","$1,272,355","7"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Alice in Wonderland (2010)","Disney","$716,317","-12.4%","66","-","$10,853","$3,046,149","3"
"2","2","How to Train Your Dragon","UIP","$543,764","+96.4%","44","+1","$12,358","$1,079,951","2"
"3","3","Avatar","Fox","$223,085","+35.6%","17","-3","$13,123","$13,036,493","16"
"4","4","The Bounty Hunter","Sony","$155,500","+5.3%","20","-","$7,775","$388,596","2"
"5","6","The Blind Side","WB","$127,283","+41.6%","20","-","$6,364","$344,071","2"
"6","5","The Princess and the Frog","Disney","$97,421","+1.4%","32","-2","$3,044","$1,217,685","6"
"7","7","Shutter Island","UIP","$80,129","+33.2%","23","-2","$3,484","$1,056,160","6"
"8","N","Dear John","Sony","$73,823","-","11","-","$6,711","$73,823","1"
"9","8","Percy Jackson & The Olympians: The Lightning Thief","Fox","$16,058","-4.2%","16","-4","$1,004","$416,788","7"
"10","10","Did You Hear About the Morgans?","Sony","$10,951","-8.3%","7","-3","$1,564","$309,558","7"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Alice in Wonderland (2010)","Disney","$817,422","-6.7%","66","+9","$12,385","$2,236,708","2"
"2","N","How to Train Your Dragon","UIP","$276,856","-","43","-","$6,439","$276,856","1"
"3","2","Avatar","Fox","$164,550","-15.5%","20","-","$8,228","$12,402,166","15"
"4","N","The Bounty Hunter","Sony","$147,720","-","20","-","$7,386","$147,720","1"
"5","4","The Princess and the Frog","Disney","$96,092","+92.6%","34","-1","$2,826","$1,007,906","5"
"6","N","The Blind Side","WB","$89,889","-","20","-","$4,494","$89,889","1"
"7","3","Shutter Island","UIP","$60,179","-40.9%","25","-1","$2,407","$911,625","5"
"8","8","Percy Jackson & The Olympians: The Lightning Thief","Fox","$16,753","+10.3%","20","-1","$838","$377,740","6"
"9","5","Up in the Air","UIP","$14,008","-53.7%","10","-6","$1,401","$673,504","8"
"10","6","Did You Hear About the Morgans?","Sony","$11,943","-42.1%","10","-1","$1,194","$288,568","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","N","Alice in Wonderland (2010)","Disney","$875,747","-","57","-","$15,364","$875,747","1"
"2","1","Avatar","Fox","$194,640","-39.2%","20","-3","$9,732","$12,136,136","14"
"3","2","Shutter Island","UIP","$101,790","-23.5%","26","-2","$3,915","$819,515","4"
"4","3","The Princess and the Frog","Disney","$49,901","-23.1%","35","-1","$1,426","$836,620","4"
"5","4","Up in the Air","UIP","$30,225","+12.9%","16","-4","$1,889","$649,790","7"
"6","6","Did You Hear About the Morgans?","Sony","$20,642","+6.2%","11","-","$1,877","$268,293","5"
"7","5","Valentine's Day","WB","$19,960","-24.2%","19","-3","$1,051","$520,626","6"
"8","7","Percy Jackson & The Olympians: The Lightning Thief","Fox","$15,195","-19.2%","21","-","$724","$337,840","5"
"9","9","It's Complicated","UIP","$11,281","-35.2%","12","-4","$940","$1,081,231","10"
"10","8","The Lovely Bones","UIP","$10,244","-44.6%","16","-","$640","$73,342","3"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Avatar","Fox","$319,864","-15.3%","23","-","$13,907","$11,841,046","13"
"2","2","Shutter Island","UIP","$132,972","-23.5%","28","-","$4,749","$683,308","3"
"3","3","The Princess and the Frog","Disney","$64,904","-34.3%","36","+1","$1,803","$772,918","3"
"4","6","Up in the Air","UIP","$26,781","-10.4%","20","-","$1,339","$611,896","6"
"5","4","Valentine's Day","WB","$26,346","-20.1%","22","-3","$1,198","$493,702","5"
"6","8","Did You Hear About the Morgans?","Sony","$19,437","-31.6%","11","-","$1,767","$234,105","4"
"7","7","Percy Jackson & The Olympians: The Lightning Thief","Fox","$18,806","-34.0%","21","-","$896","$315,332","4"
"8","5","The Lovely Bones","UIP","$18,475","-42.1%","16","-","$1,155","$58,321","2"
"9","9","It's Complicated","UIP","$17,408","+8.9%","16","+2","$1,088","$1,065,347","9"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Avatar","Fox","$377,582","-41.5%","23","-1","$16,417","$11,394,774","12"
"2","3","Shutter Island","UIP","$173,841","-24.1%","28","-","$6,209","$501,881","2"
"3","2","The Princess and the Frog","Disney","$98,709","-74.7%","35","-1","$2,820","$688,135","2"
"4","5","Valentine's Day","WB","$32,969","-45.2%","25","-1","$1,319","$456,565","4"
"5","N","The Lovely Bones","UIP","$31,883","-","16","-","$1,993","$31,883","1"
"6","7","Up in the Air","UIP","$29,895","-40.8%","20","-2","$1,495","$571,470","5"
"7","4","Percy Jackson & The Olympians: The Lightning Thief","Fox","$28,505","-70.6%","21","-","$1,357","$291,896","3"
"8","6","Did You Hear About the Morgans?","Sony","$28,398","-47.1%","11","-","$2,582","$206,767","3"
"9","8","It's Complicated","UIP","$15,991","-46.3%","14","-5","$1,142","$1,039,925","8"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Avatar","Fox","$645,019","+27.0%","24","-6","$26,876","$10,936,932","11"
"2","N","The Princess and the Frog","Disney","$390,631","-","36","-","$10,851","$390,631","1"
"3","N","Shutter Island","UIP","$229,063","-","28","-","$8,181","$229,063","1"
"4","2","Percy Jackson & The Olympians: The Lightning Thief","Fox","$96,911","-8.2%","21","-","$4,615","$219,780","2"
"5","4","Valentine's Day","WB","$60,176","-26.5%","26","-2","$2,314","$410,368","3"
"6","3","Did You Hear About the Morgans?","Sony","$53,672","-35.0%","11","-","$4,879","$159,691","2"
"7","5","Up in the Air","UIP","$50,456","-23.8%","22","-","$2,293","$535,038","4"
"8","6","It's Complicated","UIP","$29,749","-26.6%","19","-5","$1,566","$1,033,474","7"
"9","7","Sherlock Holmes","WB","$19,054","-37.0%","11","-6","$1,732","$1,178,865","9"
"10","8","Old Dogs","Disney","$13,156","-39.0%","10","-3","$1,316","$393,224","6"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Avatar","Fox","$507,907","-19.7%","30","-1","$16,930","$10,120,580","10"
"2","N","Percy Jackson & The Olympians: The Lightning Thief","Fox","$105,551","-","21","-","$5,026","$105,551","1"
"3","N","Did You Hear About the Morgans?","Sony","$82,600","-","11","-","$7,509","$82,600","1"
"4","2","Valentine's Day","WB","$81,884","-57.5%","28","-","$2,924","$327,159","2"
"5","3","Up in the Air","UIP","$66,183","-42.4%","22","-","$3,008","$464,105","3"
"6","4","It's Complicated","UIP","$40,504","-38.4%","24","-6","$1,688","$985,823","6"
"7","6","Sherlock Holmes","WB","$30,250","-30.2%","17","-4","$1,779","$1,151,604","8"
"8","5","Old Dogs","Disney","$21,576","-54.0%","13","-3","$1,660","$372,562","5"
"9","7","Invictus","WB","$10,567","-32.2%","12","-4","$881","$216,409","5"
"10","8","The Men Who Stare at Goats","Sony","$3,550","-74.8%","3","-2","$1,183","$96,173","4"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Avatar","Fox","$632,632","-12.5%","31","-","$20,407","$9,389,276","9"
"2","N","Valentine's Day","WB","$192,770","-","28","-","$6,885","$192,770","1"
"3","2","Up in the Air","UIP","$114,830","-18.4%","22","-","$5,220","$331,237","2"
"4","3","It's Complicated","UIP","$65,695","-24.8%","30","-","$2,190","$911,402","5"
"5","4","Old Dogs","Disney","$46,946","-19.6%","16","-","$2,934","$340,411","4"
"6","5","Sherlock Holmes","WB","$43,335","-25.4%","21","-4","$2,064","$1,107,532","7"
"7","6","Invictus","WB","$15,593","-37.8%","16","-","$975","$197,908","4"
"8","7","The Men Who Stare at Goats","Sony","$14,060","-38.6%","5","-","$2,812","$88,555","3"
"9","8","Leap Year","Forum Films","$7,999","-51.6%","12","-4","$667","$213,780","5"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Avatar","Fox","$723,263","-2.2%","31","-3","$23,331","$8,474,946","8"
"2","N","Up in the Air","UIP","$140,732","-","22","-","$6,397","$206,293","1"
"3","2","It's Complicated","UIP","$87,303","-31.5%","30","-","$2,910","$811,735","4"
"4","4","Old Dogs","Disney","$58,364","-20.8%","16","-","$3,648","$277,310","3"
"5","3","Sherlock Holmes","WB","$58,088","-21.8%","25","-2","$2,324","$1,047,142","6"
"6","5","Invictus","WB","$25,068","-34.2%","16","-","$1,567","$168,257","3"
"7","6","The Men Who Stare at Goats","Sony","$22,912","-30.0%","5","-","$4,582","$67,650","2"
"8","7","Leap Year","Forum Films","$16,520","-37.3%","16","-1","$1,033","$199,268","4"
"9","8","Everybody's Fine","Disney","$8,987","-26.2%","10","-1","$899","$379,816","7"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Avatar","Fox","$739,265","-3.0%","34","-","$21,743","$7,321,187","7"
"2","2","It's Complicated","UIP","$127,458","-27.4%","30","-","$4,249","$669,933","3"
"3","3","Sherlock Holmes","WB","$74,277","-27.7%","27","-","$2,751","$949,032","5"
"4","4","Old Dogs","Disney","$73,641","-26.4%","16","-","$4,603","$197,646","2"
"5","5","Invictus","WB","$38,082","-34.0%","16","-","$2,380","$129,186","2"
"6","N","The Men Who Stare at Goats","Sony","$32,731","-","5","-","$6,546","$32,731","1"
"7","6","Leap Year","Forum Films","$26,360","-34.5%","17","-","$1,551","$171,230","3"
"8","7","Everybody's Fine","Disney","$12,177","-29.6%","11","-1","$1,107","$360,725","6"
"9","10","2012","Sony","$8,106","-19.7%","8","+1","$1,013","$2,675,652","12"
"10","9"," Black Lightning","UIP","$6,552","-54.8%","10","-","$655","$95,643","4"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Avatar","Fox","$762,081","+4.2%","34","-1","$22,414","$6,245,866","6"
"2","2","It's Complicated","UIP","$175,535","+0.9%","30","-","$5,851","$481,606","2"
"3","3","Sherlock Holmes","WB","$102,746","-20.8%","27","-","$3,805","$846,994","4"
"4","N","Old Dogs","Disney","$100,093","-","16","-","$6,256","$100,093","1"
"5","N","Invictus","WB","$57,694","-","16","-","$3,606","$57,694","1"
"6","4","Leap Year","Forum Films","$40,229","-32.3%","17","-","$2,366","$133,706","2"
"7","6","Everybody's Fine","Disney","$17,297","-33.7%","12","-1","$1,441","$342,746","5"
"8","7","Couples Retreat","UIP","$16,293","-18.7%","10","-3","$1,629","$785,683","7"
"9","5"," Black Lightning","UIP","$14,497","-45.1%","10","-","$1,450","$86,990","3"
"10","8","2012","Sony","$10,100","-29.0%","7","-5","$1,443","$2,666,054","11"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Avatar","Fox","$731,403","-3.0%","35","-","$20,897","$5,164,034","5"
"2","N","It's Complicated","UIP","$173,989","-","30","-","$5,800","$237,784","1"
"3","2","Sherlock Holmes","WB","$129,665","-24.7%","27","-","$4,802","$704,891","3"
"4","N","Leap Year","Forum Films","$59,394","-","17","-","$3,494","$75,659","1"
"5","5"," Black Lightning","UIP","$26,412","-27.1%","10","-","$2,641","$68,884","2"
"6","3","Everybody's Fine","Disney","$26,092","-42.5%","13","-","$2,007","$317,186","4"
"7","4","Couples Retreat","UIP","$20,046","-48.4%","13","-7","$1,542","$760,236","6"
"8","6","2012","Sony","$14,226","-52.8%","12","-4","$1,186","$2,651,036","10"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Avatar","Fox","$754,291","+2.7%","35","-","$21,551","$4,118,629","4"
"2","2","Sherlock Holmes","WB","$172,183","-25.9%","27","-","$6,377","$528,109","2"
"3","4","Everybody's Fine","Disney","$45,393","-33.9%","13","-","$3,492","$272,325","3"
"4","3","Couples Retreat","UIP","$38,862","-45.6%","20","-9","$1,943","$722,857","5"
"5","N"," Black Lightning","UIP","$36,235","-","10","-","$3,624","$36,235","1"
"6","5","2012","Sony","$30,140","-49.6%","16","-10","$1,884","$2,628,664","9"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"1","1","Avatar","Fox","$734,808","-7.6%","35","-","$20,995","$3,030,711","3"
"2","N","Sherlock Holmes","WB","$232,271","-","27","-","$8,603","$293,070","1"
"3","3","Couples Retreat","UIP","$71,400","-17.5%","29","-","$2,462","$659,305","4"
"4","2","Everybody's Fine","Disney","$68,630","-26.1%","13","-","$5,279","$203,401","2"
"5","4","2012","Sony","$59,773","-18.5%","26","-2","$2,299","$2,582,595","8"
"6","6","A Christmas Carol (2009)","Disney","$11,788","-4.7%","10","-1","$1,179","$447,277","6"
"7","5","Where the Wild Things Are","WB","$11,732","-16.9%","11","-1","$1,067","$183,891","4"
