" Movie Title"," Distributor"," Gross"," Release"
"Indiana Jones and the Kingdom of the Crystal Skull","Prooptiki","$744,379","5/23"
"Sex and the City","Alexandra","$487,698","6/6"
"The Mummy: Tomb of the Dragon Emperor","Prooptiki","$410,175","8/8"
"Quantum of Solace","Alexandra","$364,191","11/7"
"Hancock","Alexandra","$356,157","7/4"
"Wanted","Prooptiki","$354,689","6/27"
"10,000 B.C.","Alexandra","$351,361","3/14"
"Journey to the Center of the Earth","Alexandra","$348,722","10/24"
"The Dark Knight","Alexandra","$325,890","7/25"
"Bolt","Sunny","$325,734","12/19"
"Mamma Mia!","Prooptiki","$313,597","9/5"
"Madagascar: Escape 2 Africa","Prooptiki","$271,994","11/28"
"Death Race","Prooptiki","$247,276","8/29"
"The Day the Earth Stood Still (2008)","Alexandra","$239,195","12/12"
"Kung Fu Panda","Prooptiki","$219,976","7/4"
"Body of Lies","Alexandra","$217,282","11/28"
"Jumper","Alexandra","$212,953","2/15"
"What Happens in Vegas","Alexandra","$168,596","5/16"
"Zift (2008)","Alexandra","$164,160","9/26"
"Dr. Seuss' Horton Hears a Who!","Alexandra","$159,726","4/25"
"The Bank Job","Alexandra","$157,312","3/28"
"Iron Man","Prooptiki","$157,124","5/2"
"Wall-E","Sunny","$156,977","9/5"
"Australia","Alexandra","$156,174","12/26"
"Righteous Kill","Sunny","$152,800","10/24"
"The Chronicles of Narnia: Prince Caspian","Sunny","$145,102","7/11"
"Max Payne","Alexandra","$142,361","10/17"
"Alien vs. Predator - Requiem","Alexandra","$140,168","1/4"
"Bangkok Dangerous (2008)","Tandem","$138,300","9/12"
"Fool's Gold","Alexandra","$137,649","5/2"
"Four Christmases","Alexandra","$137,453","12/19"
"Eagle Eye","Prooptiki","$134,604","10/3"
"Street Kings","Alexandra","$128,753","4/18"
"21","Alexandra","$124,821","5/9"
"I Am Legend","Alexandra","$124,694","1/11"
"Svetat e golyam i spasenie debne otvsyakade (The World Is Big and Salvation Lurks around the Corner)","Alexandra","$123,730","10/10"
"Rambo","Sunny","$119,645","2/1"
"You Don't Mess with the Zohan","Alexandra","$118,134","8/29"
"Vantage Point","Alexandra","$113,971","3/7"
"Tropic Thunder","Prooptiki","$112,869","9/19"
"Get Smart","Alexandra","$111,785","8/15"
"Hellboy II: The Golden Army","Prooptiki","$109,036","7/18"
"In the Name of the King: A Dungeon Siege Tale","Tandem","$105,574","3/21"
"The Bucket List","Alexandra","$103,453","4/11"
"Meet Dave","Alexandra","$100,921","7/18"
"The X-Files: I Want to Believe","Alexandra","$100,786","8/22"
"Made of Honor","Alexandra","$100,230","8/1"
"We Own the Night","Sunny","$100,001","1/18"
"Untraceable","Alexandra","$99,473","2/22"
"Cloverfield","Prooptiki","$98,933","1/25"
"The Incredible Hulk","Prooptiki","$97,910","6/13"
"Love and Other Disasters","Alexandra","$96,420","1/18"
"Michael Clayton","Sunny","$95,750","2/29"
"The Happening","Alexandra","$90,570","6/13"
"The Game Plan","Sunny","$85,175","3/21"
"Taken","Alexandra","$83,066","9/26"
"Vicky Cristina Barcelona","Sunny","$79,356","12/12"
"88 Minutes","Alexandra","$78,519","5/30"
"City of Ember","Tandem","$76,369","11/14"
"No Country for Old Men","Prooptiki","$75,832","2/22"
"The Spiderwick Chronicles","Prooptiki","$74,887","4/4"
