" Movie Title"," Distributor"," Gross"," Release"
"Transformers 3","UIP","$10,881,761","6/30"
"Kung Fu Panda 2","UIP","$6,012,559","5/26"
"Pirates of the Caribbean: On Stranger Tides (3D)","Disney","$5,572,226","5/19"
"Fast Five","UIP","$5,522,487","5/5"
"Mission: Impossible - Ghost Protocol","UIP","$5,261,472","12/15"
"Johnny English Reborn","UIP","$5,201,268","9/15"
"Real Steel","Disney","$4,825,353","10/13"
"Harry Potter and the Deathly Hallows (Part Two)","WB","$4,620,830","7/14"
"KL Gangster","n/a","$4,321,809","6/9"
"Thor","UIP","$3,730,598","4/28"
"X-Men: First Class","Fox","$3,575,090","6/2"
"The Green Hornet","Sony","$3,417,444","2/2"
"Captain America: The First Avenger","UIP","$2,999,710","7/28"
"Green Lantern","WB","$2,735,227","6/16"
"Final Destination 5","WB","$2,710,269","8/25"
"Puss in Boots","UIP","$2,695,167","11/24"
"Battle: Los Angeles","Sony","$2,636,738","3/17"
"The Smurfs","Sony","$2,452,207","9/1"
"Rise of the Planet of the Apes","Fox","$2,365,233","8/4"
"Ji keung hei si 2011 (All's Well That End's Well)","FiveStar","$2,307,095","2/3"
"I Love Hong Kong","Golden Sceen","$2,237,346","2/3"
"Shaolin Temple","Golden Sceen","$2,207,445","1/27"
"Alvin and the Chipmunks: Chipwrecked","Fox","$2,090,657","12/15"
"I Am Number Four","Disney","$2,038,051","2/24"
"Immortals","n/a","$1,876,170","11/10"
"Sherlock Holmes: A Game of Shadows","WB","$1,874,772","12/22"
"The Darkest Hour","Fox","$1,749,418","12/29"
"Rio","Fox","$1,689,506","4/7"
"Super 8","UIP","$1,684,458","6/9"
"Priest","Sony","$1,556,925","5/11"
"Cowboys & Aliens","UIP","$1,479,620","8/11"
"Karak","n/a","$1,445,461","5/26"
"You Are the Apple of My Eye","Fox","$1,397,264","11/10"
"The Sorcerer and the White Snake","Golden Sceen","$1,336,639","9/29"
"Guan yun chang (The Lost Bladesman)","n/a","$1,335,682","4/28"
"Happy Feet Two","WB","$1,324,875","11/17"
"Homecoming","UIP","$1,307,642","1/20"
"Sucker Punch","WB","$1,285,414","3/24"
"Faster","Sony","$1,267,705","1/13"
"The Adventures of Tintin","UIP","$1,254,199","11/10"
"In Time","Fox","$1,206,204","10/27"
"Sanctum (3D)","Golden Sceen","$1,188,948","2/17"
"Rango","UIP","$1,162,652","3/10"
"Season of the Witch","n/a","$1,160,389","1/6"
"The Ghost Must Be Crazy","n/a","$1,141,073","4/7"
"Cars 2","Disney","$1,134,250","8/25"
"San kei hap lui (Mr. and Mrs.  Incredible)","Golden Sceen","$1,128,343","2/3"
"Mankatha","FiveStar","$1,104,911","9/1"
"Shark Night 3D","Sony","$1,064,610","11/3"
"Mr. Popper's Penguins","Fox","$1,034,014","7/7"
"Flying Swords of Dragon Gate","Golden Sceen","$1,027,440","12/22"
"Conan the Barbarian (2011)","Golden Sceen","$1,025,371","8/25"
"Zookeeper","Sony","$977,934","8/11"
"The Mechanic","n/a","$939,543","2/17"
"Fright Night (2011)","Disney","$870,219","9/22"
"Wu Xia (Dragon)","Golden Sceen","$843,606","7/21"
"Big Mommas: Like Father, Like Son","Fox","$835,798","3/10"
"The Three Musketeers (2011)","Golden Sceen","$819,649","10/6"
"Tower Heist","UIP","$787,086","11/3"
"Sien nui yau wan (Chinese Ghost
Story)","Golden Sceen","$764,210","4/21"
"Drive Angry","n/a","$749,659","2/24"
"Treasure Inn","Golden Sceen","$734,796","6/23"
"Deiva Thirumagal","FiveStar","$733,169","7/14"
"Yogi Bear","WB","$727,807","2/3"
"Paranormal Activity 3","UIP","$676,339","10/20"
"Source Code","Golden Sceen","$661,101","4/7"
"Jack and Jill","Sony","$659,626","12/29"
