" Movie Title"," Distributor"," Gross"," Release"
"Inception","WB","$860,632","7/17"
"My Name is Khan","Fox","$517,018","2/17"
"Clash of the Titans (2010)","WB","$505,075","4/14"
"Alice in Wonderland (2010)","Disney","$503,454","3/3"
"Knight & Day","Fox","$447,547","6/30"
"The Twilight Saga: Eclipse","UMP","$440,409","7/7"
"Toy Story 3","Disney","$435,046","6/16"
"Harry Potter and the Deathly Hallows (Part One)","WB","$403,632","11/17"
"Robin Hood","UIP","$379,598","5/12"
"Prince of Persia: The Sands of Time","Disney","$345,819","5/26"
"Step Up 3-D","n/a","$333,928","9/22"
"Salt","Sony","$312,196","7/21"
"Iron Man 2","UIP","$300,567","4/29"
"The Book of Eli","UMP","$277,990","1/27"
"Shutter Island","UIP","$261,844","3/10"
"Valentine's Day","WB","$261,047","2/10"
"Shrek Forever After","UIP","$254,350","6/30"
"Eat Pray Love","Sony","$245,414","10/6"
"The Bounty Hunter","Sony","$234,563","3/24"
"The Sorcerer's Apprentice","Disney","$213,654","9/1"
"How to Train Your Dragon","UIP","$206,943","3/31"
"Tangled","Disney","$203,308","12/15"
"Piranha 3D","n/a","$194,508","10/6"
"The Last Airbender","UIP","$192,167","7/21"
"The Wolfman","UIP","$183,357","2/24"
"From Paris with Love","n/a","$181,477","3/10"
"The Karate Kid","Sony","$179,558","6/23"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$177,171","12/8"
"Unstoppable","Fox","$172,819","11/24"
"Little Fockers","UIP","$164,770","12/22"
"Grown Ups","Sony","$158,395","8/4"
"Resident Evil: Afterlife","UMP","$156,129","10/20"
"Due Date","WB","$155,505","12/1"
"A Nightmare on Elm Street (2010)","WB","$149,076","5/12"
"Red","n/a","$147,519","11/3"
"Killers","n/a","$145,982","6/2"
"Despicable Me","UIP","$145,041","9/15"
"Life as We Know It","WB","$140,932","12/29"
"Tron Legacy","Disney","$134,938","12/22"
"Megamind","UIP","$131,336","11/10"
"Old Dogs","Disney","$124,036","1/6"
"The Town","WB","$121,332","10/27"
"It's Complicated","UIP","$120,687","2/3"
"Green Zone","UIP","$119,960","3/17"
"The A-Team","Fox","$110,507","6/9"
"Remember Me","UMP","$109,369","3/31"
"Percy Jackson & The Olympians: The Lightning Thief","Fox","$109,326","2/10"
"Date Night","Fox","$87,962","5/5"
"The Back-Up Plan","Sony","$86,148","5/12"
"The Other Guys","Sony","$82,815","9/15"
"Wall Street: Money Never Sleeps","Fox","$78,785","9/29"
"Up in the Air","UIP","$76,195","2/10"
"Nine","n/a","$74,434","1/20"
"The Social Network","Sony","$66,759","10/27"
"Devil","UIP","$63,709","11/3"
"Cats & Dogs: Revenge of Kitty Galore","WB","$63,244","9/8"
"Did You Hear About the Morgans?","Sony","$61,799","1/27"
"Triangle","n/a","$61,346","2/3"
"Predators","Fox","$59,082","8/25"
"She's Out of My League","UIP","$54,380","7/7"
"When in Rome","Disney","$52,380","3/17"
"The Collector","n/a","$48,196","10/13"
"The Last Song","Disney","$46,322","4/21"
"Paranormal Activity 2","UIP","$46,001","12/8"
"Stag Night","n/a","$45,927","2/24"
"Dinner for Schmucks","UIP","$45,679","10/13"
"The Children","UMP","$44,088","3/10"
"Charlie St. Cloud","UIP","$39,507","10/20"
"Going the Distance","WB","$37,718","9/22"
"Cop Out","WB","$37,605","5/19"
"The American","n/a","$37,381","10/13"
"Ninja Assassin","WB","$36,552","1/6"
"Splice","n/a","$35,241","9/22"
"Pandorum","n/a","$33,447","3/31"
"The Box","n/a","$30,904","1/13"
"Daybreakers","n/a","$30,719","4/21"
"Faster","Sony","$30,699","12/1"
"The Losers","WB","$29,075","9/1"
"The Lovely Bones","UIP","$28,688","3/24"
"Brooklyn's Finest","n/a","$26,961","5/5"
"The Alphabet Killer","UMP","$26,854","4/28"
"Nanny McPhee and The Big Bang","UIP","$25,428","6/2"
"Repo Men","UIP","$23,561","5/26"
"Vertige","n/a","$22,200","1/27"
"Letters to Juliet","n/a","$22,143","9/29"
"Legend of the Guardians: The Owls of Ga'Hoole","WB","$21,432","10/27"
"New York","UMP","$21,201","4/28"
"The Tournament","UMP","$19,088","3/3"
"The Ghost Writer","UMP","$15,575","12/29"
"Easy A","Sony","$14,919","11/24"
"Furry Vengeance","n/a","$11,640","10/13"
"How to Lose Friends and Alienate People","n/a","$10,515","1/13"
"You Again","Disney","$10,332","10/20"
"Scott Pilgrim vs. the World","UIP","$9,591","11/24"
"Takers","Sony","$9,478","11/3"
"Armored","Sony","$8,115","1/20"
"Franklyn","n/a","$7,773","1/27"
"Machete","Sony","$7,444","12/8"
"Santa's Apprentice","n/a","$6,763","12/29"
"The Joneses","n/a","$6,339","12/15"
"The Ugly Duckling and Me!","n/a","$5,631","2/3"
"Astro Boy","UMP","$5,626","4/14"
"Arthur et la vengeance de Maltazard","n/a","$847","1/27"
