" Movie Title"," Distributor"," Gross"," Release"
"Spider-Man 3","Sony","$7,202,197","5/1"
"Harry Potter and the Order of the Phoenix","WB","$6,650,517","7/12"
"Si jie (Lust, Caution)","EDKO","$6,249,342","9/26"
"Pirates of the Caribbean: At World's End","Intercontinental","$5,353,051","5/24"
"Transformers","Intercontinental","$5,182,819","7/26"
"Night at the Museum","Fox","$4,895,815","2/15"
"Tau ming chong (The Warlords)","Gala","$3,577,262","12/13"
"Moon to (Protégé)","Applause","$3,395,447","2/13"
"Ratatouille","BVI","$3,250,746","8/2"
"Mr. Bean's Holiday","UPI","$2,870,460","4/5"
"I Am Legend","WB","$2,791,588","12/13"
"Shrek the Third","Intercontinental","$2,757,750","6/28"
"Fantastic Four: Rise of the Silver Surfer","Fox","$2,414,398","6/14"
"Live Free or Die Hard","Fox","$2,391,659","7/4"
"National Treasure: Book of Secrets","Disney","$2,263,496","12/20"
"300","WB","$1,963,536","3/15"
"Alien vs. Predator - Requiem","Fox","$1,916,003","12/27"
"The Golden Compass","Panasia","$1,897,656","12/20"
"Bu neng shuo de. mi mi (Secret)","EDKO","$1,858,235","8/2"
"Nan er ben se (Invisible Target)","Newport","$1,689,135","7/19"
"Ocean's Thirteen","WB","$1,566,989","6/7"
"Sup fun oi (Love Is Not All Around)","Newport","$1,557,958","4/19"
"Evan Almighty","EDKO","$1,478,372","8/23"
"Hing dai (Brothers)","Newport","$1,449,529","10/18"
"Sun taam (Mad Detective)","Newport","$1,422,003","11/29"
"Resident Evil: Extinction","EDKO","$1,389,420","10/4"
"The Simpsons Movie","Fox","$1,334,093","8/9"
"The Holiday","UIP","$1,254,680","1/4"
"Hei wong ji wong (Simply Actors)","Golden Scene","$1,193,632","6/19"
"Mui dong bin wan si (Hooked on You)","Newport","$1,187,574","6/28"
"Dou fo sin (Flash Point)","Newport","$1,155,613","8/9"
"The Bourne Ultimatum","EDKO","$1,151,946","8/9"
"Beowulf","WB","$1,134,834","11/15"
"Blood Diamond","WB","$1,119,267","1/18"
"Rush Hour 3","Panasia","$1,057,751","8/16"
"Sum seung si sing (It's a Wonderful Life)","n/a","$999,005","2/14"
"Sun yat fai lok (Happy Birthday)","Panasia","$959,251","1/18"
"Ghost Rider","Sony","$847,264","3/8"
"Music and Lyrics","WB","$803,438","2/15"
"Bee Movie","Intercontinental","$802,078","12/20"
"Seung chi sun tau (Twins Mission)","EDKO","$793,102","2/15"
"Meet the Robinsons","Intercontinental","$762,828","4/5"
"The Pursuit of Happyness","Sony","$744,209","3/22"
"C+ jing taam (The Detective)","Gala","$709,621","9/27"
"The Heartbreak Kid","Intercontinental","$703,961","11/22"
"Tie saam gok (Triangle)","Newport","$701,677","11/1"
"Tôkyô tawâ: Okan to boku to, tokidoki, oton (Tokyo Tower)","EDKO","$680,406","11/15"
"The Reaping","WB","$650,490","4/5"
"1408","Deltamac","$619,546","9/13"
"Chung oi (In Love with the Dead)","Gala","$616,889","11/29"
"Chô Gekijôban Keroro Gunsô 2: Shinkai no Princess de Arimasu! (Sergeant Keroro Movie 2: The Deep Sea Princess) (2007)","Intercontinental","$598,728","7/19"
"Stardust","Intercontinental","$588,396","9/26"
"Charlotte's Web","Intercontinental","$584,471","2/17"
"Alvin and the Chipmunks","Fox","$571,180","12/13"
"28 Weeks Later","Fox","$564,365","5/10"
"Hero (2007)","Panasia","$563,626","10/18"
"Open Season","Sony","$563,596","2/15"
"The Queen","Golden Scene","$562,448","3/1"
"Deja Vu","Intercontinental","$544,497","1/4"
"Gun chung (Eye in the Sky)","EDKO","$529,499","6/21"
"Hairspray (2007)","Lark","$522,121","9/6"
"The Invasion","WB","$505,062","8/23"
"TMNT","Golden Scene","$502,664","3/29"
"Mi-nyeo-neun Gwae-ro-wo (200 Pounds Beauty)","Golden Scene","$488,715","5/17"
"Babel","Celestial","$481,999","1/4"
"Por see yee (Trivial Matters)","Newport","$473,914","12/20"
"The Messengers","P&C","$470,335","3/1"
"I Now Pronounce You Chuck and Larry","EDKO","$466,837","9/13"
"Sunshine","Fox","$460,847","4/5"
"Saw IV","Deltamac","$455,172","10/25"
"Alone (2007)","Lark","$451,580","8/23"
"Perfume - The Story of a Murderer","Golden Scene","$447,714","1/25"
"Lik goo lik goo dui dui pong (House of Mahjong)","n/a","$427,894","2/1"
"Cheut ai kup gei (The Exodus)","Newport","$419,926","9/13"
"Rocky Balboa","Fox","$412,456","1/11"
"Ci qing (Spider Lilies)","Deltamac","$406,003","4/12"
"Lions for Lambs","Fox","$404,035","11/8"
"Sum yuen (Forest of Death)","UE&SI","$402,950","3/22"
"Beauty and the 7 Beasts","Newport","$395,716","9/27"
"Lo kong ching chuen (Mr. Cinema)","n/a","$393,361","6/16"
