" Movie Title"," Distributor"," Gross"," Release"
"Alvin and the Chipmunks: The
Squeakquel","Fox","$576,300","1/28"
"Little Fockers","UIP","$518,587","12/23"
"Harry Potter and the Deathly Hallows (Part One)","WB","$416,863","11/18"
"Eat Pray Love","Sony","$386,410","9/23"
"Despicable Me","UIP","$362,636","10/14"
"Shrek Forever After","UIP","$358,751","5/27"
"Inception","WB","$358,652","7/22"
"How to Train Your Dragon","UIP","$347,028","4/1"
"The Twilight Saga: Eclipse","n/a","$329,475","7/1"
"Robin Hood","UIP","$327,167","5/13"
"Saw 3D","n/a","$313,423","10/28"
"Sherlock Holmes","WB","$261,903","1/7"
"Grown Ups","Sony","$251,066","7/15"
"Valentine's Day","WB","$246,792","2/18"
"Toy Story 3","Disney","$234,447","8/12"
"Due Date","WB","$230,944","12/2"
"Knight & Day","Fox","$230,562","7/29"
"Step Up 3-D","n/a","$227,845","9/23"
"Clash of the Titans (2010)","WB","$220,122","4/22"
"The Bounty Hunter","Sony","$217,357","4/1"
"Sex and the City 2","WB","$206,549","6/3"
"Shutter Island","UIP","$190,246","3/11"
"Life as We Know It","WB","$189,457","12/16"
"Salt","Sony","$181,929","8/19"
"The Last Airbender","UIP","$179,326","8/5"
"Megamind","UIP","$177,852","12/2"
"Dinner for Schmucks","UIP","$173,663","9/16"
"Alice in Wonderland (2010)","Disney","$171,221","3/4"
"Leap Year","UIP","$163,068","3/4"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","Fox","$161,059","12/9"
"The Social Network","Sony","$153,204","10/28"
"The Back-Up Plan","Sony","$151,577","5/6"
"The Sorcerer's Apprentice","Disney","$147,564","9/16"
"She's Out of My League","UIP","$145,145","4/15"
"Get Him to the Greek","UIP","$140,899","8/5"
"Prince of Persia: The Sands of Time","Disney","$129,612","5/20"
"The Expendables","n/a","$128,090","8/19"
"The Wolfman","UIP","$127,464","2/18"
"Marmaduke","Fox","$125,528","8/19"
"Up in the Air","UIP","$125,379","1/14"
"Iron Man 2","UIP","$122,290","4/29"
"The Karate Kid","Sony","$120,832","9/2"
"Did You Hear About the Morgans?","Sony","$117,342","2/4"
"The Princess and the Frog","Disney","$115,260","1/21"
"The Other Guys","Sony","$110,987","10/21"
"Tron Legacy","Disney","$102,880","12/16"
"When in Rome","Disney","$92,940","4/22"
"Killers","n/a","$91,993","6/24"
"You Again","Disney","$91,973","10/28"
"Resident Evil: Afterlife","Sony","$90,699","9/10"
"The Book of Eli","n/a","$90,552","1/21"
"Going the Distance","WB","$88,262","9/9"
"Paranormal Activity 2","UIP","$87,515","12/9"
"Easy A","Sony","$80,862","11/11"
"The Men Who Stare at Goats","n/a","$74,580","1/28"
"Cloudy with a Chance of Meatballs","Sony","$73,067","2/11"
"Devil","UIP","$70,951","10/28"
"Remember Me","n/a","$65,975","4/15"
"Cats & Dogs: Revenge of Kitty Galore","WB","$64,045","8/26"
"Predators","Fox","$63,918","7/8"
"A Nightmare on Elm Street (2010)","WB","$60,044","6/24"
"The A-Team","Fox","$58,921","8/12"
"Law Abiding Citizen","n/a","$58,433","3/4"
"Green Zone","UIP","$58,433","3/18"
"The Switch","n/a","$51,404","10/7"
"Wall Street: Money Never Sleeps","Fox","$51,037","11/4"
"Machete","n/a","$49,648","9/2"
"Nine","n/a","$48,920","3/4"
"Percy Jackson & The Olympians: The Lightning Thief","Fox","$47,562","3/11"
"Legend of the Guardians: The Owls of Ga'Hoole","WB","$46,889","9/30"
"Invictus","WB","$44,070","2/25"
"The Hurt Locker","n/a","$39,408","2/18"
"The Kings of Mykonos: Wog Boy 2","n/a","$32,023","8/26"
"Triage","n/a","$31,456","4/8"
"Legion (2010)","Sony","$29,471","2/25"
"Edge of Darkness","n/a","$27,536","2/11"
"Charlie St. Cloud","UIP","$26,102","9/9"
"The American","n/a","$24,725","12/9"
"Letters to Juliet","n/a","$23,583","7/8"
"The Other Man","n/a","$23,191","2/4"
"L'arnacoeur (Heartbreaker)","n/a","$21,679","11/25"
"Frozen","n/a","$21,212","12/30"
"Chatroom","n/a","$21,019","10/21"
"Daybreakers","n/a","$20,803","1/14"
"Scott Pilgrim vs. the World","UIP","$20,495","9/30"
"Gamer (2009)","n/a","$19,952","2/4"
"Tamara Drewe","n/a","$18,652","11/18"
"Mother and Child","UIP","$18,531","8/26"
"The Crazies","n/a","$17,928","9/23"
"The Romantics","n/a","$16,453","11/25"
"Red","n/a","$14,336","12/9"
"The Lovely Bones","UIP","$13,243","2/25"
"Splice","n/a","$12,923","8/5"
"Bad Lieutenant: Port of Call New Orleans","n/a","$11,381","1/14"
"An Education","n/a","$9,492","2/18"
"Sin Nombre","n/a","$9,309","1/14"
"A Serious Man","n/a","$7,920","2/4"
"Everybody's Fine","Disney","$5,156","3/11"
