" Movie Title"," Distributor"," Gross"," Release"
"Avatar","Fox","$22,889,076","12/18"
"Män som hatar kvinnor (The Girl with the Dragon Tattoo)","Nordisk","$16,983,990","2/27"
"Flickan som lekte med elden","Nordisk","$11,922,845","9/18"
"Harry Potter and the Half Blood Prince","Sandrew","$10,687,228","7/17"
"Luftslottet som sprängdes (The Girl Who Kicked the Hornet's Nest)","Nordisk","$9,034,083","11/27"
"Angels & Demons","Sony","$7,123,150","5/13"
"Ice Age: Dawn of the Dinosaurs","Fox","$7,045,770","7/1"
"Up","Disney","$6,892,692","10/2"
"Sorte kugler","Sandrew","$5,590,871","6/12"
"2012","Sony","$3,990,300","11/13"
"The Twilight Saga: New Moon","Nordisk","$3,912,934","11/20"
"Alvin and the Chipmunks: The
Squeakquel","Fox","$3,845,768","12/25"
"Transformers: Revenge of the Fallen","UIP","$3,048,737","6/24"
"Michael Jackson's This Is It","Sony","$3,048,283","10/28"
"Bolt","Disney","$2,923,427","2/6"
"Sherlock Holmes","Sandrew","$2,731,318","12/25"
"Inglourious Basterds","UIP","$2,599,606","8/28"
"Julefrokosten","Scanbox","$2,587,648","11/6"
"The Hangover","Sandrew","$2,546,501","7/24"
"Headhunter","Nordisk","$2,258,895","8/28"
"Karla og Katrine","Nordisk","$1,914,861","2/6"
"Changeling","UIP","$1,893,982","1/16"
"Slumdog Millionaire","Filmcompagniet","$1,823,565","3/6"
"Brüno","Nordisk","$1,783,494","7/10"
"Terminator Salvation: The Future Begins","Sony","$1,769,520","6/4"
"Hannah Montana The Movie","Disney","$1,721,983","5/7"
"The Curious Case of Benjamin Button","Sandrew","$1,647,700","1/23"
"Ved verdens ende (At The End of the World)","Nordisk","$1,622,797","10/9"
"The Proposal","Disney","$1,604,504","8/14"
"G-Force","Disney","$1,521,166","8/28"
"Twilight","Nordisk","$1,499,585","2/6"
"Over gaden under vandet (Over the Street, Under the Water)","Sandrew","$1,484,128","10/23"
"Valkyrie","Filmcompagniet","$1,288,682","2/6"
"Kærestesorger","Nordisk","$1,285,924","3/13"
"Storm","Sandrew","$1,233,575","10/2"
"District 9","Filmcompagniet","$1,208,413","8/21"
"Coco avant Chanel","Filmcompagniet","$1,178,721","12/11"
"Curious George 2: Follow That Monkey!","UIP","$1,156,903","7/10"
"Flugten (The Escpae)","Sandrew","$1,084,553","1/9"
"Antichrist","Nordisk","$1,065,978","5/22"
"The Ugly Truth","Sony","$1,045,497","9/4"
"Watchmen","UIP","$1,036,664","3/20"
"Public Enemies","UIP","$1,006,906","7/3"
"A Christmas Carol (2009)","Disney","$982,729","11/6"
"Paranormal Activity","Filmcompagniet","$944,498","12/4"
"Monsterjægerne (Monster Hunters)","Nordisk","$894,515","10/9"
"He's Just Not That Into You","Filmcompagniet","$873,877","2/6"
"Winnie og Karina - The Movie","n/a","$849,074","8/7"
"Fame (2009)","Fox","$776,795","10/9"
"Vågn","Nordisk","$768,660","12/25"
"The Imaginarium of Doctor Parnassus","Sony","$751,736","12/25"
"Fast and Furious","UIP","$696,694","4/3"
"Revolutionary Road","UIP","$688,954","1/30"
"Blekingegadebanden","Sandrew","$673,190","3/20"
"G.I. Joe","UIP","$666,420","8/14"
"Surrogates","Disney","$658,503","10/9"
"Se min kjole","Nordisk","$586,603","7/3"
"Confessions of a Shopaholic","Disney","$573,140","3/20"
"Hotel for Dogs","UIP","$545,808","1/30"
"A Serious Man","Filmcompagniet","$538,865","10/9"
"Simon & Malou","Filmcompagniet","$510,605","10/30"
"Applaus","Nordisk","$505,623","9/25"
"Superbror","Nordisk","$478,866","12/18"
"Arthur et la vengeance de Maltazard","Scanbox","$475,748","12/4"
"Zoomerne","Nordisk","$473,138","6/4"
"The Taking of Pelham One, Two, Three","Sony","$465,890","8/7"
"Milk","Filmcompagniet","$465,693","1/30"
"Sex Drive","Nordisk","$459,026","1/1"
"Friday the 13th (2009)","UIP","$437,599","2/13"
"The Spirit","Disney","$417,386","1/1"
"Zombieland","Sony","$405,960","10/23"
"Bedtime Stories","Disney","$386,689","2/27"
"Pettson & Findus - Glömligheter","Filmcompagniet","$372,529","8/7"
"Los Abrazos rotos (Broken Embraces)","Sandrew","$346,073","8/21"
"The Tale of Despereaux","UIP","$345,350","3/6"
"Il y a longtemps que je t'aime (I've Loved You
So Long)","Miracle","$342,307","8/7"
"Law Abiding Citizen","UIP","$326,053","10/30"
"Monsters Vs. Aliens","UIP","$315,494","4/3"
"Role Models","UIP","$314,724","2/27"
"Julie & Julia","Sony","$312,012","10/16"
"Couples Retreat","UIP","$305,175","12/4"
"Vanvittig forelsket (Crazy in Love)","Nordisk","$300,578","7/31"
"Marley and Me","Filmcompagniet","$284,828","3/27"
"Bride Wars","Filmcompagniet","$277,023","3/6"
"Æblet & ormen (The Apple & the Worm)","Nordisk","$256,622","10/30"
"Appaloosa","Filmcompagniet","$256,014","1/9"
"The International","Disney","$251,513","3/13"
"Seven Pounds","Disney","$240,493","2/6"
"Gamer (2009)","UIP","$223,940","9/11"
"Camping","Sandrew","$210,502","9/4"
"The Pink Panther 2","Sony","$209,406","2/20"
"Gake no ue no Ponyo (Ponyo on a Cliff)","Camera","$207,340","11/13"
